Meldedatum, difference, group, trend, value
2022-06-09, , trend, , 64.3
2022-06-16, -7.2, trend, -0.3495, 57.1
2022-06-23, 1.7, trend, 0.058, 58.8
2022-06-30, -15, trend, -0.7282, 43.8
2022-07-07, -14.4, trend, -0.699, 29.4
2022-07-14, 1.8, trend, 0.0614, 31.2
2022-07-21, -20.1, trend, -0.9757, 11.1
2022-07-28, -11.1, trend, -0.5388, 
2022-08-04, , trend, , 
2022-08-11, , trend, , 
2022-08-18, 5.6, trend, 0.1911, 5.6
2022-08-25, 11.1, trend, 0.3788, 16.7
2022-09-01, , trend, , 16.7
2022-09-08, 22.2, trend, 0.7577, 38.9
2022-09-15, 5.5, trend, 0.1877, 44.4
2022-09-22, 29.3, trend, 1, 73.7
2022-09-29, -12.6, trend, -0.6117, 61.1
2022-10-06, -11.1, trend, -0.5388, 50
2022-10-13, -20.6, trend, -1, 29.4
2022-10-20, -15.1, trend, -0.733, 14.3
2022-10-27, , trend, , 14.3
