Altersgruppe, Meldedatum, value
0-4, 2021-01-17, 46.8
0-4, 2021-01-18, 46.7
0-4, 2021-01-19, 45.7
0-4, 2021-01-20, 45
0-4, 2021-01-21, 44.9
0-4, 2021-01-22, 43.9
0-4, 2021-01-23, 43.1
0-4, 2021-01-24, 42.8
0-4, 2021-01-25, 42.8
0-4, 2021-01-26, 42
0-4, 2021-01-27, 41.5
0-4, 2021-01-28, 41.2
0-4, 2021-01-29, 38.9
0-4, 2021-01-30, 39
0-4, 2021-01-31, 39.1
0-4, 2021-02-01, 38.5
0-4, 2021-02-02, 38.9
0-4, 2021-02-03, 39.7
0-4, 2021-02-04, 38.8
0-4, 2021-02-05, 39.3
0-4, 2021-02-06, 38.8
0-4, 2021-02-07, 38.5
0-4, 2021-02-08, 38.1
0-4, 2021-02-09, 37.4
0-4, 2021-02-10, 35.4
0-4, 2021-02-11, 34.6
0-4, 2021-02-12, 34.1
0-4, 2021-02-13, 34
0-4, 2021-02-14, 33.4
0-4, 2021-02-15, 33.9
0-4, 2021-02-16, 34.3
0-4, 2021-02-17, 33.9
0-4, 2021-02-18, 34.1
0-4, 2021-02-19, 34.2
0-4, 2021-02-20, 34
0-4, 2021-02-21, 34.8
0-4, 2021-02-22, 34.7
0-4, 2021-02-23, 35.4
0-4, 2021-02-24, 37.8
0-4, 2021-02-25, 39.8
0-4, 2021-02-26, 42.4
0-4, 2021-02-27, 44.7
0-4, 2021-02-28, 46.5
0-4, 2021-03-01, 47.6
0-4, 2021-03-02, 48.7
0-4, 2021-03-03, 50.7
0-4, 2021-03-04, 52.7
0-4, 2021-03-05, 53.9
0-4, 2021-03-06, 57.4
0-4, 2021-03-07, 59
0-4, 2021-03-08, 59.7
0-4, 2021-03-09, 59.3
0-4, 2021-03-10, 61
0-4, 2021-03-11, 64.4
0-4, 2021-03-12, 69.2
0-4, 2021-03-13, 71.1
0-4, 2021-03-14, 73.7
0-4, 2021-03-15, 75.6
0-4, 2021-03-16, 78.9
0-4, 2021-03-17, 83.8
0-4, 2021-03-18, 89.8
0-4, 2021-03-19, 93.2
0-4, 2021-03-20, 97.7
0-4, 2021-03-21, 100.9
0-4, 2021-03-22, 101.9
0-4, 2021-03-23, 105.5
0-4, 2021-03-24, 108.5
0-4, 2021-03-25, 111.7
0-4, 2021-03-26, 116.6
0-4, 2021-03-27, 122.3
0-4, 2021-03-28, 125.5
0-4, 2021-03-29, 126.6
0-4, 2021-03-30, 127.5
0-4, 2021-03-31, 127.4
0-4, 2021-04-01, 127
0-4, 2021-04-02, 126.1
0-4, 2021-04-03, 120.7
0-4, 2021-04-04, 114.3
0-4, 2021-04-05, 112.4
0-4, 2021-04-06, 107.1
0-4, 2021-04-07, 98.2
0-4, 2021-04-08, 92.7
0-4, 2021-04-09, 91.4
0-4, 2021-04-10, 94.5
0-4, 2021-04-11, 98.8
0-4, 2021-04-12, 101.4
0-4, 2021-04-13, 104
0-4, 2021-04-14, 115
0-4, 2021-04-15, 122.6
0-4, 2021-04-16, 124.4
0-4, 2021-04-17, 125.7
0-4, 2021-04-18, 128.3
0-4, 2021-04-19, 128.1
0-4, 2021-04-20, 129.1
0-4, 2021-04-21, 132.5
0-4, 2021-04-22, 134.8
0-4, 2021-04-23, 137.2
0-4, 2021-04-24, 138
0-4, 2021-04-25, 139.6
0-4, 2021-04-26, 140.4
0-4, 2021-04-27, 143.1
0-4, 2021-04-28, 141.9
0-4, 2021-04-29, 139.6
0-4, 2021-04-30, 136.5
0-4, 2021-05-01, 134.1
0-4, 2021-05-02, 129.8
0-4, 2021-05-03, 127.4
0-4, 2021-05-04, 122.9
0-4, 2021-05-05, 119.5
0-4, 2021-05-06, 114.8
0-4, 2021-05-07, 110.2
0-4, 2021-05-08, 105.6
0-4, 2021-05-09, 104.4
0-4, 2021-05-10, 103.5
0-4, 2021-05-11, 101.5
0-4, 2021-05-12, 98
0-4, 2021-05-13, 95.5
0-4, 2021-05-14, 89.8
0-4, 2021-05-15, 82.8
0-4, 2021-05-16, 76.4
0-4, 2021-05-17, 74.7
0-4, 2021-05-18, 73
0-4, 2021-05-19, 69.3
0-4, 2021-05-20, 63.3
0-4, 2021-05-21, 60.9
0-4, 2021-05-22, 61.3
0-4, 2021-05-23, 59.9
0-4, 2021-05-24, 57.9
0-4, 2021-05-25, 55.2
0-4, 2021-05-26, 46.4
0-4, 2021-05-27, 42.4
0-4, 2021-05-28, 41.4
0-4, 2021-05-29, 38
0-4, 2021-05-30, 35.6
0-4, 2021-05-31, 35.5
0-4, 2021-06-01, 36.3
0-4, 2021-06-02, 38.5
0-4, 2021-06-03, 36.9
0-4, 2021-06-04, 32.5
0-4, 2021-06-05, 29.3
0-4, 2021-06-06, 27.1
0-4, 2021-06-07, 25.8
0-4, 2021-06-08, 24.4
0-4, 2021-06-09, 21.5
0-4, 2021-06-10, 18.7
0-4, 2021-06-11, 17.6
0-4, 2021-06-12, 16.8
0-4, 2021-06-13, 15.9
0-4, 2021-06-14, 15.4
0-4, 2021-06-15, 15.1
0-4, 2021-06-16, 14.3
0-4, 2021-06-17, 13.2
0-4, 2021-06-18, 11.5
0-4, 2021-06-19, 10.7
0-4, 2021-06-20, 9.8
0-4, 2021-06-21, 9.6
0-4, 2021-06-22, 9.3
0-4, 2021-06-23, 8.3
0-4, 2021-06-24, 7.3
0-4, 2021-06-25, 7.5
0-4, 2021-06-26, 6.9
0-4, 2021-06-27, 6.7
0-4, 2021-06-28, 6.5
0-4, 2021-06-29, 6.3
0-4, 2021-06-30, 6
0-4, 2021-07-01, 6
0-4, 2021-07-02, 5.3
0-4, 2021-07-03, 5.2
0-4, 2021-07-04, 4.7
0-4, 2021-07-05, 4.5
0-4, 2021-07-06, 4.2
0-4, 2021-07-07, 4.1
0-4, 2021-07-08, 3.8
0-4, 2021-07-09, 3.8
0-4, 2021-07-10, 3.9
0-4, 2021-07-11, 4.5
0-4, 2021-07-12, 4.5
0-4, 2021-07-13, 4.6
0-4, 2021-07-14, 5.1
0-4, 2021-07-15, 5.6
0-4, 2021-07-16, 5.7
0-4, 2021-07-17, 6.2
0-4, 2021-07-18, 6.2
0-4, 2021-07-19, 6.5
0-4, 2021-07-20, 6.9
0-4, 2021-07-21, 6.8
0-4, 2021-07-22, 7
0-4, 2021-07-23, 7.3
0-4, 2021-07-24, 8
0-4, 2021-07-25, 8.7
0-4, 2021-07-26, 8.8
0-4, 2021-07-27, 8.8
0-4, 2021-07-28, 10.1
0-4, 2021-07-29, 11
0-4, 2021-07-30, 12.4
0-4, 2021-07-31, 12.4
0-4, 2021-08-01, 13
0-4, 2021-08-02, 13.1
0-4, 2021-08-03, 14.1
0-4, 2021-08-04, 14.9
0-4, 2021-08-05, 15.5
0-4, 2021-08-06, 16.4
0-4, 2021-08-07, 17.4
0-4, 2021-08-08, 18.6
0-4, 2021-08-09, 19
0-4, 2021-08-10, 19.7
0-4, 2021-08-11, 20.9
0-4, 2021-08-12, 23.7
0-4, 2021-08-13, 25.8
0-4, 2021-08-14, 28.8
0-4, 2021-08-15, 30
0-4, 2021-08-16, 31
0-4, 2021-08-17, 31.9
0-4, 2021-08-18, 35.4
0-4, 2021-08-19, 37.5
0-4, 2021-08-20, 40.4
0-4, 2021-08-21, 43.1
0-4, 2021-08-22, 45.9
0-4, 2021-08-23, 47
0-4, 2021-08-24, 49.2
0-4, 2021-08-25, 53.8
0-4, 2021-08-26, 59.8
0-4, 2021-08-27, 65.5
0-4, 2021-08-28, 69.4
0-4, 2021-08-29, 73.2
0-4, 2021-08-30, 74.5
0-4, 2021-08-31, 76.7
0-4, 2021-09-01, 79.4
0-4, 2021-09-02, 83.1
0-4, 2021-09-03, 82.4
0-4, 2021-09-04, 83.9
0-4, 2021-09-05, 85.4
0-4, 2021-09-06, 85.8
0-4, 2021-09-07, 86.2
0-4, 2021-09-08, 87.5
0-4, 2021-09-09, 88.3
0-4, 2021-09-10, 91
0-4, 2021-09-11, 90.9
0-4, 2021-09-12, 88.8
0-4, 2021-09-13, 87.8
0-4, 2021-09-14, 86.9
0-4, 2021-09-15, 85
0-4, 2021-09-16, 80.5
0-4, 2021-09-17, 76.5
0-4, 2021-09-18, 74
0-4, 2021-09-19, 72.1
0-4, 2021-09-20, 71.2
0-4, 2021-09-21, 69.6
0-4, 2021-09-22, 67.3
0-4, 2021-09-23, 64.8
0-4, 2021-09-24, 62.7
0-4, 2021-09-25, 60.2
0-4, 2021-09-26, 58.8
0-4, 2021-09-27, 58.7
0-4, 2021-09-28, 58.9
0-4, 2021-09-29, 58.1
0-4, 2021-09-30, 58.4
0-4, 2021-10-01, 58.1
0-4, 2021-10-02, 57.4
0-4, 2021-10-03, 55.9
0-4, 2021-10-04, 55.5
0-4, 2021-10-05, 53.7
0-4, 2021-10-06, 51.3
0-4, 2021-10-07, 49.1
0-4, 2021-10-08, 47.6
0-4, 2021-10-09, 46.4
0-4, 2021-10-10, 47
0-4, 2021-10-11, 46.7
0-4, 2021-10-12, 47.2
0-4, 2021-10-13, 47.7
0-4, 2021-10-14, 48.4
0-4, 2021-10-15, 48.9
0-4, 2021-10-16, 50.1
0-4, 2021-10-17, 50.1
0-4, 2021-10-18, 50.8
0-4, 2021-10-19, 51.7
0-4, 2021-10-20, 55.1
0-4, 2021-10-21, 58
0-4, 2021-10-22, 61.2
0-4, 2021-10-23, 64
0-4, 2021-10-24, 67.9
0-4, 2021-10-25, 68.1
0-4, 2021-10-26, 70.2
0-4, 2021-10-27, 73.6
0-4, 2021-10-28, 78.5
0-4, 2021-10-29, 82.8
0-4, 2021-10-30, 87.5
0-4, 2021-10-31, 88.3
0-4, 2021-11-01, 89.5
0-4, 2021-11-02, 89.2
0-4, 2021-11-03, 87.4
0-4, 2021-11-04, 89.9
0-4, 2021-11-05, 97.8
0-4, 2021-11-06, 104.4
0-4, 2021-11-07, 109
0-4, 2021-11-08, 111.7
0-4, 2021-11-09, 119.5
0-4, 2021-11-10, 132.7
0-4, 2021-11-11, 146.3
0-4, 2021-11-12, 155.2
0-4, 2021-11-13, 164.1
0-4, 2021-11-14, 171.9
0-4, 2021-11-15, 178.4
0-4, 2021-11-16, 186
0-4, 2021-11-17, 198
0-4, 2021-11-18, 208.4
0-4, 2021-11-19, 218.3
0-4, 2021-11-20, 229.2
0-4, 2021-11-21, 237.1
0-4, 2021-11-22, 241.6
0-4, 2021-11-23, 248.9
0-4, 2021-11-24, 259
0-4, 2021-11-25, 269
0-4, 2021-11-26, 278.3
0-4, 2021-11-27, 282.3
0-4, 2021-11-28, 286.9
0-4, 2021-11-29, 288.7
0-4, 2021-11-30, 291.7
0-4, 2021-12-01, 296.6
0-4, 2021-12-02, 300.1
0-4, 2021-12-03, 302.6
0-4, 2021-12-04, 305.6
0-4, 2021-12-05, 305.6
0-4, 2021-12-06, 304.7
0-4, 2021-12-07, 306.8
0-4, 2021-12-08, 309.3
0-4, 2021-12-09, 310.6
0-4, 2021-12-10, 310.8
0-4, 2021-12-11, 310.4
0-4, 2021-12-12, 310.2
0-4, 2021-12-13, 307.5
0-4, 2021-12-14, 302.3
0-4, 2021-12-15, 300.8
0-4, 2021-12-16, 294.1
0-4, 2021-12-17, 288.1
0-4, 2021-12-18, 281.1
0-4, 2021-12-19, 276
0-4, 2021-12-20, 272.7
0-4, 2021-12-21, 268.7
0-4, 2021-12-22, 258.1
0-4, 2021-12-23, 249.3
0-4, 2021-12-24, 236.5
0-4, 2021-12-25, 216.6
0-4, 2021-12-26, 194.8
0-4, 2021-12-27, 189.7
0-4, 2021-12-28, 184.4
0-4, 2021-12-29, 174.1
0-4, 2021-12-30, 162.5
0-4, 2021-12-31, 155.7
0-4, 2022-01-01, 155.6
0-4, 2022-01-02, 156.9
0-4, 2022-01-03, 159.7
0-4, 2022-01-04, 160.8
0-4, 2022-01-05, 167.7
0-4, 2022-01-06, 179
0-4, 2022-01-07, 186.3
0-4, 2022-01-08, 206.3
0-4, 2022-01-09, 224.1
0-4, 2022-01-10, 229.8
0-4, 2022-01-11, 249
0-4, 2022-01-12, 277.3
0-4, 2022-01-13, 318
0-4, 2022-01-14, 365.2
0-4, 2022-01-15, 411
0-4, 2022-01-16, 451.2
0-4, 2022-01-17, 478.9
0-4, 2022-01-18, 538.5
0-4, 2022-01-19, 624.2
0-4, 2022-01-20, 725.4
0-4, 2022-01-21, 832.6
0-4, 2022-01-22, 933.8
0-4, 2022-01-23, 996.5
0-4, 2022-01-24, 1033.3
0-4, 2022-01-25, 1103.9
0-4, 2022-01-26, 1177.5
0-4, 2022-01-27, 1224
0-4, 2022-01-28, 1262.1
0-4, 2022-01-29, 1283.2
0-4, 2022-01-30, 1291.5
0-4, 2022-01-31, 1293.5
0-4, 2022-02-01, 1292.5
0-4, 2022-02-02, 1289.8
0-4, 2022-02-03, 1307.3
0-4, 2022-02-04, 1312.2
0-4, 2022-02-05, 1308.7
0-4, 2022-02-06, 1305.9
0-4, 2022-02-07, 1306.1
0-4, 2022-02-08, 1308.9
0-4, 2022-02-09, 1331.2
0-4, 2022-02-10, 1338
0-4, 2022-02-11, 1337
0-4, 2022-02-12, 1339.9
0-4, 2022-02-13, 1330.3
0-4, 2022-02-14, 1326.9
0-4, 2022-02-15, 1310.6
0-4, 2022-02-16, 1293.3
0-4, 2022-02-17, 1276.5
0-4, 2022-02-18, 1264.7
0-4, 2022-02-19, 1228.5
0-4, 2022-02-20, 1222.6
0-4, 2022-02-21, 1205.6
0-4, 2022-02-22, 1189.5
0-4, 2022-02-23, 1184.1
0-4, 2022-02-24, 1165.7
0-4, 2022-02-25, 1144.2
0-4, 2022-02-26, 1148.9
0-4, 2022-02-27, 1146.4
0-4, 2022-02-28, 1145.3
0-4, 2022-03-01, 1138.2
0-4, 2022-03-02, 1116.9
0-4, 2022-03-03, 1103.9
0-4, 2022-03-04, 1104
0-4, 2022-03-05, 1096.3
0-4, 2022-03-06, 1089.4
0-4, 2022-03-07, 1095.5
0-4, 2022-03-08, 1103
0-4, 2022-03-09, 1112.7
0-4, 2022-03-10, 1127.8
0-4, 2022-03-11, 1140.7
0-4, 2022-03-12, 1162.1
0-4, 2022-03-13, 1182.9
0-4, 2022-03-14, 1189.9
0-4, 2022-03-15, 1215
0-4, 2022-03-16, 1226.3
0-4, 2022-03-17, 1256.8
0-4, 2022-03-18, 1276.7
0-4, 2022-03-19, 1282.7
0-4, 2022-03-20, 1269.9
0-4, 2022-03-21, 1274.9
0-4, 2022-03-22, 1301.7
0-4, 2022-03-23, 1325.2
0-4, 2022-03-24, 1333.2
0-4, 2022-03-25, 1335.5
0-4, 2022-03-26, 1333
0-4, 2022-03-27, 1328
0-4, 2022-03-28, 1306.5
0-4, 2022-03-29, 1271.2
0-4, 2022-03-30, 1232.8
0-4, 2022-03-31, 1172
0-4, 2022-04-01, 1110.3
0-4, 2022-04-02, 1046
0-4, 2022-04-03, 1006.7
0-4, 2022-04-04, 985.6
0-4, 2022-04-05, 946.1
0-4, 2022-04-06, 899.8
0-4, 2022-04-07, 845.2
0-4, 2022-04-08, 797
0-4, 2022-04-09, 772.1
0-4, 2022-04-10, 756.9
0-4, 2022-04-11, 753.4
0-4, 2022-04-12, 743.3
0-4, 2022-04-13, 724.5
0-4, 2022-04-14, 704.6
0-4, 2022-04-15, 686.2
0-4, 2022-04-16, 622.5
0-4, 2022-04-17, 596.2
0-4, 2022-04-18, 584.5
0-4, 2022-04-19, 497.1
0-4, 2022-04-20, 447.7
0-4, 2022-04-21, 425.8
0-4, 2022-04-22, 407.4
0-4, 2022-04-23, 428.7
0-4, 2022-04-24, 424.9
0-4, 2022-04-25, 417.7
0-4, 2022-04-26, 459.2
0-4, 2022-04-27, 439.8
0-4, 2022-04-28, 396.7
0-4, 2022-04-29, 360.3
0-4, 2022-04-30, 344.4
0-4, 2022-05-01, 338.6
0-4, 2022-05-02, 334.9
0-4, 2022-05-03, 329.6
0-4, 2022-05-04, 320.9
0-4, 2022-05-05, 315.8
0-4, 2022-05-06, 310.3
0-4, 2022-05-07, 303.3
0-4, 2022-05-08, 297.1
0-4, 2022-05-09, 294
0-4, 2022-05-10, 289.2
0-4, 2022-05-11, 276.1
0-4, 2022-05-12, 264.7
0-4, 2022-05-13, 253.1
0-4, 2022-05-14, 243.8
0-4, 2022-05-15, 236.5
0-4, 2022-05-16, 233.4
0-4, 2022-05-17, 216.7
0-4, 2022-05-18, 195.1
0-4, 2022-05-19, 176.2
0-4, 2022-05-20, 162.9
0-4, 2022-05-21, 150.3
0-4, 2022-05-22, 146.8
0-4, 2022-05-23, 145.3
0-4, 2022-05-24, 132.9
0-4, 2022-05-25, 120.3
0-4, 2022-05-26, 109.1
0-4, 2022-05-27, 91.9
0-4, 2022-05-28, 86
0-4, 2022-05-29, 83.3
0-4, 2022-05-30, 82.7
0-4, 2022-05-31, 79.5
0-4, 2022-06-01, 77.2
0-4, 2022-06-02, 78.4
0-4, 2022-06-03, 88.8
0-4, 2022-06-04, 89.9
