Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 26, , 30.8
2022-06-15, -2.7, gleichbleibend, 32, -0.1047, 28.1
2022-06-22, 6.3, gleichbleibend, 32, 0.289, 34.4
2022-06-29, 21.8, gleichbleibend, 32, 1, 56.2
2022-07-06, -3.1, gleichbleibend, 32, -0.1202, 53.1
2022-07-13, 3.1, gleichbleibend, 32, 0.1422, 56.2
2022-07-20, 1.4, gleichbleibend, 33, 0.0642, 57.6
2022-07-27, -21.2, gleichbleibend, 33, -0.8217, 36.4
2022-08-03, -18.2, gleichbleibend, 33, -0.7054, 18.2
2022-08-10, , gleichbleibend, 33, , 18.2
2022-08-17, 15.1, gleichbleibend, 33, 0.6927, 33.3
2022-08-24, 15.2, gleichbleibend, 33, 0.6972, 48.5
2022-08-31, 3, gleichbleibend, 33, 0.1376, 51.5
2022-09-07, 12.1, gleichbleibend, 33, 0.555, 63.6
2022-09-14, -18.1, gleichbleibend, 33, -0.7016, 45.5
2022-09-21, -18.2, gleichbleibend, 33, -0.7054, 27.3
2022-09-28, 3, gleichbleibend, 33, 0.1376, 30.3
2022-10-05, 6.1, gleichbleibend, 33, 0.2798, 36.4
2022-10-12, 11.4, gleichbleibend, 46, 0.5229, 47.8
2022-10-19, -3.1, gleichbleibend, 47, -0.1202, 44.7
2022-10-26, 0.2, gleichbleibend, 49, 0.0092, 44.9
2022-11-02, -2.9, gleichbleibend, 50, -0.1124, 42
2022-11-09, -2, gleichbleibend, 50, -0.0775, 40
2022-11-16, 14, gleichbleibend, 50, 0.6422, 54
2022-11-23, 0.9, gleichbleibend, 51, 0.0413, 54.9
2022-11-30, -9.8, gleichbleibend, 51, -0.3798, 45.1
2022-12-07, , gleichbleibend, 51, , 45.1
2022-12-14, -2, gleichbleibend, 51, -0.0775, 43.1
2022-12-21, 13.8, gleichbleibend, 51, 0.633, 56.9
2022-12-28, 4.3, gleichbleibend, 49, 0.1972, 61.2
2023-01-04, -25.8, gleichbleibend, 48, -1, 35.4
2023-01-11, -7.2, gleichbleibend, 39, -0.2791, 28.2
2023-01-18, -14.9, gleichbleibend, 15, -0.5775, 13.3
