Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 16, , 6.2
2022-06-15, -6.2, fallend, 20, -0.2605, 
2022-06-22, 14.3, fallend, 21, 0.3004, 14.3
2022-06-29, -4.8, fallend, 21, -0.2017, 9.5
2022-07-06, , fallend, 21, , 9.5
2022-07-13, 19.1, fallend, 21, 0.4013, 28.6
2022-07-20, -14.3, fallend, 21, -0.6008, 14.3
2022-07-27, 23.8, fallend, 21, 0.5, 38.1
2022-08-03, 47.6, fallend, 21, 1, 85.7
2022-08-10, -9.5, fallend, 21, -0.3992, 76.2
2022-08-17, -4.8, fallend, 21, -0.2017, 71.4
2022-08-24, -19, fallend, 21, -0.7983, 52.4
2022-08-31, -19.1, fallend, 21, -0.8025, 33.3
2022-09-07, -23.8, fallend, 21, -1, 9.5
2022-09-14, 9.5, fallend, 21, 0.1996, 19
2022-09-21, -19, fallend, 21, -0.7983, 
2022-09-28, 4.8, fallend, 21, 0.1008, 4.8
2022-10-05, 9.5, fallend, 21, 0.1996, 14.3
2022-10-12, 4.7, fallend, 21, 0.0987, 19
2022-10-19, 23.9, fallend, 21, 0.5021, 42.9
2022-10-26, 19, fallend, 21, 0.3992, 61.9
2022-11-02, -14.3, fallend, 21, -0.6008, 47.6
2022-11-09, , fallend, 21, , 47.6
2022-11-16, -9.5, fallend, 21, -0.3992, 38.1
2022-11-23, 1.9, fallend, 20, 0.0399, 40
2022-11-30, -13.7, fallend, 19, -0.5756, 26.3
2022-12-07, 9, fallend, 17, 0.1891, 35.3
