Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 
2022-06-16, , fallend, , 
2022-06-23, 14.3, fallend, 0.4294, 14.3
2022-06-30, -7.2, fallend, -0.18, 7.1
2022-07-07, 0.6, fallend, 0.018, 7.7
2022-07-14, 12.3, fallend, 0.3694, 20
2022-07-21, 6.7, fallend, 0.2012, 26.7
2022-07-28, 33.3, fallend, 1, 60
2022-08-04, 20, fallend, 0.6006, 80
2022-08-11, -22.9, fallend, -0.5725, 57.1
2022-08-18, 9.6, fallend, 0.2883, 66.7
2022-08-25, -20, fallend, -0.5, 46.7
2022-09-01, -6.7, fallend, -0.1675, 40
2022-09-08, -40, fallend, -1, 
2022-09-15, 9.1, fallend, 0.2733, 9.1
2022-09-22, -9.1, fallend, -0.2275, 
2022-09-29, , fallend, , 
2022-10-06, 16.7, fallend, 0.5015, 16.7
