Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 23.1
2022-06-16, 1.9, gleichbleibend, 0.0443, 25
2022-06-23, -3.6, gleichbleibend, -0.1161, 21.4
2022-06-30, 42.9, gleichbleibend, 1, 64.3
2022-07-07, -2.8, gleichbleibend, -0.0903, 61.5
2022-07-14, -14.8, gleichbleibend, -0.4774, 46.7
2022-07-21, 6.6, gleichbleibend, 0.1538, 53.3
2022-07-28, -13.3, gleichbleibend, -0.429, 40
2022-08-04, -20, gleichbleibend, -0.6452, 20
2022-08-11, 22.9, gleichbleibend, 0.5338, 42.9
2022-08-18, -16.2, gleichbleibend, -0.5226, 26.7
2022-08-25, 13.3, gleichbleibend, 0.31, 40
2022-09-01, 6.7, gleichbleibend, 0.1562, 46.7
2022-09-08, 11.6, gleichbleibend, 0.2704, 58.3
2022-09-15, -31, gleichbleibend, -1, 27.3
2022-09-22, 9.1, gleichbleibend, 0.2121, 36.4
2022-09-29, 8, gleichbleibend, 0.1865, 44.4
2022-10-06, -27.7, gleichbleibend, -0.8935, 16.7
