Altersgruppe, Week, difference, trend, value
0-4, 2020-12, , , 1.9
0-4, 2020-13, 1.1, 0.1134, 3
0-4, 2020-14, 1.4, 0.1443, 4.4
0-4, 2020-15, -0.3, -0.0357, 4.1
0-4, 2020-16, -1.1, -0.131, 3
0-4, 2020-17, -0.7, -0.0833, 2.3
0-4, 2020-18, -1.1, -0.131, 1.2
0-4, 2020-19, -0.2, -0.0238, 1
0-4, 2020-20, 0.1, 0.0103, 1.1
0-4, 2020-21, -0.1, -0.0119, 1
0-4, 2020-22, -0.1, -0.0119, 0.9
0-4, 2020-23, 0.2, 0.0206, 1.1
0-4, 2020-24, -0.4, -0.0476, 0.7
0-4, 2020-25, 0.1, 0.0103, 0.8
0-4, 2020-26, -0.2, -0.0238, 0.6
0-4, 2020-27, -0.2, -0.0238, 0.4
0-4, 2020-28, , , 0.4
0-4, 2020-29, -0.1, -0.0119, 0.3
0-4, 2020-30, 0.1, 0.0103, 0.4
0-4, 2020-31, 0.2, 0.0206, 0.6
0-4, 2020-32, 0.1, 0.0103, 0.7
0-4, 2020-33, 0.3, 0.0309, 1
0-4, 2020-34, -0.1, -0.0119, 0.9
0-4, 2020-35, -0.4, -0.0476, 0.5
0-4, 2020-36, , , 0.5
0-4, 2020-37, 0.2, 0.0206, 0.7
0-4, 2020-38, 0.2, 0.0206, 0.9
0-4, 2020-39, -0.1, -0.0119, 0.8
0-4, 2020-40, 0.3, 0.0309, 1.1
0-4, 2020-41, 0.7, 0.0722, 1.8
0-4, 2020-42, 0.5, 0.0515, 2.3
0-4, 2020-43, 1.2, 0.1237, 3.5
0-4, 2020-44, 0.4, 0.0412, 3.9
0-4, 2020-45, 0.1, 0.0103, 4
0-4, 2020-46, 0.6, 0.0619, 4.6
0-4, 2020-47, 0.1, 0.0103, 4.7
0-4, 2020-48, 0.1, 0.0103, 4.8
0-4, 2020-49, 0.1, 0.0103, 4.9
0-4, 2020-50, 1.3, 0.134, 6.2
0-4, 2020-51, -0.2, -0.0238, 6
0-4, 2020-52, 0.3, 0.0309, 6.3
0-4, 2020-53, 2.3, 0.2371, 8.6
0-4, 2021-01, 1, 0.1031, 9.6
0-4, 2021-02, -1.9, -0.2262, 7.7
0-4, 2021-03, -1, -0.119, 6.7
0-4, 2021-04, -0.3, -0.0357, 6.4
0-4, 2021-05, 0.3, 0.0309, 6.7
0-4, 2021-06, -0.4, -0.0476, 6.3
0-4, 2021-07, -0.6, -0.0714, 5.7
0-4, 2021-08, 0.9, 0.0928, 6.6
0-4, 2021-09, -0.5, -0.0595, 6.1
0-4, 2021-10, -0.6, -0.0714, 5.5
0-4, 2021-11, -0.2, -0.0238, 5.3
0-4, 2021-12, 1.6, 0.1649, 6.9
0-4, 2021-13, 0.4, 0.0412, 7.3
0-4, 2021-14, 2, 0.2062, 9.3
0-4, 2021-15, -0.7, -0.0833, 8.6
0-4, 2021-16, -0.1, -0.0119, 8.5
0-4, 2021-17, -0.7, -0.0833, 7.8
0-4, 2021-18, 0.2, 0.0206, 8
0-4, 2021-19, 0.2, 0.0206, 8.2
0-4, 2021-20, -1.4, -0.1667, 6.8
0-4, 2021-21, -1.8, -0.2143, 5
0-4, 2021-22, -1.6, -0.1905, 3.4
0-4, 2021-23, -1.2, -0.1429, 2.2
0-4, 2021-24, -0.5, -0.0595, 1.7
0-4, 2021-25, -0.8, -0.0952, 0.9
0-4, 2021-26, -0.4, -0.0476, 0.5
0-4, 2021-27, 0.1, 0.0103, 0.6
0-4, 2021-28, 0.3, 0.0309, 0.9
0-4, 2021-29, 0.1, 0.0103, 1
0-4, 2021-30, 1.2, 0.1237, 2.2
0-4, 2021-31, 1.5, 0.1546, 3.7
0-4, 2021-32, 1.7, 0.1753, 5.4
0-4, 2021-33, 1.4, 0.1443, 6.8
0-4, 2021-34, 1.5, 0.1546, 8.3
0-4, 2021-35, 0.3, 0.0309, 8.6
0-4, 2021-36, -1.7, -0.2024, 6.9
0-4, 2021-37, -0.8, -0.0952, 6.1
0-4, 2021-38, -0.9, -0.1071, 5.2
0-4, 2021-39, -0.5, -0.0595, 4.7
0-4, 2021-40, -0.4, -0.0476, 4.3
0-4, 2021-41, 0.2, 0.0206, 4.5
0-4, 2021-42, 1.4, 0.1443, 5.9
0-4, 2021-43, 1.4, 0.1443, 7.3
0-4, 2021-44, 1.3, 0.134, 8.6
0-4, 2021-45, 1.5, 0.1546, 10.1
0-4, 2021-46, 1.8, 0.1856, 11.9
0-4, 2021-47, 1.4, 0.1443, 13.3
0-4, 2021-48, 0.7, 0.0722, 14
0-4, 2021-49, 0.4, 0.0412, 14.4
0-4, 2021-50, -0.7, -0.0833, 13.7
0-4, 2021-51, 0.1, 0.0103, 13.8
0-4, 2021-52, 9.7, 1, 23.5
0-4, 2022-01, -5.5, -0.6548, 18
0-4, 2022-02, 3.1, 0.3196, 21.1
0-4, 2022-03, 8.7, 0.8969, 29.8
0-4, 2022-04, 2.6, 0.268, 32.4
0-4, 2022-05, 3.7, 0.3814, 36.1
0-4, 2022-06, -2, -0.2381, 34.1
0-4, 2022-07, 1.8, 0.1856, 35.9
0-4, 2022-08, 1.7, 0.1753, 37.6
0-4, 2022-09, 1.9, 0.1959, 39.5
0-4, 2022-10, -2, -0.2381, 37.5
0-4, 2022-11, 3.3, 0.3402, 40.8
0-4, 2022-12, -1.5, -0.1786, 39.3
0-4, 2022-13, -3.4, -0.4048, 35.9
0-4, 2022-14, 4.4, 0.4536, 40.3
0-4, 2022-15, 1.6, 0.1649, 41.9
0-4, 2022-16, -3.5, -0.4167, 38.4
0-4, 2022-17, -8.4, -1, 30
0-4, 2022-18, 6.1, 0.6289, 36.1
0-4, 2022-19, -7.5, -0.8929, 28.6
0-4, 2022-20, -6.1, -0.7262, 22.5
0-4, 2022-21, -4.5, -0.5357, 18
0-4, 2022-22, 3.1, 0.3196, 21.1
0-4, 2022-23, 5.3, 0.5464, 26.4
0-4, 2022-24, 4.4, 0.4536, 30.8
0-4, 2022-25, 4.1, 0.4227, 34.9
0-4, 2022-26, 0.9, 0.0928, 35.8
0-4, 2022-27, 1, 0.1031, 36.8
0-4, 2022-28, 1.9, 0.1959, 38.7
0-4, 2022-29, -1.3, -0.1548, 37.4
0-4, 2022-30, -5.1, -0.6071, 32.3
0-4, 2022-31, -2.9, -0.3452, 29.4
0-4, 2022-32, -1.2, -0.1429, 28.2
0-4, 2022-33, 1.6, 0.1649, 29.8
0-4, 2022-34, -5.1, -0.6071, 24.7
0-4, 2022-35, -3.8, -0.4524, 20.9
0-4, 2022-36, -0.7, -0.0833, 20.2
0-4, 2022-37, 0.9, 0.0928, 21.1
0-4, 2022-38, 0.6, 0.0619, 21.7
0-4, 2022-39, 0.7, 0.0722, 22.4
0-4, 2022-40, 4.4, 0.4536, 26.8
0-4, 2022-41, -0.7, -0.0833, 26.1
0-4, 2022-42, -2.6, -0.3095, 23.5
0-4, 2022-43, -2.8, -0.3333, 20.7
0-4, 2022-44, -6.2, -0.7381, 14.5
0-4, 2022-45, -2.8, -0.3333, 11.7
0-4, 2022-46, -1.6, -0.1905, 10.1
0-4, 2022-47, -1.4, -0.1667, 8.7
