Altersgruppe, Meldedatum, difference, trend, value
60-79, 2022-11-15, -2.6148, -0.3481, 9.14
60-79, 2022-11-14, -0.9717, -0.1294, 11.46
60-79, 2022-11-13, -1.0972, -0.1461, 11.7
60-79, 2022-11-12, -1.1191, -0.149, 12.07
60-79, 2022-11-11, -0.8025, -0.1068, 12.82
60-79, 2022-11-10, 0.595, 0.0525, 13.91
60-79, 2022-11-09, 2.6093, 0.23, 15.51
60-79, 2022-11-08, -0.0382, -0.0051, 15.92
60-79, 2022-11-07, -4.4326, -0.5901, 15.33
60-79, 2022-11-06, -4.6509, -0.6192, 15.51
60-79, 2022-11-05, -4.8966, -0.6519, 15.57
60-79, 2022-11-04, -5.246, -0.6984, 16.07
60-79, 2022-11-03, -6.4141, -0.8539, 16.7
60-79, 2022-11-02, -7.5114, -1, 16.73
60-79, 2022-11-01, -5.8628, -0.7805, 18.48
60-79, 2022-10-31, -4.1924, -0.5581, 22.22
60-79, 2022-10-30, -4.3725, -0.5821, 22.5
60-79, 2022-10-29, -4.5254, -0.6025, 22.8
60-79, 2022-10-28, -4.4217, -0.5887, 23.93
60-79, 2022-10-27, -3.1825, -0.4237, 25.18
60-79, 2022-10-26, -2.9423, -0.3917, 26.16
60-79, 2022-10-25, -1.5885, -0.2115, 27.99
60-79, 2022-10-24, -0.2948, -0.0392, 30.17
60-79, 2022-10-23, -0.1965, -0.0262, 30.42
60-79, 2022-10-22, -0.1638, -0.0218, 30.69
60-79, 2022-10-21, 0.8025, 0.0707, 31.62
60-79, 2022-10-20, 1.0372, 0.0914, 32.29
60-79, 2022-10-19, 1.392, 0.1227, 33.53
60-79, 2022-10-18, -0.2839, -0.0378, 33.48
60-79, 2022-10-17, 4.0505, 0.3571, 32.9
60-79, 2022-10-16, 4.1979, 0.3701, 32.84
60-79, 2022-10-15, 4.4872, 0.3956, 32.86
60-79, 2022-10-14, 5.4643, 0.4817, 32.51
60-79, 2022-10-13, 7.293, 0.6429, 32.33
60-79, 2022-10-12, 9.149, 0.8065, 32.83
60-79, 2022-10-11, 11.3435, 1, 34.86
60-79, 2022-10-10, 3.5537, 0.3133, 27.85
60-79, 2022-10-09, 3.7611, 0.3316, 27.63
60-79, 2022-10-08, 3.8267, 0.3373, 27.26
60-79, 2022-10-07, 3.1607, 0.2786, 25.95
60-79, 2022-10-06, 1.7468, 0.154, 24.25
60-79, 2022-10-05, 0.202, 0.0178, 21.39
60-79, 2022-10-04, 0.2784, 0.0245, 17.15
60-79, 2022-10-03, 4.5691, 0.4028, 20.25
60-79, 2022-10-02, 4.8311, 0.4259, 19.96
60-79, 2022-10-01, 5.1422, 0.4533, 19.8
60-79, 2022-09-30, 4.7274, 0.4167, 18.84
60-79, 2022-09-29, 4.045, 0.3566, 17.57
60-79, 2022-09-28, 3.9304, 0.3465, 16.38
60-79, 2022-09-27, 2.5875, 0.2281, 14.37
60-79, 2022-09-26, 1.9543, 0.1723, 12.57
60-79, 2022-09-25, 1.987, 0.1752, 12.27
60-79, 2022-09-24, 2.0307, 0.179, 11.91
60-79, 2022-09-23, 1.4739, 0.1299, 11.07
60-79, 2022-09-22, 0.8516, 0.0751, 10.33
60-79, 2022-09-21, 0.5786, 0.051, 9.51
60-79, 2022-09-20, 0.4149, 0.0366, 9.06
60-79, 2022-09-19, 0.7315, 0.0645, 8.68
60-79, 2022-09-18, 0.6496, 0.0573, 8.67
60-79, 2022-09-17, 0.5732, 0.0505, 8.61
60-79, 2022-09-16, 0.4149, 0.0366, 8.58
60-79, 2022-09-15, 0.5623, 0.0496, 8.32
60-79, 2022-09-14, 0.1474, 0.013, 8.18
60-79, 2022-09-13, 0.1474, 0.013, 8.1
60-79, 2022-09-12, -0.5077, -0.0676, 7.7
60-79, 2022-09-11, -0.535, -0.0712, 7.78
60-79, 2022-09-10, -0.5131, -0.0683, 7.88
60-79, 2022-09-09, -0.4749, -0.0632, 7.68
60-79, 2022-09-08, -0.9335, -0.1243, 7.62
60-79, 2022-09-07, -0.7642, -0.1017, 7.66
60-79, 2022-09-06, -0.6223, -0.0828, 7.7
60-79, 2022-09-05, -0.5623, -0.0749, 8.17
60-79, 2022-09-04, -0.4968, -0.0661, 8.16
60-79, 2022-09-03, -0.6005, -0.0799, 8.13
60-79, 2022-09-02, -0.8025, -0.1068, 8.3
60-79, 2022-09-01, -0.524, -0.0698, 8.62
