Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 29, , 24.1
2022-06-15, 4.5, gleichbleibend, 35, 0.1875, 28.6
2022-06-22, 5.7, gleichbleibend, 35, 0.2375, 34.3
2022-06-29, 2.8, gleichbleibend, 35, 0.1167, 37.1
2022-07-06, 17.2, gleichbleibend, 35, 0.7167, 54.3
2022-07-13, -5.7, gleichbleibend, 35, -0.205, 48.6
2022-07-20, 9.7, gleichbleibend, 36, 0.4042, 58.3
2022-07-27, -27.7, gleichbleibend, 36, -0.9964, 30.6
2022-08-03, -8.4, gleichbleibend, 36, -0.3022, 22.2
2022-08-10, 2.8, gleichbleibend, 36, 0.1167, 25
2022-08-17, 5.6, gleichbleibend, 36, 0.2333, 30.6
2022-08-24, 11.1, gleichbleibend, 36, 0.4625, 41.7
2022-08-31, 13.9, gleichbleibend, 36, 0.5792, 55.6
2022-09-07, 5.5, gleichbleibend, 36, 0.2292, 61.1
2022-09-14, -27.8, gleichbleibend, 36, -1, 33.3
2022-09-21, -13.9, gleichbleibend, 36, -0.5, 19.4
2022-09-28, 5.6, gleichbleibend, 36, 0.2333, 25
2022-10-05, , gleichbleibend, 36, , 25
2022-10-12, 24, gleichbleibend, 49, 1, 49
2022-10-19, -3, gleichbleibend, 50, -0.1079, 46
2022-10-26, -2.9, gleichbleibend, 51, -0.1043, 43.1
2022-11-02, -4.6, gleichbleibend, 52, -0.1655, 38.5
2022-11-09, -5.8, gleichbleibend, 52, -0.2086, 32.7
2022-11-16, 12.6, gleichbleibend, 53, 0.525, 45.3
2022-11-23, 2.8, gleichbleibend, 54, 0.1167, 48.1
2022-11-30, 5.6, gleichbleibend, 54, 0.2333, 53.7
2022-12-07, -11.9, gleichbleibend, 55, -0.4281, 41.8
2022-12-14, -7.9, gleichbleibend, 56, -0.2842, 33.9
2022-12-21, 21.5, gleichbleibend, 56, 0.8958, 55.4
2022-12-28, -6.3, gleichbleibend, 57, -0.2266, 49.1
2023-01-04, -14, gleichbleibend, 57, -0.5036, 35.1
2023-01-11, 3.5, gleichbleibend, 57, 0.1458, 38.6
2023-01-18, 15.1, gleichbleibend, 54, 0.6292, 53.7
2023-01-25, -3.7, gleichbleibend, 50, -0.1331, 50
2023-02-01, -16.7, gleichbleibend, 48, -0.6007, 33.3
2023-02-08, -11.9, gleichbleibend, 14, -0.4281, 21.4
