Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 26, , 23.1
2022-06-15, 9.2, gleichbleibend, 31, 0.4126, 32.3
2022-06-22, -3.3, gleichbleibend, 31, -0.1279, 29
2022-06-29, 16.2, gleichbleibend, 31, 0.7265, 45.2
2022-07-06, 19.3, gleichbleibend, 31, 0.8655, 64.5
2022-07-13, -9.7, gleichbleibend, 31, -0.376, 54.8
2022-07-20, 12.9, gleichbleibend, 31, 0.5785, 67.7
2022-07-27, -25.8, gleichbleibend, 31, -1, 41.9
2022-08-03, -22.5, gleichbleibend, 31, -0.8721, 19.4
2022-08-10, 6.4, gleichbleibend, 31, 0.287, 25.8
2022-08-17, 3.2, gleichbleibend, 31, 0.1435, 29
2022-08-24, 16.2, gleichbleibend, 31, 0.7265, 45.2
2022-08-31, 3.2, gleichbleibend, 31, 0.1435, 48.4
2022-09-07, 12.9, gleichbleibend, 31, 0.5785, 61.3
2022-09-14, -22.6, gleichbleibend, 31, -0.876, 38.7
2022-09-21, -14.5, gleichbleibend, 33, -0.562, 24.2
2022-09-28, , gleichbleibend, 33, , 24.2
2022-10-05, 12.2, gleichbleibend, 33, 0.5471, 36.4
2022-10-12, 22.3, gleichbleibend, 46, 1, 58.7
2022-10-19, -7.6, gleichbleibend, 47, -0.2946, 51.1
2022-10-26, 3.1, gleichbleibend, 48, 0.139, 54.2
2022-11-02, -11.3, gleichbleibend, 49, -0.438, 42.9
2022-11-09, , gleichbleibend, 49, , 42.9
2022-11-16, 7.1, gleichbleibend, 50, 0.3184, 50
2022-11-23, 4.9, gleichbleibend, 51, 0.2197, 54.9
2022-11-30, -2, gleichbleibend, 51, -0.0775, 52.9
2022-12-07, -8.7, gleichbleibend, 52, -0.3372, 44.2
2022-12-14, -6.5, gleichbleibend, 53, -0.2519, 37.7
2022-12-21, 18.9, gleichbleibend, 53, 0.8475, 56.6
2022-12-28, -4.7, gleichbleibend, 54, -0.1822, 51.9
2023-01-04, -13, gleichbleibend, 54, -0.5039, 38.9
2023-01-11, 1.8, gleichbleibend, 54, 0.0807, 40.7
2023-01-18, 9.3, gleichbleibend, 54, 0.417, 50
2023-01-25, -1.9, gleichbleibend, 54, -0.0736, 48.1
2023-02-01, -11.1, gleichbleibend, 54, -0.4302, 37
2023-02-08, -7.4, gleichbleibend, 54, -0.2868, 29.6
2023-02-15, -3.7, gleichbleibend, 54, -0.1434, 25.9
2023-02-22, 16.7, gleichbleibend, 54, 0.7489, 42.6
2023-03-01, 3.7, gleichbleibend, 54, 0.1659, 46.3
2023-03-08, 8.4, gleichbleibend, 53, 0.3767, 54.7
2023-03-15, -10.9, gleichbleibend, 48, -0.4225, 43.8
2023-03-22, -11.3, gleichbleibend, 40, -0.438, 32.5
