Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 16, , 
2022-06-15, , fallend, 19, , 
2022-06-22, 10, fallend, 20, 0.25, 10
2022-06-29, -5, fallend, 20, -0.2, 5
2022-07-06, , fallend, 20, , 5
2022-07-13, 15, fallend, 20, 0.375, 20
2022-07-20, -5, fallend, 20, -0.2, 15
2022-07-27, 40, fallend, 20, 1, 55
2022-08-03, 25, fallend, 20, 0.625, 80
2022-08-10, -5, fallend, 20, -0.2, 75
2022-08-17, , fallend, 20, , 75
2022-08-24, -20, fallend, 20, -0.8, 55
2022-08-31, -25, fallend, 20, -1, 30
2022-09-07, -15, fallend, 20, -0.6, 15
2022-09-14, , fallend, 20, , 15
2022-09-21, -15, fallend, 20, -0.6, 
2022-09-28, , fallend, 20, , 
2022-10-05, 10, fallend, 20, 0.25, 10
2022-10-12, 6.7, fallend, 18, 0.1675, 16.7
2022-10-19, 16.6, fallend, 18, 0.415, 33.3
2022-10-26, 27.8, fallend, 18, 0.695, 61.1
2022-11-02, 7.7, fallend, 16, 0.1925, 68.8
