Altersgruppe, Meldedatum, difference, trend, value
5-14, 2023-01-23, 0.0917, 0.0753, 0.41
5-14, 2023-01-22, 0.1179, 0.0968, 0.46
5-14, 2023-01-21, 0.1179, 0.0968, 0.48
5-14, 2023-01-20, 0.2228, 0.1828, 0.58
5-14, 2023-01-19, 0.1572, 0.129, 0.56
5-14, 2023-01-18, 0.1048, 0.086, 0.55
5-14, 2023-01-17, 0.0393, 0.0323, 0.47
5-14, 2023-01-16, 0.0393, 0.0323, 0.52
5-14, 2023-01-15, 0.0393, 0.0323, 0.5
5-14, 2023-01-14, 0.0524, 0.043, 0.52
5-14, 2023-01-13, -0.131, -0.1449, 0.45
5-14, 2023-01-12, -0.1179, -0.1304, 0.47
5-14, 2023-01-11, -0.1966, -0.2174, 0.47
5-14, 2023-01-10, -0.2621, -0.2899, 0.51
5-14, 2023-01-09, -0.1703, -0.1884, 0.46
5-14, 2023-01-08, -0.1441, -0.1594, 0.46
5-14, 2023-01-07, -0.131, -0.1449, 0.42
5-14, 2023-01-06, 0.0393, 0.0323, 0.5
5-14, 2023-01-05, 0.0786, 0.0645, 0.48
5-14, 2023-01-04, 0.0917, 0.0753, 0.59
5-14, 2023-01-03, 0.0917, 0.0753, 0.69
5-14, 2023-01-02, -0.1834, -0.2029, 0.58
5-14, 2023-01-01, -0.1966, -0.2174, 0.55
5-14, 2022-12-31, -0.249, -0.2754, 0.54
5-14, 2022-12-30, -0.2228, -0.2464, 0.51
5-14, 2022-12-29, -0.1703, -0.1884, 0.52
5-14, 2022-12-28, -0.1179, -0.1304, 0.55
5-14, 2022-12-27, 0.0655, 0.0538, 0.54
5-14, 2022-12-26, 0.1966, 0.1613, 0.75
5-14, 2022-12-25, 0.1966, 0.1613, 0.76
5-14, 2022-12-24, 0.2097, 0.172, 0.83
5-14, 2022-12-23, 0.131, 0.1075, 0.79
5-14, 2022-12-22, 0.0131, 0.0108, 0.76
5-14, 2022-12-21, 0.0655, 0.0538, 0.72
5-14, 2022-12-20, -0.0655, -0.0725, 0.67
5-14, 2022-12-19, -0.0131, -0.0145, 0.6
5-14, 2022-12-18, , , 0.6
5-14, 2022-12-17, 0.0262, 0.0215, 0.59
5-14, 2022-12-16, 0.0655, 0.0538, 0.6
5-14, 2022-12-15, 0.0786, 0.0645, 0.67
5-14, 2022-12-14, -0.0393, -0.0435, 0.56
5-14, 2022-12-13, 0.0131, 0.0108, 0.55
5-14, 2022-12-12, -0.0393, -0.0435, 0.62
5-14, 2022-12-11, -0.0786, -0.087, 0.6
5-14, 2022-12-10, -0.0917, -0.1014, 0.56
5-14, 2022-12-09, -0.1834, -0.2029, 0.59
5-14, 2022-12-08, -0.1048, -0.1159, 0.55
5-14, 2022-12-07, 0.0917, 0.0753, 0.63
5-14, 2022-12-06, -0.0393, -0.0435, 0.64
5-14, 2022-12-05, 0.0131, 0.0108, 0.67
5-14, 2022-12-04, 0.0262, 0.0215, 0.71
5-14, 2022-12-03, 0.0131, 0.0108, 0.72
5-14, 2022-12-02, 0.0655, 0.0538, 0.75
5-14, 2022-12-01, -0.0262, -0.029, 0.76
5-14, 2022-11-30, -0.1048, -0.1159, 0.72
5-14, 2022-11-29, , , 0.8
5-14, 2022-11-28, 0.0786, 0.0645, 0.73
5-14, 2022-11-27, 0.0917, 0.0753, 0.73
5-14, 2022-11-26, 0.131, 0.1075, 0.75
5-14, 2022-11-25, 0.1703, 0.1398, 0.8
5-14, 2022-11-24, 0.131, 0.1075, 0.81
5-14, 2022-11-23, 0.1048, 0.086, 0.8
5-14, 2022-11-22, 0.1703, 0.1398, 0.72
5-14, 2022-11-21, 0.0262, 0.0215, 0.63
5-14, 2022-11-20, 0.0262, 0.0215, 0.6
5-14, 2022-11-19, 0.0131, 0.0108, 0.56
5-14, 2022-11-18, -0.1572, -0.1739, 0.51
5-14, 2022-11-17, -0.1572, -0.1739, 0.55
5-14, 2022-11-16, -0.1834, -0.2029, 0.52
5-14, 2022-11-15, -0.2359, -0.2609, 0.46
5-14, 2022-11-14, -0.131, -0.1449, 0.54
5-14, 2022-11-13, -0.131, -0.1449, 0.54
5-14, 2022-11-12, -0.1703, -0.1884, 0.56
5-14, 2022-11-11, -0.0393, -0.0435, 0.63
5-14, 2022-11-10, 0.0524, 0.043, 0.66
5-14, 2022-11-09, 0.1179, 0.0968, 0.75
5-14, 2022-11-08, , , 0.83
5-14, 2022-11-07, -0.2228, -0.2464, 0.83
5-14, 2022-11-06, -0.2883, -0.3188, 0.83
5-14, 2022-11-05, -0.249, -0.2754, 0.86
5-14, 2022-11-04, -0.1966, -0.2174, 0.83
5-14, 2022-11-03, -0.2228, -0.2464, 0.75
5-14, 2022-11-02, -0.3145, -0.3478, 0.81
5-14, 2022-11-01, -0.3538, -0.3913, 0.84
5-14, 2022-10-31, -0.1572, -0.1739, 1.07
5-14, 2022-10-30, -0.131, -0.1449, 1.14
5-14, 2022-10-29, -0.131, -0.1449, 1.1
5-14, 2022-10-28, -0.1966, -0.2174, 1.1
5-14, 2022-10-27, -0.1441, -0.1594, 1.19
5-14, 2022-10-26, -0.0131, -0.0145, 1.18
5-14, 2022-10-25, 0.1572, 0.129, 1.3
5-14, 2022-10-24, 0.1179, 0.0968, 1.3
5-14, 2022-10-23, 0.1572, 0.129, 1.28
5-14, 2022-10-22, 0.1441, 0.1183, 1.27
5-14, 2022-10-21, 0.131, 0.1075, 1.26
5-14, 2022-10-20, 0.0524, 0.043, 1.27
5-14, 2022-10-19, 0.0786, 0.0645, 1.24
5-14, 2022-10-18, , , 1.17
5-14, 2022-10-17, 0.1572, 0.129, 1.14
5-14, 2022-10-16, 0.1048, 0.086, 1.11
5-14, 2022-10-15, 0.1048, 0.086, 1.14
5-14, 2022-10-14, 0.2097, 0.172, 1.18
5-14, 2022-10-13, 0.3669, 0.3011, 1.26
5-14, 2022-10-12, 0.2359, 0.1935, 1.24
5-14, 2022-10-11, 0.2359, 0.1935, 1.28
5-14, 2022-10-10, -0.1572, -0.1739, 0.96
5-14, 2022-10-09, -0.1179, -0.1304, 0.98
5-14, 2022-10-08, -0.1048, -0.1159, 0.97
5-14, 2022-10-07, -0.2097, -0.2319, 0.93
5-14, 2022-10-06, -0.2752, -0.3043, 0.8
5-14, 2022-10-05, -0.2359, -0.2609, 0.83
5-14, 2022-10-04, -0.1048, -0.1159, 0.83
5-14, 2022-10-03, 0.1703, 0.1398, 1.11
5-14, 2022-10-02, 0.1441, 0.1183, 1.07
5-14, 2022-10-01, 0.131, 0.1075, 1.06
5-14, 2022-09-30, 0.1966, 0.1613, 1.1
5-14, 2022-09-29, 0.1048, 0.086, 1.18
5-14, 2022-09-28, 0.0524, 0.043, 1.14
5-14, 2022-09-27, -0.0131, -0.0145, 0.97
5-14, 2022-09-26, 0.0786, 0.0645, 0.9
5-14, 2022-09-25, 0.1048, 0.086, 0.93
5-14, 2022-09-24, 0.131, 0.1075, 0.93
5-14, 2022-09-23, 0.1179, 0.0968, 0.88
5-14, 2022-09-22, 0.2097, 0.172, 0.86
5-14, 2022-09-21, 0.249, 0.2043, 0.88
5-14, 2022-09-20, -0.0131, -0.0145, 0.9
5-14, 2022-09-19, -0.0524, -0.058, 0.77
5-14, 2022-09-18, -0.1048, -0.1159, 0.76
5-14, 2022-09-17, -0.1179, -0.1304, 0.75
5-14, 2022-09-16, -0.1179, -0.1304, 0.75
5-14, 2022-09-15, -0.1179, -0.1304, 0.63
5-14, 2022-09-14, -0.0524, -0.058, 0.62
5-14, 2022-09-13, 0.1572, 0.129, 0.63
5-14, 2022-09-12, 0.1179, 0.0968, 0.77
5-14, 2022-09-11, 0.1834, 0.1505, 0.83
5-14, 2022-09-10, 0.1834, 0.1505, 0.84
5-14, 2022-09-09, 0.131, 0.1075, 0.84
5-14, 2022-09-08, -0.0262, -0.029, 0.8
5-14, 2022-09-07, -0.0393, -0.0435, 0.73
5-14, 2022-09-06, -0.1572, -0.1739, 0.77
5-14, 2022-09-05, -0.2621, -0.2899, 0.68
5-14, 2022-09-04, -0.2883, -0.3188, 0.62
5-14, 2022-09-03, -0.3145, -0.3478, 0.62
5-14, 2022-09-02, -0.3014, -0.3333, 0.64
5-14, 2022-09-01, -0.1703, -0.1884, 0.71
5-14, 2022-08-31, -0.3407, -0.3768, 0.72
5-14, 2022-08-30, -0.0131, -0.0145, 0.77
