Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 17, , 5.9
2022-06-15, -5.9, fallend, 21, -0.2588, 
2022-06-22, 4.5, fallend, 22, 0.11, 4.5
2022-06-29, 4.6, fallend, 22, 0.1125, 9.1
2022-07-06, -4.6, fallend, 22, -0.2018, 4.5
2022-07-13, 13.7, fallend, 22, 0.335, 18.2
2022-07-20, -9.1, fallend, 22, -0.3991, 9.1
2022-07-27, 31.8, fallend, 22, 0.7775, 40.9
2022-08-03, 40.9, fallend, 22, 1, 81.8
2022-08-10, -4.5, fallend, 22, -0.1974, 77.3
2022-08-17, -13.7, fallend, 22, -0.6009, 63.6
2022-08-24, -13.6, fallend, 22, -0.5965, 50
2022-08-31, -18.2, fallend, 22, -0.7982, 31.8
2022-09-07, -9.1, fallend, 22, -0.3991, 22.7
2022-09-14, -4.5, fallend, 22, -0.1974, 18.2
2022-09-21, -18.2, fallend, 22, -0.7982, 
2022-09-28, , fallend, 22, , 
2022-10-05, 9.1, fallend, 22, 0.2225, 9.1
2022-10-12, 13.6, fallend, 22, 0.3325, 22.7
2022-10-19, 18.2, fallend, 22, 0.445, 40.9
2022-10-26, 27.3, fallend, 22, 0.6675, 68.2
2022-11-02, -22.7, fallend, 22, -0.9956, 45.5
2022-11-09, -4.6, fallend, 22, -0.2018, 40.9
2022-11-16, -4.5, fallend, 22, -0.1974, 36.4
2022-11-23, , fallend, 22, , 36.4
2022-11-30, -22.8, fallend, 22, -1, 13.6
2022-12-07, 2.2, fallend, 19, 0.0538, 15.8
2022-12-14, -15.8, fallend, 8, -0.693, 
