Altersgruppe, Meldedatum, value, difference, trend
>=80, 2020-04-11, 71.8, 7.6248, 0.0455
>=80, 2020-04-12, 70.9, -0.8345, -0.0045
>=80, 2020-04-13, 71.8, -3.9924, -0.0216
>=80, 2020-04-14, 68.5, -7.2321, -0.0391
>=80, 2020-04-15, 64.5, -8.7538, -0.0473
>=80, 2020-04-16, 61.1, -12.2389, -0.0662
>=80, 2020-04-17, 56.2, -15.9204, -0.0861
>=80, 2020-04-18, 54.1, -14.5951, -0.0789
>=80, 2020-04-19, 50.7, -15.8386, -0.0857
>=80, 2020-04-20, 48.3, -18.3584, -0.0993
>=80, 2020-04-21, 47.7, -17.9984, -0.0974
>=80, 2020-04-22, 45.8, -16.264, -0.088
>=80, 2020-04-23, 42.5, -15.0368, -0.0813
>=80, 2020-04-24, 41.4, -12.1407, -0.0657
>=80, 2020-04-25, 38.3, -13.5315, -0.0732
>=80, 2020-04-26, 36.6, -11.3063, -0.0612
>=80, 2020-04-27, 34, -11.9771, -0.0648
>=80, 2020-04-28, 30.9, -13.2534, -0.0717
>=80, 2020-04-29, 28.6, -14.8732, -0.0804
>=80, 2020-04-30, 25.6, -13.9569, -0.0755
>=80, 2020-05-01, 23, -15.8222, -0.0856
>=80, 2020-05-02, 21.2, -14.9878, -0.0811
>=80, 2020-05-03, 18.9, -15.904, -0.086
>=80, 2020-05-04, 17.4, -15.3804, -0.0832
>=80, 2020-05-05, 16.7, -13.7115, -0.0742
>=80, 2020-05-06, 15.1, -12.468, -0.0674
>=80, 2020-05-07, 14.4, -10.9954, -0.0595
>=80, 2020-05-08, 13.1, -9.5392, -0.0516
>=80, 2020-05-09, 12.5, -7.952, -0.043
>=80, 2020-05-10, 12.5, -6.2013, -0.0335
>=80, 2020-05-11, 12.5, -4.7287, -0.0256
>=80, 2020-05-12, 12.1, -4.156, -0.0225
>=80, 2020-05-13, 11.6, -3.2561, -0.0176
>=80, 2020-05-14, 10.9, -2.9452, -0.0159
>=80, 2020-05-15, 10.3, -2.4216, -0.0131
>=80, 2020-05-16, 9.9, -2.3725, -0.0128
>=80, 2020-05-17, 9.6, -2.4216, -0.0131
>=80, 2020-05-18, 9.3, -3.1252, -0.0169
>=80, 2020-05-19, 8.8, -3.1088, -0.0168
>=80, 2020-05-20, 8.9, -2.7979, -0.0151
>=80, 2020-05-21, 8, -2.6507, -0.0143
>=80, 2020-05-22, 7, -3.0761, -0.0166
>=80, 2020-05-23, 6.3, -2.667, -0.0144
>=80, 2020-05-24, 6, -2.9125, -0.0158
>=80, 2020-05-25, 6.2, -2.3398, -0.0127
>=80, 2020-05-26, 6.2, -2.2743, -0.0123
>=80, 2020-05-27, 5.3, -3.0925, -0.0167
>=80, 2020-05-28, 4.9, -2.5689, -0.0139
>=80, 2020-05-29, 5.1, -1.4726, -0.008
>=80, 2020-05-30, 5, -1.7017, -0.0092
>=80, 2020-05-31, 4.7, -1.718, -0.0093
>=80, 2020-06-01, 4.4, -1.9798, -0.0107
>=80, 2020-06-02, 4, -2.1598, -0.0117
>=80, 2020-06-03, 3.7, -1.2435, -0.0067
>=80, 2020-06-04, 3.5, -1.3417, -0.0073
>=80, 2020-06-05, 3, -1.898, -0.0103
>=80, 2020-06-06, 2.7, -2.0125, -0.0109
>=80, 2020-06-07, 2.7, -1.5053, -0.0081
>=80, 2020-06-08, 2.7, -1.6035, -0.0087
>=80, 2020-06-09, 2.7, -1.129, -0.0061
>=80, 2020-06-10, 2.7, -0.8508, -0.0046
>=80, 2020-06-11, 2.7, -0.36, -0.0019
>=80, 2020-06-12, 2.6, -0.2454, -0.0013
>=80, 2020-06-13, 2.7, -0.1636, -0.0009
>=80, 2020-06-14, 2.6, -0.1636, -0.0009
>=80, 2020-06-15, 2.6, -0.2782, -0.0015
>=80, 2020-06-16, 2.7, -0.1473, -0.0008
>=80, 2020-06-17, 2.7, -0.2291, -0.0012
>=80, 2020-06-18, 2.8, -0.2291, -0.0012
>=80, 2020-06-19, 2.8, 0.1473, 0.0009
>=80, 2020-06-20, 2.5, 0.2127, 0.0013
>=80, 2020-06-21, 2.5, -0.1473, -0.0008
>=80, 2020-06-22, 2.4, -0.18, -0.001
>=80, 2020-06-23, 2.3, -0.2782, -0.0015
>=80, 2020-06-24, 2.2, -0.3436, -0.0019
>=80, 2020-06-25, 1.9, -0.8999, -0.0049
>=80, 2020-06-26, 2, -0.9163, -0.005
>=80, 2020-06-27, 2, -0.6545, -0.0035
>=80, 2020-06-28, 1.8, -0.6054, -0.0033
>=80, 2020-06-29, 1.8, -0.4909, -0.0027
>=80, 2020-06-30, 1.8, -0.4909, -0.0027
>=80, 2020-07-01, 1.8, -0.2945, -0.0016
>=80, 2020-07-02, 1.8, 0.1473, 0.0009
>=80, 2020-07-03, 1.6, -0.0982, -0.0005
>=80, 2020-07-04, 1.5, -0.3272, -0.0018
>=80, 2020-07-05, 1.7, -0.1473, -0.0008
>=80, 2020-07-06, 1.6, -0.18, -0.001
>=80, 2020-07-07, 1.5, -0.2291, -0.0012
>=80, 2020-07-08, 1.4, -0.2618, -0.0014
>=80, 2020-07-09, 1.4, -0.5727, -0.0031
>=80, 2020-07-10, 1.3, -0.3436, -0.0019
>=80, 2020-07-11, 1.3, -0.2291, -0.0012
>=80, 2020-07-12, 1.1, -0.4581, -0.0025
>=80, 2020-07-13, 1.2, -0.3763, -0.002
>=80, 2020-07-14, 1.1, -0.3109, -0.0017
>=80, 2020-07-15, 1.1, -0.3109, -0.0017
>=80, 2020-07-16, 1.1, -0.1636, -0.0009
>=80, 2020-07-17, 1.2, , 
>=80, 2020-07-18, 1.3, 0.0491, 0.0003
>=80, 2020-07-19, 1.4, 0.2618, 0.0016
>=80, 2020-07-20, 1.4, 0.2618, 0.0016
>=80, 2020-07-21, 1.5, 0.2945, 0.0018
>=80, 2020-07-22, 1.5, 0.3109, 0.0019
>=80, 2020-07-23, 1.6, 0.3109, 0.0019
>=80, 2020-07-24, 1.7, 0.2454, 0.0015
>=80, 2020-07-25, 1.7, 0.4091, 0.0024
>=80, 2020-07-26, 1.8, 0.3109, 0.0019
>=80, 2020-07-27, 1.7, 0.1309, 0.0008
>=80, 2020-07-28, 1.9, 0.2782, 0.0017
>=80, 2020-07-29, 2.1, 0.5236, 0.0031
>=80, 2020-07-30, 2.3, 0.6054, 0.0036
>=80, 2020-07-31, 2.3, 0.6545, 0.0039
>=80, 2020-08-01, 2.7, 0.54, 0.0032
>=80, 2020-08-02, 2.6, 0.8017, 0.0048
>=80, 2020-08-03, 2.8, 0.9981, 0.006
>=80, 2020-08-04, 2.8, 0.8181, 0.0049
>=80, 2020-08-05, 2.8, 0.5563, 0.0033
>=80, 2020-08-06, 2.6, 0.589, 0.0035
>=80, 2020-08-07, 2.7, 0.4909, 0.0029
>=80, 2020-08-08, 2.3, 0.0491, 0.0003
>=80, 2020-08-09, 2.4, -0.1473, -0.0008
>=80, 2020-08-10, 2.2, -0.2945, -0.0016
>=80, 2020-08-11, 2.3, -0.5727, -0.0031
>=80, 2020-08-12, 2.3, -0.3927, -0.0021
>=80, 2020-08-13, 2.5, -0.3272, -0.0018
>=80, 2020-08-14, 2.4, -0.4581, -0.0025
>=80, 2020-08-15, 2.5, -0.0164, -0.0001
>=80, 2020-08-16, 2.6, 0.0164, 0.0001
>=80, 2020-08-17, 2.7, 0.2291, 0.0014
>=80, 2020-08-18, 2.4, 0.3763, 0.0022
>=80, 2020-08-19, 2.3, 0.1963, 0.0012
>=80, 2020-08-20, 2.1, -0.1963, -0.0011
>=80, 2020-08-21, 2, -0.2618, -0.0014
>=80, 2020-08-22, 2, -0.3109, -0.0017
>=80, 2020-08-23, 1.8, -0.5072, -0.0027
>=80, 2020-08-24, 1.7, -0.7363, -0.004
>=80, 2020-08-25, 1.8, -0.7036, -0.0038
>=80, 2020-08-26, 1.8, -0.5563, -0.003
>=80, 2020-08-27, 1.9, -0.2618, -0.0014
>=80, 2020-08-28, 1.8, -0.1963, -0.0011
>=80, 2020-08-29, 1.8, -0.2454, -0.0013
>=80, 2020-08-30, 1.8, -0.1473, -0.0008
>=80, 2020-08-31, 1.8, -0.0164, -0.0001
>=80, 2020-09-01, 1.8, 0.0982, 0.0006
>=80, 2020-09-02, 1.6, -0.1473, -0.0008
>=80, 2020-09-03, 1.7, -0.1963, -0.0011
>=80, 2020-09-04, 1.8, -0.1145, -0.0006
>=80, 2020-09-05, 1.6, -0.2291, -0.0012
>=80, 2020-09-06, 1.8, -0.0491, -0.0003
>=80, 2020-09-07, 1.8, -0.0654, -0.0004
>=80, 2020-09-08, 2, 0.1473, 0.0009
>=80, 2020-09-09, 2.5, 0.4581, 0.0027
>=80, 2020-09-10, 2.9, 0.9163, 0.0055
>=80, 2020-09-11, 3.1, 1.0799, 0.0064
>=80, 2020-09-12, 3.7, 1.7998, 0.0107
>=80, 2020-09-13, 4, 1.7998, 0.0107
>=80, 2020-09-14, 4.3, 2.1107, 0.0126
>=80, 2020-09-15, 4.3, 2.078, 0.0124
>=80, 2020-09-16, 4.8, 1.9471, 0.0116
>=80, 2020-09-17, 5.2, 1.8326, 0.0109
>=80, 2020-09-18, 5.9, 2.438, 0.0146
>=80, 2020-09-19, 6.1, 2.2253, 0.0133
>=80, 2020-09-20, 6.2, 1.7671, 0.0105
>=80, 2020-09-21, 6, 1.4399, 0.0086
>=80, 2020-09-22, 6.4, 1.8653, 0.0111
>=80, 2020-09-23, 6.3, 1.538, 0.0092
>=80, 2020-09-24, 6.4, 1.3581, 0.0081
>=80, 2020-09-25, 6.3, 0.2454, 0.0015
>=80, 2020-09-26, 6.1, -0.0164, -0.0001
>=80, 2020-09-27, 6.9, 0.2127, 0.0013
>=80, 2020-09-28, 7, 0.6708, 0.004
>=80, 2020-09-29, 7.4, 0.8017, 0.0048
>=80, 2020-09-30, 7.5, 1.1781, 0.007
>=80, 2020-10-01, 7.8, 1.1617, 0.0069
>=80, 2020-10-02, 8, 1.5544, 0.0093
>=80, 2020-10-03, 9.9, 1.9635, 0.0117
>=80, 2020-10-04, 9.7, 2.4871, 0.0148
>=80, 2020-10-05, 9.8, 2.5361, 0.0151
>=80, 2020-10-06, 10.4, 2.1271, 0.0127
>=80, 2020-10-07, 11, 2.6834, 0.016
>=80, 2020-10-08, 12.1, 3.5015, 0.0209
>=80, 2020-10-09, 13.5, 4.5978, 0.0274
>=80, 2020-10-10, 13.9, 4.5323, 0.0271
>=80, 2020-10-11, 15, 4.8759, 0.0291
>=80, 2020-10-12, 15.7, 5.2523, 0.0314
>=80, 2020-10-13, 17.5, 5.9558, 0.0356
>=80, 2020-10-14, 18.8, 7.0194, 0.0419
>=80, 2020-10-15, 21.4, 7.5757, 0.0452
>=80, 2020-10-16, 23.9, 8.2629, 0.0493
>=80, 2020-10-17, 27.2, 10.2591, 0.0612
>=80, 2020-10-18, 29, 11.1099, 0.0663
>=80, 2020-10-19, 30.6, 11.9444, 0.0713
>=80, 2020-10-20, 31.9, 12.9261, 0.0772
>=80, 2020-10-21, 37.1, 13.8915, 0.0829
>=80, 2020-10-22, 41.7, 16.5913, 0.099
>=80, 2020-10-23, 49, 19.6346, 0.1172
>=80, 2020-10-24, 54.5, 23.3979, 0.1397
>=80, 2020-10-25, 59.2, 27.2103, 0.1624
>=80, 2020-10-26, 63.5, 30.3191, 0.181
>=80, 2020-10-27, 71, 33.248, 0.1985
>=80, 2020-10-28, 76.8, 35.5059, 0.212
>=80, 2020-10-29, 83.8, 36.0786, 0.2154
>=80, 2020-10-30, 88.2, 35.2605, 0.2105
>=80, 2020-10-31, 92.6, 32.8062, 0.1958
>=80, 2020-11-01, 97, 31.17, 0.1861
>=80, 2020-11-02, 99.5, 30.3355, 0.1811
>=80, 2020-11-03, 103.1, 28.4702, 0.17
>=80, 2020-11-04, 106.8, 24.756, 0.1478
>=80, 2020-11-05, 111.6, 22.4653, 0.1341
>=80, 2020-11-06, 115.9, 23.1525, 0.1382
>=80, 2020-11-07, 118.6, 23.7579, 0.1418
>=80, 2020-11-08, 120.9, 22.318, 0.1332
>=80, 2020-11-09, 121.6, 21.8435, 0.1304
>=80, 2020-11-10, 121.9, 17.9984, 0.1074
>=80, 2020-11-11, 125, 19.4546, 0.1161
>=80, 2020-11-12, 129.3, 19.2256, 0.1148
>=80, 2020-11-13, 133.5, 19.6837, 0.1175
>=80, 2020-11-14, 139.6, 21.2217, 0.1267
>=80, 2020-11-15, 145.3, 24.2324, 0.1447
>=80, 2020-11-16, 146.5, 25.705, 0.1534
>=80, 2020-11-17, 151.2, 30.6954, 0.1832
>=80, 2020-11-18, 157.6, 28.6665, 0.1711
>=80, 2020-11-19, 162.4, 31.6772, 0.1891
>=80, 2020-11-20, 170.7, 33.1007, 0.1976
>=80, 2020-11-21, 175.5, 33.7552, 0.2015
>=80, 2020-11-22, 173.7, 25.9013, 0.1546
>=80, 2020-11-23, 176.7, 27.3085, 0.163
>=80, 2020-11-24, 179.4, 23.1198, 0.138
>=80, 2020-11-25, 179.5, 21.0581, 0.1257
>=80, 2020-11-26, 181.6, 17.7857, 0.1062
>=80, 2020-11-27, 188.2, 14.9714, 0.0894
>=80, 2020-11-28, 195.9, 14.9878, 0.0895
>=80, 2020-11-29, 200.3, 22.4325, 0.1339
>=80, 2020-11-30, 202.4, 22.6289, 0.1351
>=80, 2020-12-01, 203.8, 24.4451, 0.1459
>=80, 2020-12-02, 209.2, 30.1719, 0.1801
>=80, 2020-12-03, 213.6, 30.8754, 0.1843
>=80, 2020-12-04, 221.4, 28.1266, 0.1679
>=80, 2020-12-05, 226.3, 26.4904, 0.1581
>=80, 2020-12-06, 229, 32.168, 0.192
>=80, 2020-12-07, 232.8, 32.2826, 0.1927
>=80, 2020-12-08, 240.3, 35.6041, 0.2125
>=80, 2020-12-09, 249.7, 36.8476, 0.22
>=80, 2020-12-10, 259.8, 37.2894, 0.2226
>=80, 2020-12-11, 265.7, 42.4108, 0.2532
>=80, 2020-12-12, 276.3, 48.1212, 0.2873
>=80, 2020-12-13, 293.6, 53.8643, 0.3215
>=80, 2020-12-14, 300.7, 61.3582, 0.3663
>=80, 2020-12-15, 308.7, 54.5515, 0.3256
>=80, 2020-12-16, 316.1, 61.5218, 0.3673
>=80, 2020-12-17, 326.2, 61.1946, 0.3653
>=80, 2020-12-18, 337.9, 62.2254, 0.3715
>=80, 2020-12-19, 342.1, 62.569, 0.3735
>=80, 2020-12-20, 343.3, 45.7487, 0.2731
>=80, 2020-12-21, 346.3, 41.969, 0.2505
>=80, 2020-12-22, 351.4, 46.4195, 0.2771
>=80, 2020-12-23, 362.9, 36.6676, 0.2189
>=80, 2020-12-24, 375.7, 41.3636, 0.2469
>=80, 2020-12-25, 353, 23.5452, 0.1406
>=80, 2020-12-26, 323.4, -13.7279, -0.0743
>=80, 2020-12-27, 306.6, -24.3469, -0.1317
>=80, 2020-12-28, 301.8, -37.273, -0.2016
>=80, 2020-12-29, 294, -52.8335, -0.2858
>=80, 2020-12-30, 294, -68.083, -0.3683
>=80, 2020-12-31, 294.7, -72.1245, -0.3901
>=80, 2021-01-01, 295.8, -53.7498, -0.2907
>=80, 2021-01-02, 290.5, -26.3267, -0.1424
>=80, 2021-01-03, 289.3, -17.5075, -0.0947
>=80, 2021-01-04, 285.1, -17.3275, -0.0937
>=80, 2021-01-05, 278.5, -13.4824, -0.0729
>=80, 2021-01-06, 271.7, -19.6673, -0.1064
>=80, 2021-01-07, 256.5, -39.9401, -0.216
>=80, 2021-01-08, 270.2, -24.1506, -0.1306
>=80, 2021-01-09, 305, 7.3466, 0.0439
>=80, 2021-01-10, 314.6, 20.6, 0.123
>=80, 2021-01-11, 313.1, 29.8119, 0.178
>=80, 2021-01-12, 313.1, 38.942, 0.2325
>=80, 2021-01-13, 308.6, 44.5869, 0.2662
>=80, 2021-01-14, 307.8, 62.9617, 0.3759
>=80, 2021-01-15, 302.5, 34.2951, 0.2047
>=80, 2021-01-16, 290.2, -7.7884, -0.0421
>=80, 2021-01-17, 284.8, -23.987, -0.1297
>=80, 2021-01-18, 282.2, -32.6589, -0.1767
>=80, 2021-01-19, 275.6, -32.8389, -0.1776
>=80, 2021-01-20, 268.6, -33.0352, -0.1787
>=80, 2021-01-21, 257.2, -42.9344, -0.2322
>=80, 2021-01-22, 246.4, -48.3666, -0.2616
>=80, 2021-01-23, 235.3, -45.9123, -0.2483
>=80, 2021-01-24, 230.4, -43.5398, -0.2355
>=80, 2021-01-25, 224.3, -43.2125, -0.2337
>=80, 2021-01-26, 217.4, -53.5371, -0.2896
>=80, 2021-01-27, 206.7, -55.8278, -0.302
>=80, 2021-01-28, 198.9, -54.3715, -0.2941
>=80, 2021-01-29, 186.1, -54.5842, -0.2952
>=80, 2021-01-30, 180.2, -55.1405, -0.2983
>=80, 2021-01-31, 172.3, -57.3985, -0.3105
>=80, 2021-02-01, 170, -56.1877, -0.3039
>=80, 2021-02-02, 166, -48.5466, -0.2626
>=80, 2021-02-03, 156.2, -47.5649, -0.2573
>=80, 2021-02-04, 145, -49.7901, -0.2693
>=80, 2021-02-05, 140.2, -43.0489, -0.2329
>=80, 2021-02-06, 132.1, -41.8054, -0.2261
>=80, 2021-02-07, 128.4, -40.2346, -0.2176
>=80, 2021-02-08, 125, -40.071, -0.2167
>=80, 2021-02-09, 120.6, -44.6851, -0.2417
>=80, 2021-02-10, 113.4, -37.0113, -0.2002
>=80, 2021-02-11, 106.5, -35.6532, -0.1928
>=80, 2021-02-12, 97.6, -39.0565, -0.2113
>=80, 2021-02-13, 91.3, -40.2346, -0.2176
>=80, 2021-02-14, 85.6, -41.1672, -0.2227
>=80, 2021-02-15, 85.7, -39.8419, -0.2155
>=80, 2021-02-16, 84.9, -34.7205, -0.1878
>=80, 2021-02-17, 83.3, -30.9082, -0.1672
>=80, 2021-02-18, 81.1, -25.0341, -0.1354
>=80, 2021-02-19, 77.9, -19.3074, -0.1044
>=80, 2021-02-20, 75.7, -14.0715, -0.0761
>=80, 2021-02-21, 75.6, -9.2283, -0.0499
>=80, 2021-02-22, 73.8, -11.0772, -0.0599
>=80, 2021-02-23, 72.5, -11.4044, -0.0617
>=80, 2021-02-24, 70.5, -11.5844, -0.0627
>=80, 2021-02-25, 67.8, -11.7971, -0.0638
>=80, 2021-02-26, 66.4, -10.4554, -0.0566
>=80, 2021-02-27, 64.9, -9.85, -0.0533
>=80, 2021-02-28, 63, -11.7153, -0.0634
>=80, 2021-03-01, 62.4, -10.5536, -0.0571
>=80, 2021-03-02, 61.3, -9.9155, -0.0536
>=80, 2021-03-03, 59.4, -9.8828, -0.0535
>=80, 2021-03-04, 56.2, -10.6681, -0.0577
>=80, 2021-03-05, 54.7, -11.699, -0.0633
>=80, 2021-03-06, 52.6, -12.108, -0.0655
>=80, 2021-03-07, 51.3, -11.928, -0.0645
>=80, 2021-03-08, 51.1, -11.6008, -0.0627
>=80, 2021-03-09, 49.8, -11.9935, -0.0649
>=80, 2021-03-10, 48.6, -10.979, -0.0594
>=80, 2021-03-11, 49, -8.2629, -0.0447
>=80, 2021-03-12, 49.9, -5.9395, -0.0321
>=80, 2021-03-13, 50.6, -2.4871, -0.0135
>=80, 2021-03-14, 52.2, -0.0654, -0.0004
>=80, 2021-03-15, 52, 0.5727, 0.0034
>=80, 2021-03-16, 52.8, 2.8307, 0.0169
>=80, 2021-03-17, 55, 5.9722, 0.0357
>=80, 2021-03-18, 55.5, 7.0685, 0.0422
>=80, 2021-03-19, 55.5, 6.1031, 0.0364
>=80, 2021-03-20, 57, 6.0704, 0.0362
>=80, 2021-03-21, 56.9, 5.5795, 0.0333
>=80, 2021-03-22, 57.9, 5.9722, 0.0357
>=80, 2021-03-23, 58.7, 6.0049, 0.0358
>=80, 2021-03-24, 59.4, 3.8778, 0.0231
>=80, 2021-03-25, 61.5, 5.2195, 0.0312
>=80, 2021-03-26, 63.3, 6.6267, 0.0396
>=80, 2021-03-27, 64.5, 7.0521, 0.0421
>=80, 2021-03-28, 66, 8.1156, 0.0484
>=80, 2021-03-29, 66.4, 7.9357, 0.0474
>=80, 2021-03-30, 67, 7.7229, 0.0461
>=80, 2021-03-31, 66.6, 7.1503, 0.0427
>=80, 2021-04-01, 67.2, 5.645, 0.0337
>=80, 2021-04-02, 66.6, 3.5506, 0.0212
>=80, 2021-04-03, 63.8, 0.3436, 0.0021
>=80, 2021-04-04, 61.2, -3.4197, -0.0185
>=80, 2021-04-05, 60.6, -4.5978, -0.0249
>=80, 2021-04-06, 58, -7.5102, -0.0406
>=80, 2021-04-07, 55.2, -9.5882, -0.0519
>=80, 2021-04-08, 53.3, -13.2043, -0.0714
>=80, 2021-04-09, 55.2, -11.3717, -0.0615
>=80, 2021-04-10, 58.3, -5.8249, -0.0315
>=80, 2021-04-11, 60.7, -1.7998, -0.0097
>=80, 2021-04-12, 61.3, 0.949, 0.0057
>=80, 2021-04-13, 63.7, 5.3504, 0.0319
>=80, 2021-04-14, 67.9, 11.3554, 0.0678
>=80, 2021-04-15, 69.7, 16.7058, 0.0997
>=80, 2021-04-16, 69.2, 14.5296, 0.0867
>=80, 2021-04-17, 69, 10.5863, 0.0632
>=80, 2021-04-18, 68.7, 9.1792, 0.0548
>=80, 2021-04-19, 68.9, 6.9703, 0.0416
>=80, 2021-04-20, 69.8, 4.9577, 0.0296
>=80, 2021-04-21, 68.9, 1.538, 0.0092
>=80, 2021-04-22, 68.7, -1.4562, -0.0079
>=80, 2021-04-23, 67.5, -0.7036, -0.0038
>=80, 2021-04-24, 66.1, -2.438, -0.0132
>=80, 2021-04-25, 66.1, -2.2416, -0.0121
>=80, 2021-04-26, 65.4, -2.847, -0.0154
>=80, 2021-04-27, 64.2, -4.0905, -0.0221
>=80, 2021-04-28, 61.6, -5.9722, -0.0323
>=80, 2021-04-29, 58.9, -8.8029, -0.0476
>=80, 2021-04-30, 57, -9.8664, -0.0534
>=80, 2021-05-01, 55.5, -9.6537, -0.0522
>=80, 2021-05-02, 53.7, -11.9117, -0.0644
>=80, 2021-05-03, 52.6, -12.288, -0.0665
>=80, 2021-05-04, 50.6, -13.057, -0.0706
>=80, 2021-05-05, 51.1, -11.0608, -0.0598
>=80, 2021-05-06, 49.7, -8.8356, -0.0478
>=80, 2021-05-07, 48.2, -8.2629, -0.0447
>=80, 2021-05-08, 46.7, -7.8048, -0.0422
>=80, 2021-05-09, 45.2, -7.5757, -0.041
>=80, 2021-05-10, 45, -7.4939, -0.0405
>=80, 2021-05-11, 44.2, -5.7595, -0.0312
>=80, 2021-05-12, 41.6, -8.1484, -0.0441
>=80, 2021-05-13, 39.6, -9.5555, -0.0517
>=80, 2021-05-14, 36, -11.6335, -0.0629
>=80, 2021-05-15, 32.7, -13.826, -0.0748
>=80, 2021-05-16, 32, -13.3025, -0.072
>=80, 2021-05-17, 31.9, -13.1552, -0.0712
>=80, 2021-05-18, 30.9, -13.3843, -0.0724
>=80, 2021-05-19, 28.7, -12.3862, -0.067
>=80, 2021-05-20, 27.4, -11.3063, -0.0612
>=80, 2021-05-21, 26.6, -8.4756, -0.0458
>=80, 2021-05-22, 26.8, -6.3158, -0.0342
>=80, 2021-05-23, 24.6, -7.3303, -0.0396
>=80, 2021-05-24, 23, -9.1137, -0.0493
>=80, 2021-05-25, 21, -9.9809, -0.054
>=80, 2021-05-26, 18.3, -10.57, -0.0572
>=80, 2021-05-27, 15.9, -11.6662, -0.0631
>=80, 2021-05-28, 15.6, -11.4863, -0.0621
>=80, 2021-05-29, 13.9, -12.2225, -0.0661
>=80, 2021-05-30, 13.2, -10.8481, -0.0587
>=80, 2021-05-31, 12.7, -9.621, -0.052
>=80, 2021-06-01, 13.1, -7.7066, -0.0417
>=80, 2021-06-02, 12.8, -4.5814, -0.0248
>=80, 2021-06-03, 11.6, -3.4197, -0.0185
>=80, 2021-06-04, 9.6, -5.5959, -0.0303
>=80, 2021-06-05, 8.7, -4.5487, -0.0246
>=80, 2021-06-06, 8.2, -4.6796, -0.0253
>=80, 2021-06-07, 8.1, -4.3687, -0.0236
>=80, 2021-06-08, 7.9, -4.6141, -0.025
>=80, 2021-06-09, 7.5, -5.105, -0.0276
>=80, 2021-06-10, 6.9, -4.3687, -0.0236
>=80, 2021-06-11, 6.4, -2.7816, -0.015
>=80, 2021-06-12, 6.1, -2.5525, -0.0138
>=80, 2021-06-13, 5.5, -2.6016, -0.0141
>=80, 2021-06-14, 5.1, -2.9779, -0.0161
>=80, 2021-06-15, 4.7, -3.1415, -0.017
>=80, 2021-06-16, 4.3, -3.2233, -0.0174
>=80, 2021-06-17, 3.8, -3.1088, -0.0168
>=80, 2021-06-18, 3.3, -3.1415, -0.017
>=80, 2021-06-19, 2.8, -3.3706, -0.0182
>=80, 2021-06-20, 2.7, -2.8307, -0.0153
>=80, 2021-06-21, 2.6, -2.6016, -0.0141
>=80, 2021-06-22, 2.2, -2.5198, -0.0136
>=80, 2021-06-23, 2, -2.258, -0.0122
>=80, 2021-06-24, 1.7, -1.9798, -0.0107
>=80, 2021-06-25, 1.5, -1.7508, -0.0095
>=80, 2021-06-26, 1.7, -1.0963, -0.0059
>=80, 2021-06-27, 1.5, -1.2108, -0.0065
>=80, 2021-06-28, 1.5, -1.1454, -0.0062
>=80, 2021-06-29, 1.5, -0.7036, -0.0038
>=80, 2021-06-30, 1.4, -0.7036, -0.0038
>=80, 2021-07-01, 1.4, -0.4581, -0.0025
>=80, 2021-07-02, 1.3, -0.2127, -0.0012
>=80, 2021-07-03, 1.2, -0.5072, -0.0027
>=80, 2021-07-04, 1.2, -0.3109, -0.0017
>=80, 2021-07-05, 1.1, -0.3109, -0.0017
>=80, 2021-07-06, 1.1, -0.4254, -0.0023
>=80, 2021-07-07, 1.2, , 
>=80, 2021-07-08, 1.1, -0.0164, -0.0001
