Meldedatum, region, region_id, value, difference, frozen, trend, Lower, Prediction, Upper
2020-03-06, Mecklenburg-Vorpommern, 13, 0.0621, , , , , , 
2020-03-07, Mecklenburg-Vorpommern, 13, 0.0621, , , , , , 
2020-03-08, Mecklenburg-Vorpommern, 13, 0.0621, , , , , , 
2020-03-09, Mecklenburg-Vorpommern, 13, 0.1241, , , , , , 
2020-03-10, Mecklenburg-Vorpommern, 13, 0.1241, , , , , , 
2020-03-11, Mecklenburg-Vorpommern, 13, 0.1241, , 0.0621, , , , 
2020-03-12, Mecklenburg-Vorpommern, 13, 0.0621, , 0.0621, , , , 
2020-03-13, Mecklenburg-Vorpommern, 13, 0.0621, , 0.0621, , , , 
2020-03-14, Mecklenburg-Vorpommern, 13, 0.1862, , 0.0621, , , , 
2020-03-15, Mecklenburg-Vorpommern, 13, 0.2483, , 0.1241, , , , 
2020-03-16, Mecklenburg-Vorpommern, 13, 0.2483, , 0.1241, , , , 
2020-03-17, Mecklenburg-Vorpommern, 13, 0.2483, , 0.1241, , , , 
2020-03-18, Mecklenburg-Vorpommern, 13, 0.3103, 0.0621, 0.1241, 0.0091, , , 
2020-03-19, Mecklenburg-Vorpommern, 13, 0.6827, 0.1862, 0.2483, 0.0273, , , 
2020-03-20, Mecklenburg-Vorpommern, 13, 0.7448, 0.2483, 0.3103, 0.0364, , , 
2020-03-21, Mecklenburg-Vorpommern, 13, 0.7448, 0.3724, 0.4345, 0.0545, , , 
2020-03-22, Mecklenburg-Vorpommern, 13, 0.7448, 0.2483, 0.3724, 0.0364, , , 
2020-03-23, Mecklenburg-Vorpommern, 13, 0.6827, 0.2483, 0.3724, 0.0364, , , 
2020-03-24, Mecklenburg-Vorpommern, 13, 0.7448, 0.3724, 0.4965, 0.0545, , , 
2020-03-25, Mecklenburg-Vorpommern, 13, 0.8069, 0.3724, 0.4965, 0.0545, , , 
2020-03-26, Mecklenburg-Vorpommern, 13, 0.6827, 0.1241, 0.3724, 0.0182, , , 
2020-03-27, Mecklenburg-Vorpommern, 13, 0.8689, 0.0621, 0.3724, 0.0091, , , 
