Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 24, , 75
2022-06-15, -7.1, trend, 28, -0.2983, 67.9
2022-06-22, 4.5, trend, 29, 0.1557, 72.4
2022-06-29, -17.2, trend, 29, -0.7227, 55.2
2022-07-06, -13.8, trend, 29, -0.5798, 41.4
2022-07-13, -6.9, trend, 29, -0.2899, 34.5
2022-07-20, -20.7, trend, 29, -0.8697, 13.8
2022-07-27, -6.9, trend, 29, -0.2899, 6.9
2022-08-03, -6.9, trend, 29, -0.2899, 
2022-08-10, , trend, 29, , 
2022-08-17, 6.9, trend, 29, 0.2388, 6.9
2022-08-24, 13.8, trend, 29, 0.4775, 20.7
2022-08-31, 3.4, trend, 29, 0.1176, 24.1
2022-09-07, 13.8, trend, 29, 0.4775, 37.9
2022-09-14, 13.8, trend, 29, 0.4775, 51.7
2022-09-21, 22.5, trend, 31, 0.7785, 74.2
2022-09-28, -3.2, trend, 31, -0.1345, 71
2022-10-05, -12.9, trend, 31, -0.542, 58.1
2022-10-12, -21.7, trend, 44, -0.9118, 36.4
2022-10-19, -9.7, trend, 45, -0.4076, 26.7
2022-10-26, -18, trend, 46, -0.7563, 8.7
2022-11-02, -0.2, trend, 47, -0.0084, 8.5
2022-11-09, , trend, 47, , 8.5
2022-11-16, -0.2, trend, 48, -0.0084, 8.3
2022-11-23, 3.9, trend, 49, 0.1349, 12.2
2022-11-30, 24.5, trend, 49, 0.8478, 36.7
2022-12-07, 15.3, trend, 50, 0.5294, 52
2022-12-14, 2.9, trend, 51, 0.1003, 54.9
2022-12-21, -15.7, trend, 51, -0.6597, 39.2
2022-12-28, -23.8, trend, 52, -1, 15.4
2023-01-04, -11.6, trend, 52, -0.4874, 3.8
2023-01-11, , trend, 52, , 3.8
2023-01-18, 15.4, trend, 52, 0.5329, 19.2
2023-01-25, 28.9, trend, 52, 1, 48.1
2023-02-01, 9.6, trend, 52, 0.3322, 57.7
2023-02-08, 11.5, trend, 52, 0.3979, 69.2
2023-02-15, -1.9, trend, 52, -0.0798, 67.3
2023-02-22, -23.1, trend, 52, -0.9706, 44.2
2023-03-01, -21.1, trend, 52, -0.8866, 23.1
2023-03-08, -3.9, trend, 52, -0.1639, 19.2
2023-03-15, -9.6, trend, 52, -0.4034, 9.6
2023-03-22, -5.8, trend, 52, -0.2437, 3.8
2023-03-29, 0.5, trend, 47, 0.0173, 4.3
2023-04-05, -1.2, trend, 32, -0.0504, 3.1
2023-04-12, 4.6, trend, 26, 0.1592, 7.7
