Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 27, , 70.4
2022-06-15, -3.7, steigend, 33, -0.1423, 66.7
2022-06-22, -9.1, steigend, 33, -0.35, 57.6
2022-06-29, -18.2, steigend, 33, -0.7, 39.4
2022-07-06, -6.1, steigend, 33, -0.2346, 33.3
2022-07-13, -3, steigend, 33, -0.1154, 30.3
2022-07-20, -6.8, steigend, 34, -0.2615, 23.5
2022-07-27, -17.6, steigend, 34, -0.6769, 5.9
2022-08-03, -5.9, steigend, 34, -0.2269, 
2022-08-10, 2.9, steigend, 34, 0.0973, 2.9
2022-08-17, 3, steigend, 34, 0.1007, 5.9
2022-08-24, 2.9, steigend, 34, 0.0973, 8.8
2022-08-31, 3, steigend, 34, 0.1007, 11.8
2022-09-07, 11.7, steigend, 34, 0.3926, 23.5
2022-09-14, 26.5, steigend, 34, 0.8893, 50
2022-09-21, 29.4, steigend, 34, 0.9866, 79.4
2022-09-28, -8.8, steigend, 34, -0.3385, 70.6
2022-10-05, -11.8, steigend, 34, -0.4538, 58.8
2022-10-12, -18.4, steigend, 47, -0.7077, 40.4
2022-10-19, -15.4, steigend, 48, -0.5923, 25
2022-10-26, -16.8, steigend, 49, -0.6462, 8.2
2022-11-02, 5.8, steigend, 50, 0.1946, 14
2022-11-09, -4, steigend, 50, -0.1538, 10
2022-11-16, , steigend, 50, , 10
2022-11-23, 11.2, steigend, 52, 0.3758, 21.2
2022-11-30, 17.3, steigend, 52, 0.5805, 38.5
2022-12-07, 18.1, steigend, 53, 0.6074, 56.6
2022-12-14, 2.7, steigend, 54, 0.0906, 59.3
2022-12-21, -26, steigend, 54, -1, 33.3
2022-12-28, -26, steigend, 55, -1, 7.3
2023-01-04, -3.7, steigend, 55, -0.1423, 3.6
2023-01-11, 1.9, steigend, 55, 0.0638, 5.5
2023-01-18, 10.2, steigend, 51, 0.3423, 15.7
2023-01-25, 14.5, steigend, 43, 0.4866, 30.2
2023-02-01, 29.8, steigend, 15, 1, 60
