Meldedatum, difference, group, trend, value
2022-06-10, , gleichbleibend, , 8
2022-06-17, 16.4898, gleichbleibend, 0.7894, 24.4898
2022-06-24, -8.1633, gleichbleibend, -0.1983, 16.3265
2022-07-01, 12.2449, gleichbleibend, 0.5862, 28.5714
2022-07-08, -10.2041, gleichbleibend, -0.2478, 18.3673
2022-07-15, 11.2623, gleichbleibend, 0.5392, 29.6296
2022-07-22, 4.2989, gleichbleibend, 0.2058, 33.9286
2022-07-29, -5.3571, gleichbleibend, -0.1301, 28.5714
2022-08-05, -16.8067, gleichbleibend, -0.4082, 11.7647
2022-08-12, 20.8884, gleichbleibend, 1, 32.6531
2022-08-19, -10.2041, gleichbleibend, -0.2478, 22.449
2022-08-26, 8.1633, gleichbleibend, 0.3908, 30.6122
2022-09-02, 10.5642, gleichbleibend, 0.5057, 41.1765
