Meldedatum, region, region_id, value, difference, trend
2020-03-03, Sachsen, 14, , , 
2020-03-04, Sachsen, 14, , , 
2020-03-05, Sachsen, 14, , , 
2020-03-06, Sachsen, 14, , , 
2020-03-07, Sachsen, 14, 0.1, , 
2020-03-08, Sachsen, 14, 0.1, , 
2020-03-09, Sachsen, 14, 0.2, , 
2020-03-10, Sachsen, 14, 0.4, , 
2020-03-11, Sachsen, 14, 0.9, 0.371, 0.0006
2020-03-12, Sachsen, 14, 1.3, 0.6926, 0.0012
2020-03-13, Sachsen, 14, 2, 1.0883, 0.0018
2020-03-14, Sachsen, 14, 2.9, 2.0035, 0.0033
2020-03-15, Sachsen, 14, 3.7, 2.0777, 0.0035
2020-03-16, Sachsen, 14, 4.3, 2.2013, 0.0037
2020-03-17, Sachsen, 14, 5.2, 4.0317, 0.0067
2020-03-18, Sachsen, 14, 6.8, 3.6606, 0.0061
2020-03-19, Sachsen, 14, 9.7, 4.8974, 0.0081
2020-03-20, Sachsen, 14, 12.9, 6.8019, 0.0113
2020-03-21, Sachsen, 14, 15.5, 9.3495, 0.0155
2020-03-22, Sachsen, 14, 17.8, 9.5226, 0.0158
2020-03-23, Sachsen, 14, 18.4, 9.8936, 0.0165
2020-03-24, Sachsen, 14, 20.4, 10.9572, 0.0182
2020-03-25, Sachsen, 14, 22.3, 12.7133, 0.0211
2020-03-26, Sachsen, 14, 23.5, 12.6886, 0.0211
2020-03-27, Sachsen, 14, 23.8, 10.7593, 0.0179
2020-03-28, Sachsen, 14, 24.9, 7.2224, 0.012
2020-03-29, Sachsen, 14, 25.8, 8.7806, 0.0146
2020-03-30, Sachsen, 14, 26.2, 11.6003, 0.0193
2020-03-31, Sachsen, 14, 26.6, 8.0386, 0.0134
2020-04-01, Sachsen, 14, 27.2, 6.0599, 0.0101
2020-04-02, Sachsen, 14, 27.2, 3.7596, 0.0063
2020-04-03, Sachsen, 14, 28.6, 2.9681, 0.0049
2020-04-04, Sachsen, 14, 30.2, 4.7242, 0.0079
2020-04-05, Sachsen, 14, 29.7, 2.8444, 0.0047
2020-04-06, Sachsen, 14, 29.6, 1.7067, 0.0028
2020-04-07, Sachsen, 14, 28.2, 1.3109, 0.0022
2020-04-08, Sachsen, 14, 27.3, 0.742, 0.0012
2020-04-09, Sachsen, 14, 26.6, -0.1237, -0.0002
2020-04-10, Sachsen, 14, 23.6, -1.7561, -0.003
2020-04-11, Sachsen, 14, 20.5, -5.5652, -0.0094
2020-04-12, Sachsen, 14, 19, -7.9644, -0.0134
2020-04-13, Sachsen, 14, 19.4, -10.4873, -0.0177
2020-04-14, Sachsen, 14, 18.3, -9.0032, -0.0152
2020-04-15, Sachsen, 14, 16.6, -9.8936, -0.0167
2020-04-16, Sachsen, 14, 14.1, -8.929, -0.0151
2020-04-17, Sachsen, 14, 14, -7.9149, -0.0133
2020-04-18, Sachsen, 14, 12, -6.8266, -0.0115
2020-04-19, Sachsen, 14, 11.2, -4.9716, -0.0084
2020-04-20, Sachsen, 14, 9.6, -5.9114, -0.01
2020-04-21, Sachsen, 14, 9.4, -6.7771, -0.0114
2020-04-22, Sachsen, 14, 8.9, -6.1588, -0.0104
2020-04-23, Sachsen, 14, 8.7, -5.5652, -0.0094
2020-04-24, Sachsen, 14, 7, -5.8372, -0.0098
