Altersgruppe, Meldedatum, difference, trend, value
5-14, 2020-03-03, , , 
5-14, 2020-03-04, , , 0.1
5-14, 2020-03-05, , , 0.1
5-14, 2020-03-06, , , 0.2
5-14, 2020-03-07, , , 0.3
5-14, 2020-03-08, , , 0.3
5-14, 2020-03-09, , , 0.4
5-14, 2020-03-10, 0.1048, 0.0001, 0.5
5-14, 2020-03-11, 0.2883, 0.0002, 0.7
5-14, 2020-03-12, 0.6028, 0.0005, 1
5-14, 2020-03-13, 0.6945, 0.0006, 1.1
5-14, 2020-03-14, 0.8124, 0.0007, 1.5
5-14, 2020-03-15, 0.9959, 0.0009, 1.9
5-14, 2020-03-16, 1.3497, 0.0012, 2.1
5-14, 2020-03-17, 1.5593, 0.0013, 2.5
5-14, 2020-03-18, 1.5986, 0.0014, 3.1
5-14, 2020-03-19, 1.8345, 0.0016, 3.6
5-14, 2020-03-20, 2.2931, 0.002, 4.2
5-14, 2020-03-21, 2.411, 0.0021, 4.9
5-14, 2020-03-22, 2.4372, 0.0021, 5.3
5-14, 2020-03-23, 2.7255, 0.0023, 5.5
5-14, 2020-03-24, 2.9352, 0.0025, 5.9
5-14, 2020-03-25, 2.8041, 0.0024, 6.1
5-14, 2020-03-26, 2.6207, 0.0023, 6.8
5-14, 2020-03-27, 2.6993, 0.0023, 7.3
5-14, 2020-03-28, 2.909, 0.0025, 7.6
5-14, 2020-03-29, 3.1579, 0.0027, 8
5-14, 2020-03-30, 2.9221, 0.0025, 8.2
5-14, 2020-03-31, 2.4765, 0.0021, 8.1
5-14, 2020-04-01, 2.7386, 0.0024, 8.8
5-14, 2020-04-02, 2.3324, 0.002, 9.1
5-14, 2020-04-03, 2.0834, 0.0018, 9.4
5-14, 2020-04-04, 1.7559, 0.0015, 9.6
5-14, 2020-04-05, 1.7165, 0.0015, 9.6
5-14, 2020-04-06, 1.52, 0.0013, 9.4
5-14, 2020-04-07, 1.3628, 0.0012, 9.5
5-14, 2020-04-08, 0.2752, 0.0002, 9.1
5-14, 2020-04-09, 0.0655, 0.0001, 8.7
5-14, 2020-04-10, -0.5241, -0.0007, 8.3
5-14, 2020-04-11, -1.389, -0.002, 7.6
5-14, 2020-04-12, -2.4634, -0.0035, 7.2
5-14, 2020-04-13, -2.5814, -0.0036, 7.1
5-14, 2020-04-14, -2.6207, -0.0037, 6.7
5-14, 2020-04-15, -2.6993, -0.0038, 6
5-14, 2020-04-16, -2.8959, -0.0041, 5.5
5-14, 2020-04-17, -2.9483, -0.0042, 5.3
5-14, 2020-04-18, -1.9524, -0.0028, 5.6
5-14, 2020-04-19, -1.5855, -0.0022, 5.3
5-14, 2020-04-20, -1.5069, -0.0021, 5.2
5-14, 2020-04-21, -1.0876, -0.0015, 5.2
5-14, 2020-04-22, -0.2752, -0.0004, 5.5
5-14, 2020-04-23, 0.131, 0.0001, 5.4
5-14, 2020-04-24, 0.1703, 0.0001, 5.3
5-14, 2020-04-25, -0.3145, -0.0004, 5
5-14, 2020-04-26, -0.1966, -0.0003, 4.7
5-14, 2020-04-27, -0.4193, -0.0006, 4.5
5-14, 2020-04-28, -0.5241, -0.0007, 4.6
5-14, 2020-04-29, -1.0352, -0.0015, 4.2
5-14, 2020-04-30, -1.2972, -0.0018, 4
5-14, 2020-05-01, -1.1793, -0.0017, 3.7
5-14, 2020-05-02, -1.4021, -0.002, 3.3
5-14, 2020-05-03, -1.4021, -0.002, 3.3
5-14, 2020-05-04, -0.9565, -0.0014, 3.4
5-14, 2020-05-05, -1.389, -0.002, 3.1
5-14, 2020-05-06, -0.9959, -0.0014, 3.1
5-14, 2020-05-07, -0.7862, -0.0011, 3.1
5-14, 2020-05-08, -0.7338, -0.001, 3.1
5-14, 2020-05-09, -0.0524, -0.0001, 3.3
5-14, 2020-05-10, -0.0524, -0.0001, 3.1
5-14, 2020-05-11, -0.4848, -0.0007, 3
5-14, 2020-05-12, 0.0655, 0.0001, 3.2
5-14, 2020-05-13, 0.0524, , 3.2
5-14, 2020-05-14, 0.0786, 0.0001, 3.1
5-14, 2020-05-15, 0.131, 0.0001, 2.9
5-14, 2020-05-16, -0.5503, -0.0008, 2.8
5-14, 2020-05-17, -0.2883, -0.0004, 2.9
5-14, 2020-05-18, -0.0655, -0.0001, 3
5-14, 2020-05-19, -0.3669, -0.0005, 3
5-14, 2020-05-20, -0.249, -0.0004, 2.8
5-14, 2020-05-21, -0.0786, -0.0001, 3
5-14, 2020-05-22, -0.2359, -0.0003, 3
5-14, 2020-05-23, 0.1179, 0.0001, 2.8
5-14, 2020-05-24, 0.1048, 0.0001, 2.7
5-14, 2020-05-25, -0.3276, -0.0005, 2.5
5-14, 2020-05-26, -0.3538, -0.0005, 2.3
5-14, 2020-05-27, -0.4848, -0.0007, 2.6
5-14, 2020-05-28, -0.4062, -0.0006, 2.4
5-14, 2020-05-29, -0.3407, -0.0005, 2.5
5-14, 2020-05-30, -0.0917, -0.0001, 2.6
5-14, 2020-05-31, -0.1048, -0.0001, 2.9
5-14, 2020-06-01, 0.3538, 0.0003, 3
5-14, 2020-06-02, 0.3538, 0.0003, 2.9
5-14, 2020-06-03, 0.2621, 0.0002, 2.6
5-14, 2020-06-04, 0.0131, , 2.6
5-14, 2020-06-05, 0.2097, 0.0002, 2.9
5-14, 2020-06-06, 0.1703, 0.0001, 2.9
5-14, 2020-06-07, -0.0655, -0.0001, 2.7
5-14, 2020-06-08, -0.2752, -0.0004, 2.7
5-14, 2020-06-09, 0.0524, , 2.9
5-14, 2020-06-10, 0.4193, 0.0004, 3.1
5-14, 2020-06-11, 0.5503, 0.0005, 3.2
5-14, 2020-06-12, , , 2.9
5-14, 2020-06-13, -0.0131, , 3
5-14, 2020-06-14, 0.1966, 0.0002, 3.3
5-14, 2020-06-15, 0.4062, 0.0003, 3.2
5-14, 2020-06-16, 0.2752, 0.0002, 3
5-14, 2020-06-17, -0.0393, -0.0001, 3.2
5-14, 2020-06-18, 0.0131, , 3.4
5-14, 2020-06-19, 0.9041, 0.0008, 3.9
5-14, 2020-06-20, 1.1007, 0.0009, 4.6
5-14, 2020-06-21, 0.9303, 0.0008, 4.7
5-14, 2020-06-22, 1.4676, 0.0013, 4.8
5-14, 2020-06-23, 1.9655, 0.0017, 5.2
5-14, 2020-06-24, 2.0703, 0.0018, 5.2
5-14, 2020-06-25, 1.5724, 0.0014, 4.8
5-14, 2020-06-26, 0.7338, 0.0006, 4.4
5-14, 2020-06-27, -0.0131, , 4
5-14, 2020-06-28, -0.3145, -0.0004, 3.7
5-14, 2020-06-29, -1.1269, -0.0016, 3.7
5-14, 2020-06-30, -1.7165, -0.0024, 3.6
5-14, 2020-07-01, -1.6379, -0.0023, 3.5
5-14, 2020-07-02, -1.2972, -0.0018, 3.6
5-14, 2020-07-03, -0.9565, -0.0014, 3.5
5-14, 2020-07-04, -0.9172, -0.0013, 3.1
5-14, 2020-07-05, -0.5897, -0.0008, 3.1
5-14, 2020-07-06, -0.5897, -0.0008, 3
5-14, 2020-07-07, -0.38, -0.0005, 3
5-14, 2020-07-08, -0.4062, -0.0006, 3
