Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2022-10-21, -1.0142, 17.6558, Sachsen-Anhalt, 15, -0.2222, 17.66, , , 
2022-10-20, -2.1666, 17.1949, Sachsen-Anhalt, 15, -0.4747, 19.87, , , 
2022-10-19, -4.5638, 16.1346, Sachsen-Anhalt, 15, -1, 20.65, , , 
2022-10-18, -4.0106, 14.8899, Sachsen-Anhalt, 15, -0.8788, 21.16, 24.16, 25.06, 28.2
2022-10-17, 3.5957, 18.9005, Sachsen-Anhalt, 15, 0.3012, 21.99, 24.14, 24.75, 25.39
2022-10-16, 3.6879, 19.0849, Sachsen-Anhalt, 15, 0.3089, 22.08, 24.23, 24.83, 25.48
2022-10-15, 3.734, 19.1771, Sachsen-Anhalt, 15, 0.3127, 22.22, 24.38, 24.98, 25.63
2022-10-14, 5.8085, 18.67, Sachsen-Anhalt, 15, 0.4865, 22.82, 24.82, 25.4, 26.01
2022-10-13, 5.9006, 19.3615, Sachsen-Anhalt, 15, 0.4942, 24.02, 25.93, 26.49, 27.03
2022-10-12, 11.9396, 20.6984, Sachsen-Anhalt, 15, 1, 26.69, 28.49, 29.07, 29.64
2022-10-11, 11.0637, 18.9005, Sachsen-Anhalt, 15, 0.9266, 29.92, 31.57, 32.17, 32.76
2022-10-10, 4.1489, 15.3048, Sachsen-Anhalt, 15, 0.3475, 22.73, 23.8, 24.21, 24.64
2022-10-09, 4.0106, 15.397, Sachsen-Anhalt, 15, 0.3359, 22.63, 23.7, 24.11, 24.53
2022-10-08, 3.6879, 15.4431, Sachsen-Anhalt, 15, 0.3089, 22.59, 23.65, 24.06, 24.48
2022-10-07, 2.6737, 12.8616, Sachsen-Anhalt, 15, 0.2239, 20.88, 21.75, 22.12, 22.5
2022-10-06, 4.5638, 13.4609, Sachsen-Anhalt, 15, 0.3822, 19.22, 19.92, 20.24, 20.58
2022-10-05, 1.3369, 8.7588, Sachsen-Anhalt, 15, 0.112, 16.04, 16.51, 16.75, 17.01
2022-10-04, 0.8298, 7.8368, Sachsen-Anhalt, 15, 0.0695, 11.11, 11.31, 11.44, 11.59
2022-10-03, 4.0567, 11.1559, Sachsen-Anhalt, 15, 0.3398, 14.29, 14.52, 14.68, 14.86
2022-10-02, 4.0106, 11.3864, Sachsen-Anhalt, 15, 0.3359, 14.43, 14.66, 14.82, 15
2022-10-01, 4.3333, 11.7552, Sachsen-Anhalt, 15, 0.3629, 14.71, 14.94, 15.1, 15.28
2022-09-30, 3.273, 10.1878, Sachsen-Anhalt, 15, 0.2741, 14.2, 14.4, 14.54, 14.71
2022-09-29, 2.4432, 8.8971, Sachsen-Anhalt, 15, 0.2046, 12.95, 13.11, 13.23, 13.38
2022-09-28, 2.0283, 7.4219, Sachsen-Anhalt, 15, 0.1699, 11.94, 12.06, 12.16, 12.28
2022-09-27, 2.1666, 7.007, Sachsen-Anhalt, 15, 0.1815, 11.89, 11.98, 12.06, 12.18
2022-09-26, 1.6596, 7.0992, Sachsen-Anhalt, 15, 0.139, 10.14, 10.19, 10.25, 10.33
2022-09-25, 1.844, 7.3758, Sachsen-Anhalt, 15, 0.1544, 10.19, 10.23, 10.29, 10.37
2022-09-24, 1.7979, 7.4219, Sachsen-Anhalt, 15, 0.1506, 9.87, 9.9, 9.96, 10.04
2022-09-23, 1.1525, 6.9148, Sachsen-Anhalt, 15, 0.0965, 9.4, 9.43, 9.48, 9.55
2022-09-22, 1.0142, 6.4538, Sachsen-Anhalt, 15, 0.0849, 9.04, 9.05, 9.09, 9.16
2022-09-21, 0.7837, 5.3936, Sachsen-Anhalt, 15, 0.0656, 8.34, 8.35, 8.38, 8.44
2022-09-20, 1.1064, 4.8404, Sachsen-Anhalt, 15, 0.0927, 7.1, 7.09, 7.11, 7.15
2022-09-19, 1.5674, 5.4397, Sachsen-Anhalt, 15, 0.1313, 7.42, 7.4, 7.42, 7.45
2022-09-18, 1.5674, 5.5319, Sachsen-Anhalt, 15, 0.1313, 7.28, 7.26, 7.28, 7.31
2022-09-17, 1.5674, 5.6241, Sachsen-Anhalt, 15, 0.1313, 7.38, 7.35, 7.37, 7.4
2022-09-16, 2.0744, 5.7624, Sachsen-Anhalt, 15, 0.1737, 7.47, 7.44, 7.45, 7.48
2022-09-15, 1.6135, 5.4397, Sachsen-Anhalt, 15, 0.1351, 7.38, 7.34, 7.35, 7.38
2022-09-14, 1.2908, 4.6099, Sachsen-Anhalt, 15, 0.1081, 7.19, 7.16, 7.17, 7.18
2022-09-13, 0.5993, 3.734, Sachsen-Anhalt, 15, 0.0502, 6.82, 6.79, 6.79, 6.8
2022-09-12, -0.5071, 3.8723, Sachsen-Anhalt, 15, -0.1111, 6.09, 6.05, 6.05, 6.05
2022-09-11, -0.461, 3.9645, Sachsen-Anhalt, 15, -0.101, 6.04, 6.01, 6.01, 6.01
2022-09-10, -0.461, 4.0567, Sachsen-Anhalt, 15, -0.101, 6.09, 6.05, 6.05, 6.05
2022-09-09, -0.6454, 3.6879, Sachsen-Anhalt, 15, -0.1414, 5.81, 5.78, 5.78, 5.78
2022-09-08, -0.7376, 3.8262, Sachsen-Anhalt, 15, -0.1616, 5.76, 5.73, 5.73, 5.73
2022-09-07, -1.2908, 3.3191, Sachsen-Anhalt, 15, -0.2828, 5.49, 5.46, 5.46, 5.46
2022-09-06, -0.8298, 3.1347, Sachsen-Anhalt, 15, -0.1818, 5.16, 5.14, 5.14, 5.14
2022-09-05, -0.461, 4.3794, Sachsen-Anhalt, 15, -0.101, 5.95, 5.92, 5.92, 5.92
2022-09-04, -0.5993, 4.4255, Sachsen-Anhalt, 15, -0.1313, 5.9, 5.87, 5.87, 5.87
2022-09-03, -0.5993, 4.5177, Sachsen-Anhalt, 15, -0.1313, 5.85, 5.82, 5.82, 5.82
2022-09-02, -1.8901, 4.3333, Sachsen-Anhalt, 15, -0.4141, 5.76, 5.73, 5.73, 5.73
2022-09-01, -1.6135, 4.5638, Sachsen-Anhalt, 15, -0.3535, 6.22, 6.19, 6.19, 6.19
2022-08-31, -1.4752, 4.6099, Sachsen-Anhalt, 15, -0.3232, 6.5, 6.47, 6.47, 6.47
2022-08-30, -2.2127, 3.9645, Sachsen-Anhalt, 15, -0.4848, 6.68, 6.65, 6.65, 6.65
2022-08-29, -2.9042, 4.8404, Sachsen-Anhalt, 15, -0.6364, 6.73, 6.7, 6.7, 6.7
2022-08-28, -2.8581, 5.0248, Sachsen-Anhalt, 15, -0.6263, 6.87, 6.83, 6.83, 6.83
2022-08-27, -2.8581, 5.117, Sachsen-Anhalt, 15, -0.6263, 6.82, 6.79, 6.79, 6.79
2022-08-26, -1.7057, 6.2233, Sachsen-Anhalt, 15, -0.3737, 8.25, 8.21, 8.21, 8.21
2022-08-25, -2.2588, 6.1772, Sachsen-Anhalt, 15, -0.4949, 8.39, 8.35, 8.35, 8.35
2022-08-24, -2.3049, 6.085, Sachsen-Anhalt, 15, -0.5051, 9.13, 9.08, 9.08, 9.08
2022-08-23, -1.383, 6.1772, Sachsen-Anhalt, 15, -0.303, 10.19, 10.13, 10.13, 10.13
2022-08-22, 0.5532, 7.7446, Sachsen-Anhalt, 15, 0.0463, 11.57, 11.51, 11.51, 11.51
2022-08-21, 0.5071, 7.8829, Sachsen-Anhalt, 15, 0.0425, 11.57, 11.51, 11.51, 11.51
2022-08-20, 0.5071, 7.9751, Sachsen-Anhalt, 15, 0.0425, 11.57, 11.51, 11.51, 11.51
2022-08-19, 0.8298, 7.929, Sachsen-Anhalt, 15, 0.0695, 11.29, 11.24, 11.24, 11.24
2022-08-18, 1.2447, 8.4361, Sachsen-Anhalt, 15, 0.1042, 11.8, 11.74, 11.74, 11.74
2022-08-17, 0.8298, 8.39, Sachsen-Anhalt, 15, 0.0695, 12.49, 12.43, 12.43, 12.43
