Altersgruppe, Meldedatum, difference, trend, value
60-79, 2022-10-21, 0.8025, 0.0707, 21.2
60-79, 2022-10-20, 1.0372, 0.0914, 24.09
60-79, 2022-10-19, 1.392, 0.1227, 26.43
60-79, 2022-10-18, -0.2839, -0.0687, 27.51
60-79, 2022-10-17, 4.0505, 0.3571, 28.09
60-79, 2022-10-16, 4.1979, 0.3701, 28.18
60-79, 2022-10-15, 4.4872, 0.3956, 28.36
60-79, 2022-10-14, 5.4643, 0.4817, 28.5
60-79, 2022-10-13, 7.293, 0.6429, 28.89
60-79, 2022-10-12, 9.149, 0.8065, 29.73
60-79, 2022-10-11, 11.3435, 1, 32.08
60-79, 2022-10-10, 3.5537, 0.3133, 25.8
60-79, 2022-10-09, 3.7611, 0.3316, 25.68
60-79, 2022-10-08, 3.8267, 0.3373, 25.4
60-79, 2022-10-07, 3.1607, 0.2786, 24.3
60-79, 2022-10-06, 1.7468, 0.154, 22.73
60-79, 2022-10-05, 0.202, 0.0178, 20.3
60-79, 2022-10-04, 0.2784, 0.0245, 16.26
60-79, 2022-10-03, 4.5691, 0.4028, 19.31
60-79, 2022-10-02, 4.8311, 0.4259, 19.05
60-79, 2022-10-01, 5.1422, 0.4533, 18.9
60-79, 2022-09-30, 4.7274, 0.4167, 18.03
60-79, 2022-09-29, 4.045, 0.3566, 16.97
60-79, 2022-09-28, 3.9304, 0.3465, 15.85
60-79, 2022-09-27, 2.5875, 0.2281, 14
60-79, 2022-09-26, 1.9543, 0.1723, 12.26
60-79, 2022-09-25, 1.987, 0.1752, 11.95
60-79, 2022-09-24, 2.0307, 0.179, 11.62
60-79, 2022-09-23, 1.4739, 0.1299, 10.83
60-79, 2022-09-22, 0.8516, 0.0751, 10.14
60-79, 2022-09-21, 0.5786, 0.051, 9.34
60-79, 2022-09-20, 0.4149, 0.0366, 8.89
60-79, 2022-09-19, 0.7315, 0.0645, 8.55
60-79, 2022-09-18, 0.6496, 0.0573, 8.55
60-79, 2022-09-17, 0.5732, 0.0505, 8.48
60-79, 2022-09-16, 0.4149, 0.0366, 8.44
60-79, 2022-09-15, 0.5623, 0.0496, 8.18
60-79, 2022-09-14, 0.1474, 0.013, 8.05
60-79, 2022-09-13, 0.1474, 0.013, 8
60-79, 2022-09-12, -0.5077, -0.1229, 7.62
60-79, 2022-09-11, -0.535, -0.1295, 7.69
60-79, 2022-09-10, -0.5131, -0.1242, 7.78
60-79, 2022-09-09, -0.4749, -0.1149, 7.59
60-79, 2022-09-08, -0.9335, -0.2259, 7.52
60-79, 2022-09-07, -0.7642, -0.1849, 7.59
60-79, 2022-09-06, -0.6223, -0.1506, 7.62
60-79, 2022-09-05, -0.5623, -0.1361, 8.09
60-79, 2022-09-04, -0.4968, -0.1202, 8.08
60-79, 2022-09-03, -0.6005, -0.1453, 8.06
60-79, 2022-09-02, -0.8025, -0.1942, 8.23
60-79, 2022-09-01, -0.524, -0.1268, 8.55
60-79, 2022-08-31, -0.7533, -0.1823, 8.69
60-79, 2022-08-30, -1.4029, -0.3395, 8.94
60-79, 2022-08-29, -1.2719, -0.3078, 9.1
60-79, 2022-08-28, -1.3756, -0.3329, 9.03
60-79, 2022-08-27, -1.3483, -0.3263, 9.14
60-79, 2022-08-26, -1.5012, -0.3633, 9.51
60-79, 2022-08-25, -1.5503, -0.3752, 9.75
60-79, 2022-08-24, -1.0809, -0.2616, 10.07
60-79, 2022-08-23, 0.3275, 0.0289, 11.13
60-79, 2022-08-22, -0.0655, -0.0159, 11.4
60-79, 2022-08-21, -0.0764, -0.0185, 11.61
60-79, 2022-08-20, -0.1365, -0.033, 11.61
60-79, 2022-08-19, 0.1037, 0.0091, 11.93
60-79, 2022-08-18, -0.1911, -0.0462, 12.11
60-79, 2022-08-17, -0.5677, -0.1374, 12.24
60-79, 2022-08-16, -1.463, -0.354, 11.63
60-79, 2022-08-15, -1.7195, -0.4161, 11.9
60-79, 2022-08-14, -1.7468, -0.4227, 11.88
60-79, 2022-08-13, -1.8997, -0.4597, 11.94
60-79, 2022-08-12, -1.654, -0.4003, 12.12
60-79, 2022-08-11, -1.7086, -0.4135, 12.44
60-79, 2022-08-10, -1.7032, -0.4122, 12.79
60-79, 2022-08-09, -1.5339, -0.3712, 13.52
60-79, 2022-08-08, -1.4521, -0.3514, 14.48
60-79, 2022-08-07, -1.6158, -0.391, 14.51
60-79, 2022-08-06, -1.7195, -0.4161, 14.66
60-79, 2022-08-05, -1.725, -0.4174, 14.84
60-79, 2022-08-04, -1.5994, -0.3871, 15.28
60-79, 2022-08-03, -1.2282, -0.2972, 15.81
60-79, 2022-08-02, -0.5022, -0.1215, 16.5
60-79, 2022-08-01, 0.2729, 0.0241, 17.32
60-79, 2022-07-31, 0.3002, 0.0265, 17.54
60-79, 2022-07-30, 0.4258, 0.0375, 17.73
60-79, 2022-07-29, 0.524, 0.0462, 18.31
60-79, 2022-07-28, 1.0972, 0.0967, 19
60-79, 2022-07-27, 1.2282, 0.1083, 19.28
60-79, 2022-07-26, 0.7369, 0.065, 19.08
60-79, 2022-07-25, 0.0546, 0.0048, 18.46
60-79, 2022-07-24, 0.1092, 0.0096, 18.4
60-79, 2022-07-23, 0.1692, 0.0149, 18.26
60-79, 2022-07-22, 0.8188, 0.0722, 18.34
60-79, 2022-07-21, 0.928, 0.0818, 18.1
60-79, 2022-07-20, 0.8352, 0.0736, 17.78
60-79, 2022-07-19, 0.857, 0.0756, 17.41
60-79, 2022-07-18, 1.7577, 0.155, 17.64
60-79, 2022-07-17, 1.9488, 0.1718, 17.63
60-79, 2022-07-16, 1.987, 0.1752, 17.55
60-79, 2022-07-15, 1.0044, 0.0885, 16.85
60-79, 2022-07-14, 0.8898, 0.0784, 16.15
60-79, 2022-07-13, 0.857, 0.0756, 16.01
60-79, 2022-07-12, 0.4312, 0.038, 15.62
60-79, 2022-07-11, 0.7097, 0.0626, 14.67
60-79, 2022-07-10, 0.6605, 0.0582, 14.54
60-79, 2022-07-09, 0.6714, 0.0592, 14.53
60-79, 2022-07-08, 1.0263, 0.0905, 14.26
60-79, 2022-07-07, 1.2937, 0.1141, 13.89
60-79, 2022-07-06, 1.2228, 0.1078, 13.34
60-79, 2022-07-05, 1.4466, 0.1275, 13.34
60-79, 2022-07-04, 0.7697, 0.0679, 13.19
60-79, 2022-07-03, 0.8188, 0.0722, 13.16
60-79, 2022-07-02, 0.8898, 0.0784, 13.06
60-79, 2022-07-01, 0.4968, 0.0438, 12.76
60-79, 2022-06-30, 0.7315, 0.0645, 12.46
60-79, 2022-06-29, 1.3811, 0.1218, 12.28
60-79, 2022-06-28, 1.8287, 0.1612, 11.89
60-79, 2022-06-27, 2.2982, 0.2026, 11.68
60-79, 2022-06-26, 2.4565, 0.2166, 11.58
60-79, 2022-06-25, 2.582, 0.2276, 11.53
60-79, 2022-06-24, 3.0842, 0.2719, 11.67
