Altersgruppe, Meldedatum, value
35-59, 2022-06-12, 2.44
35-59, 2022-06-11, 2.43
35-59, 2022-06-10, 2.36
35-59, 2022-06-09, 2.15
35-59, 2022-06-08, 1.84
35-59, 2022-06-07, 1.54
35-59, 2022-06-06, 1.9
35-59, 2022-06-05, 1.92
35-59, 2022-06-04, 1.89
35-59, 2022-06-03, 1.91
35-59, 2022-06-02, 1.73
35-59, 2022-06-01, 1.64
35-59, 2022-05-31, 1.67
35-59, 2022-05-30, 1.56
35-59, 2022-05-29, 1.57
35-59, 2022-05-28, 1.59
35-59, 2022-05-27, 1.53
35-59, 2022-05-26, 1.74
35-59, 2022-05-25, 1.86
35-59, 2022-05-24, 1.92
35-59, 2022-05-23, 2.21
35-59, 2022-05-22, 2.2
35-59, 2022-05-21, 2.24
35-59, 2022-05-20, 2.38
35-59, 2022-05-19, 2.46
35-59, 2022-05-18, 2.58
35-59, 2022-05-17, 2.72
35-59, 2022-05-16, 2.84
35-59, 2022-05-15, 2.86
35-59, 2022-05-14, 2.89
35-59, 2022-05-13, 3.04
35-59, 2022-05-12, 3.2
35-59, 2022-05-11, 3.25
35-59, 2022-05-10, 3.35
35-59, 2022-05-09, 3.2
35-59, 2022-05-08, 3.23
35-59, 2022-05-07, 3.24
35-59, 2022-05-06, 3.21
35-59, 2022-05-05, 3.22
35-59, 2022-05-04, 3.35
35-59, 2022-05-03, 3.38
35-59, 2022-05-02, 3.65
35-59, 2022-05-01, 3.78
35-59, 2022-04-30, 3.89
35-59, 2022-04-29, 4.14
35-59, 2022-04-28, 4.37
35-59, 2022-04-27, 4.79
35-59, 2022-04-26, 5.26
35-59, 2022-04-25, 4.67
35-59, 2022-04-24, 4.61
35-59, 2022-04-23, 4.59
35-59, 2022-04-22, 4.08
35-59, 2022-04-21, 4.09
35-59, 2022-04-20, 3.87
35-59, 2022-04-19, 3.72
35-59, 2022-04-18, 4.46
35-59, 2022-04-17, 4.56
35-59, 2022-04-16, 4.65
35-59, 2022-04-15, 5.19
35-59, 2022-04-14, 5.22
35-59, 2022-04-13, 5.4
35-59, 2022-04-12, 5.56
35-59, 2022-04-11, 5.58
35-59, 2022-04-10, 5.55
35-59, 2022-04-09, 5.61
35-59, 2022-04-08, 5.7
35-59, 2022-04-07, 5.91
35-59, 2022-04-06, 5.99
35-59, 2022-04-05, 6.18
35-59, 2022-04-04, 6.35
35-59, 2022-04-03, 6.44
35-59, 2022-04-02, 6.49
35-59, 2022-04-01, 6.67
35-59, 2022-03-31, 6.82
35-59, 2022-03-30, 6.91
35-59, 2022-03-29, 7.03
35-59, 2022-03-28, 7.12
35-59, 2022-03-27, 7.18
35-59, 2022-03-26, 7.21
35-59, 2022-03-25, 7.32
35-59, 2022-03-24, 7.25
35-59, 2022-03-23, 7.35
35-59, 2022-03-22, 7.25
35-59, 2022-03-21, 7.33
35-59, 2022-03-20, 7.32
35-59, 2022-03-19, 7.4
35-59, 2022-03-18, 7.3
35-59, 2022-03-17, 7.36
35-59, 2022-03-16, 7.3
35-59, 2022-03-15, 7.23
35-59, 2022-03-14, 6.85
35-59, 2022-03-13, 6.83
35-59, 2022-03-12, 6.81
35-59, 2022-03-11, 6.79
35-59, 2022-03-10, 6.66
35-59, 2022-03-09, 6.5
35-59, 2022-03-08, 6.31
35-59, 2022-03-07, 6.4
35-59, 2022-03-06, 6.34
35-59, 2022-03-05, 6.37
35-59, 2022-03-04, 6.24
35-59, 2022-03-03, 6.26
35-59, 2022-03-02, 6.31
35-59, 2022-03-01, 6.53
35-59, 2022-02-28, 6.61
35-59, 2022-02-27, 6.77
35-59, 2022-02-26, 6.8
35-59, 2022-02-25, 6.93
35-59, 2022-02-24, 7.03
35-59, 2022-02-23, 7.25
35-59, 2022-02-22, 7.26
35-59, 2022-02-21, 7.3
35-59, 2022-02-20, 7.26
35-59, 2022-02-19, 7.19
35-59, 2022-02-18, 7.4
35-59, 2022-02-17, 7.43
35-59, 2022-02-16, 7.52
35-59, 2022-02-15, 7.76
35-59, 2022-02-14, 7.87
35-59, 2022-02-13, 7.94
35-59, 2022-02-12, 8.1
35-59, 2022-02-11, 8.09
35-59, 2022-02-10, 8.15
35-59, 2022-02-09, 8.16
35-59, 2022-02-08, 7.92
35-59, 2022-02-07, 7.69
35-59, 2022-02-06, 7.68
35-59, 2022-02-05, 7.62
35-59, 2022-02-04, 7.5
35-59, 2022-02-03, 7.38
35-59, 2022-02-02, 7.13
35-59, 2022-02-01, 7.03
35-59, 2022-01-31, 7.01
35-59, 2022-01-30, 7
35-59, 2022-01-29, 6.85
35-59, 2022-01-28, 6.77
35-59, 2022-01-27, 6.63
35-59, 2022-01-26, 6.56
35-59, 2022-01-25, 6.44
35-59, 2022-01-24, 6.16
35-59, 2022-01-23, 5.96
35-59, 2022-01-22, 5.93
35-59, 2022-01-21, 5.72
35-59, 2022-01-20, 5.5
35-59, 2022-01-19, 5.16
35-59, 2022-01-18, 4.92
35-59, 2022-01-17, 4.92
35-59, 2022-01-16, 4.91
35-59, 2022-01-15, 4.85
35-59, 2022-01-14, 4.71
35-59, 2022-01-13, 4.53
35-59, 2022-01-12, 4.52
35-59, 2022-01-11, 4.65
35-59, 2022-01-10, 4.65
35-59, 2022-01-09, 4.64
35-59, 2022-01-08, 4.55
35-59, 2022-01-07, 4.33
35-59, 2022-01-06, 4.62
35-59, 2022-01-05, 4.8
35-59, 2022-01-04, 4.92
35-59, 2022-01-03, 4.93
35-59, 2022-01-02, 4.94
35-59, 2022-01-01, 4.89
35-59, 2021-12-31, 4.88
35-59, 2021-12-30, 4.86
35-59, 2021-12-29, 4.83
35-59, 2021-12-28, 4.91
35-59, 2021-12-27, 4.88
35-59, 2021-12-26, 4.96
35-59, 2021-12-25, 5.37
35-59, 2021-12-24, 5.8
35-59, 2021-12-23, 5.97
35-59, 2021-12-22, 6.25
35-59, 2021-12-21, 6.41
35-59, 2021-12-20, 6.62
35-59, 2021-12-19, 6.7
35-59, 2021-12-18, 6.83
35-59, 2021-12-17, 7.15
35-59, 2021-12-16, 7.47
35-59, 2021-12-15, 7.72
35-59, 2021-12-14, 8.1
35-59, 2021-12-13, 8.42
35-59, 2021-12-12, 8.61
35-59, 2021-12-11, 8.78
35-59, 2021-12-10, 9.03
35-59, 2021-12-09, 9.31
35-59, 2021-12-08, 9.61
35-59, 2021-12-07, 9.33
35-59, 2021-12-06, 9.37
35-59, 2021-12-05, 9.35
35-59, 2021-12-04, 9.3
35-59, 2021-12-03, 9.26
35-59, 2021-12-02, 9.29
35-59, 2021-12-01, 9.23
35-59, 2021-11-30, 9.46
35-59, 2021-11-29, 9.44
35-59, 2021-11-28, 9.52
35-59, 2021-11-27, 9.44
35-59, 2021-11-26, 9.52
35-59, 2021-11-25, 9.28
35-59, 2021-11-24, 9.15
35-59, 2021-11-23, 9.01
35-59, 2021-11-22, 8.83
35-59, 2021-11-21, 8.64
35-59, 2021-11-20, 8.66
35-59, 2021-11-19, 8.46
35-59, 2021-11-18, 8.33
35-59, 2021-11-17, 8.02
35-59, 2021-11-16, 7.77
35-59, 2021-11-15, 7.45
35-59, 2021-11-14, 7.32
35-59, 2021-11-13, 7.07
35-59, 2021-11-12, 6.87
35-59, 2021-11-11, 6.71
35-59, 2021-11-10, 6.64
35-59, 2021-11-09, 6.26
35-59, 2021-11-08, 5.96
35-59, 2021-11-07, 5.93
35-59, 2021-11-06, 5.88
35-59, 2021-11-05, 5.65
35-59, 2021-11-04, 5.39
35-59, 2021-11-03, 5.22
35-59, 2021-11-02, 5.3
35-59, 2021-11-01, 5.45
35-59, 2021-10-31, 5.38
35-59, 2021-10-30, 5.32
35-59, 2021-10-29, 5.13
35-59, 2021-10-28, 4.91
35-59, 2021-10-27, 4.63
35-59, 2021-10-26, 4.4
35-59, 2021-10-25, 4.24
35-59, 2021-10-24, 4.2
35-59, 2021-10-23, 4.04
35-59, 2021-10-22, 3.79
35-59, 2021-10-21, 3.67
35-59, 2021-10-20, 3.44
35-59, 2021-10-19, 3.19
35-59, 2021-10-18, 3.03
35-59, 2021-10-17, 2.94
35-59, 2021-10-16, 2.93
35-59, 2021-10-15, 2.98
35-59, 2021-10-14, 2.88
35-59, 2021-10-13, 2.84
35-59, 2021-10-12, 2.8
35-59, 2021-10-11, 2.77
35-59, 2021-10-10, 2.8
35-59, 2021-10-09, 2.67
35-59, 2021-10-08, 2.64
35-59, 2021-10-07, 2.61
35-59, 2021-10-06, 2.69
35-59, 2021-10-05, 2.8
35-59, 2021-10-04, 2.82
35-59, 2021-10-03, 2.82
35-59, 2021-10-02, 2.9
35-59, 2021-10-01, 2.92
35-59, 2021-09-30, 3.07
35-59, 2021-09-29, 3
35-59, 2021-09-28, 2.93
35-59, 2021-09-27, 2.91
35-59, 2021-09-26, 2.92
35-59, 2021-09-25, 3.03
35-59, 2021-09-24, 3
35-59, 2021-09-23, 2.99
35-59, 2021-09-22, 3.14
35-59, 2021-09-21, 3.24
35-59, 2021-09-20, 3.49
35-59, 2021-09-19, 3.58
35-59, 2021-09-18, 3.58
35-59, 2021-09-17, 3.86
35-59, 2021-09-16, 3.99
35-59, 2021-09-15, 4.1
35-59, 2021-09-14, 4.18
35-59, 2021-09-13, 4.15
35-59, 2021-09-12, 4.23
35-59, 2021-09-11, 4.38
35-59, 2021-09-10, 4.39
35-59, 2021-09-09, 4.34
35-59, 2021-09-08, 4.35
35-59, 2021-09-07, 4.55
35-59, 2021-09-06, 4.58
35-59, 2021-09-05, 4.62
35-59, 2021-09-04, 4.65
35-59, 2021-09-03, 4.62
35-59, 2021-09-02, 4.65
35-59, 2021-09-01, 4.68
35-59, 2021-08-31, 4.62
35-59, 2021-08-30, 4.77
35-59, 2021-08-29, 4.69
35-59, 2021-08-28, 4.54
35-59, 2021-08-27, 4.34
35-59, 2021-08-26, 4.21
35-59, 2021-08-25, 3.95
35-59, 2021-08-24, 3.71
35-59, 2021-08-23, 3.48
35-59, 2021-08-22, 3.38
35-59, 2021-08-21, 3.22
35-59, 2021-08-20, 3.11
35-59, 2021-08-19, 2.91
35-59, 2021-08-18, 2.8
35-59, 2021-08-17, 2.65
35-59, 2021-08-16, 2.41
35-59, 2021-08-15, 2.29
35-59, 2021-08-14, 2.14
35-59, 2021-08-13, 1.99
35-59, 2021-08-12, 1.82
35-59, 2021-08-11, 1.63
35-59, 2021-08-10, 1.45
35-59, 2021-08-09, 1.36
35-59, 2021-08-08, 1.33
35-59, 2021-08-07, 1.32
35-59, 2021-08-06, 1.26
35-59, 2021-08-05, 1.25
35-59, 2021-08-04, 1.23
35-59, 2021-08-03, 1.12
35-59, 2021-08-02, 1.05
35-59, 2021-08-01, 1.03
35-59, 2021-07-31, 0.99
35-59, 2021-07-30, 0.92
35-59, 2021-07-29, 0.88
35-59, 2021-07-28, 0.81
35-59, 2021-07-27, 0.76
35-59, 2021-07-26, 0.74
35-59, 2021-07-25, 0.75
35-59, 2021-07-24, 0.73
35-59, 2021-07-23, 0.7
35-59, 2021-07-22, 0.64
35-59, 2021-07-21, 0.62
35-59, 2021-07-20, 0.57
35-59, 2021-07-19, 0.56
35-59, 2021-07-18, 0.52
35-59, 2021-07-17, 0.54
35-59, 2021-07-16, 0.54
35-59, 2021-07-15, 0.51
35-59, 2021-07-14, 0.46
35-59, 2021-07-13, 0.45
35-59, 2021-07-12, 0.46
35-59, 2021-07-11, 0.46
35-59, 2021-07-10, 0.43
35-59, 2021-07-09, 0.4
35-59, 2021-07-08, 0.43
35-59, 2021-07-07, 0.45
35-59, 2021-07-06, 0.43
35-59, 2021-07-05, 0.39
35-59, 2021-07-04, 0.4
35-59, 2021-07-03, 0.4
35-59, 2021-07-02, 0.39
35-59, 2021-07-01, 0.37
35-59, 2021-06-30, 0.37
35-59, 2021-06-29, 0.38
35-59, 2021-06-28, 0.42
35-59, 2021-06-27, 0.44
35-59, 2021-06-26, 0.48
35-59, 2021-06-25, 0.52
35-59, 2021-06-24, 0.57
35-59, 2021-06-23, 0.6
35-59, 2021-06-22, 0.68
35-59, 2021-06-21, 0.71
35-59, 2021-06-20, 0.7
35-59, 2021-06-19, 0.72
35-59, 2021-06-18, 0.74
35-59, 2021-06-17, 0.79
35-59, 2021-06-16, 0.88
35-59, 2021-06-15, 1
35-59, 2021-06-14, 0.98
35-59, 2021-06-13, 1.03
35-59, 2021-06-12, 1.12
35-59, 2021-06-11, 1.17
35-59, 2021-06-10, 1.2
35-59, 2021-06-09, 1.23
35-59, 2021-06-08, 1.26
35-59, 2021-06-07, 1.4
35-59, 2021-06-06, 1.43
35-59, 2021-06-05, 1.48
35-59, 2021-06-04, 1.63
35-59, 2021-06-03, 1.82
35-59, 2021-06-02, 2.06
35-59, 2021-06-01, 2.09
35-59, 2021-05-31, 2.01
35-59, 2021-05-30, 2.05
35-59, 2021-05-29, 2.14
35-59, 2021-05-28, 2.19
35-59, 2021-05-27, 2.26
35-59, 2021-05-26, 2.33
35-59, 2021-05-25, 2.74
35-59, 2021-05-24, 3.05
35-59, 2021-05-23, 3.26
35-59, 2021-05-22, 3.49
35-59, 2021-05-21, 3.61
35-59, 2021-05-20, 3.69
35-59, 2021-05-19, 4
35-59, 2021-05-18, 4.27
35-59, 2021-05-17, 4.47
35-59, 2021-05-16, 4.46
35-59, 2021-05-15, 4.58
35-59, 2021-05-14, 4.99
35-59, 2021-05-13, 5.37
35-59, 2021-05-12, 5.74
35-59, 2021-05-11, 5.96
35-59, 2021-05-10, 6.14
35-59, 2021-05-09, 6.34
35-59, 2021-05-08, 6.59
35-59, 2021-05-07, 6.81
35-59, 2021-05-06, 7.14
35-59, 2021-05-05, 7.34
35-59, 2021-05-04, 7.57
35-59, 2021-05-03, 7.72
35-59, 2021-05-02, 7.81
35-59, 2021-05-01, 7.86
35-59, 2021-04-30, 8.07
35-59, 2021-04-29, 8.41
35-59, 2021-04-28, 8.66
35-59, 2021-04-27, 8.85
35-59, 2021-04-26, 9.07
35-59, 2021-04-25, 9.05
35-59, 2021-04-24, 9.18
35-59, 2021-04-23, 9.17
35-59, 2021-04-22, 9
35-59, 2021-04-21, 8.79
35-59, 2021-04-20, 8.61
35-59, 2021-04-19, 8.47
35-59, 2021-04-18, 8.54
35-59, 2021-04-17, 8.4
35-59, 2021-04-16, 8.56
35-59, 2021-04-15, 8.78
35-59, 2021-04-14, 9.23
35-59, 2021-04-13, 8.81
35-59, 2021-04-12, 8.41
35-59, 2021-04-11, 8.29
35-59, 2021-04-10, 8.05
35-59, 2021-04-09, 7.48
35-59, 2021-04-08, 7.19
35-59, 2021-04-07, 6.8
35-59, 2021-04-06, 7.08
35-59, 2021-04-05, 7.31
35-59, 2021-04-04, 7.2
35-59, 2021-04-03, 7.33
35-59, 2021-04-02, 7.52
35-59, 2021-04-01, 7.42
35-59, 2021-03-31, 7.22
35-59, 2021-03-30, 7.14
35-59, 2021-03-29, 7.04
35-59, 2021-03-28, 7.05
35-59, 2021-03-27, 6.85
35-59, 2021-03-26, 6.7
35-59, 2021-03-25, 6.52
35-59, 2021-03-24, 6.18
35-59, 2021-03-23, 6
35-59, 2021-03-22, 5.79
35-59, 2021-03-21, 5.74
35-59, 2021-03-20, 5.74
35-59, 2021-03-19, 5.56
35-59, 2021-03-18, 5.4
35-59, 2021-03-17, 5.27
35-59, 2021-03-16, 4.99
35-59, 2021-03-15, 4.84
35-59, 2021-03-14, 4.68
35-59, 2021-03-13, 4.52
35-59, 2021-03-12, 4.31
35-59, 2021-03-11, 3.99
35-59, 2021-03-10, 3.83
35-59, 2021-03-09, 3.77
35-59, 2021-03-08, 3.76
35-59, 2021-03-07, 3.83
35-59, 2021-03-06, 3.78
35-59, 2021-03-05, 3.81
35-59, 2021-03-04, 3.78
35-59, 2021-03-03, 3.87
35-59, 2021-03-02, 3.96
35-59, 2021-03-01, 3.94
35-59, 2021-02-28, 3.86
35-59, 2021-02-27, 3.9
35-59, 2021-02-26, 3.91
35-59, 2021-02-25, 4.06
35-59, 2021-02-24, 3.91
35-59, 2021-02-23, 3.72
35-59, 2021-02-22, 3.75
35-59, 2021-02-21, 3.77
35-59, 2021-02-20, 3.61
35-59, 2021-02-19, 3.63
35-59, 2021-02-18, 3.48
35-59, 2021-02-17, 3.55
35-59, 2021-02-16, 3.52
35-59, 2021-02-15, 3.48
35-59, 2021-02-14, 3.49
35-59, 2021-02-13, 3.54
35-59, 2021-02-12, 3.49
35-59, 2021-02-11, 3.69
35-59, 2021-02-10, 3.76
35-59, 2021-02-09, 3.96
35-59, 2021-02-08, 4.07
35-59, 2021-02-07, 4.07
35-59, 2021-02-06, 4.15
35-59, 2021-02-05, 4.29
35-59, 2021-02-04, 4.28
35-59, 2021-02-03, 4.45
35-59, 2021-02-02, 4.39
35-59, 2021-02-01, 4.45
35-59, 2021-01-31, 4.51
35-59, 2021-01-30, 4.67
35-59, 2021-01-29, 4.77
35-59, 2021-01-28, 4.91
35-59, 2021-01-27, 4.99
35-59, 2021-01-26, 5.24
35-59, 2021-01-25, 5.31
35-59, 2021-01-24, 5.38
35-59, 2021-01-23, 5.33
35-59, 2021-01-22, 5.47
35-59, 2021-01-21, 5.47
35-59, 2021-01-20, 5.48
35-59, 2021-01-19, 5.56
35-59, 2021-01-18, 5.71
35-59, 2021-01-17, 5.7
35-59, 2021-01-16, 5.76
35-59, 2021-01-15, 5.85
35-59, 2021-01-14, 6.09
35-59, 2021-01-13, 6.16
35-59, 2021-01-12, 6.34
35-59, 2021-01-11, 6.5
35-59, 2021-01-10, 6.79
35-59, 2021-01-09, 6.88
35-59, 2021-01-08, 6.37
35-59, 2021-01-07, 6.07
35-59, 2021-01-06, 6.37
35-59, 2021-01-05, 6.66
35-59, 2021-01-04, 6.8
35-59, 2021-01-03, 6.82
35-59, 2021-01-02, 6.78
35-59, 2021-01-01, 6.89
35-59, 2020-12-31, 6.89
35-59, 2020-12-30, 6.87
35-59, 2020-12-29, 6.68
35-59, 2020-12-28, 6.6
35-59, 2020-12-27, 6.54
35-59, 2020-12-26, 6.72
35-59, 2020-12-25, 7.35
35-59, 2020-12-24, 7.98
35-59, 2020-12-23, 7.9
35-59, 2020-12-22, 7.8
35-59, 2020-12-21, 7.78
35-59, 2020-12-20, 7.74
35-59, 2020-12-19, 7.61
35-59, 2020-12-18, 7.4
35-59, 2020-12-17, 7.16
35-59, 2020-12-16, 7.1
35-59, 2020-12-15, 6.98
35-59, 2020-12-14, 7.01
35-59, 2020-12-13, 6.84
35-59, 2020-12-12, 6.73
35-59, 2020-12-11, 6.56
35-59, 2020-12-10, 6.53
35-59, 2020-12-09, 6.35
35-59, 2020-12-08, 6.11
35-59, 2020-12-07, 5.94
35-59, 2020-12-06, 5.99
35-59, 2020-12-05, 5.96
35-59, 2020-12-04, 5.94
35-59, 2020-12-03, 5.79
35-59, 2020-12-02, 5.97
35-59, 2020-12-01, 6.05
35-59, 2020-11-30, 6.07
35-59, 2020-11-29, 6.11
35-59, 2020-11-28, 6.12
35-59, 2020-11-27, 6.24
35-59, 2020-11-26, 6.08
35-59, 2020-11-25, 5.81
35-59, 2020-11-24, 5.95
35-59, 2020-11-23, 5.99
35-59, 2020-11-22, 5.89
35-59, 2020-11-21, 6.06
35-59, 2020-11-20, 6.06
35-59, 2020-11-19, 6.28
35-59, 2020-11-18, 6.34
35-59, 2020-11-17, 6.13
35-59, 2020-11-16, 6.16
35-59, 2020-11-15, 6.31
35-59, 2020-11-14, 6.21
35-59, 2020-11-13, 6.17
35-59, 2020-11-12, 6.1
35-59, 2020-11-11, 6.06
35-59, 2020-11-10, 6.07
35-59, 2020-11-09, 6.03
35-59, 2020-11-08, 5.96
35-59, 2020-11-07, 5.95
35-59, 2020-11-06, 5.94
35-59, 2020-11-05, 5.81
35-59, 2020-11-04, 5.67
35-59, 2020-11-03, 5.51
35-59, 2020-11-02, 5.33
35-59, 2020-11-01, 5.25
35-59, 2020-10-31, 5.13
35-59, 2020-10-30, 4.89
35-59, 2020-10-29, 4.56
35-59, 2020-10-28, 4.38
35-59, 2020-10-27, 4.06
35-59, 2020-10-26, 3.79
35-59, 2020-10-25, 3.62
35-59, 2020-10-24, 3.35
35-59, 2020-10-23, 3.08
35-59, 2020-10-22, 2.96
35-59, 2020-10-21, 2.74
35-59, 2020-10-20, 2.57
35-59, 2020-10-19, 2.41
35-59, 2020-10-18, 2.32
35-59, 2020-10-17, 2.3
35-59, 2020-10-16, 2.12
35-59, 2020-10-15, 1.94
35-59, 2020-10-14, 1.86
35-59, 2020-10-13, 1.78
35-59, 2020-10-12, 1.75
35-59, 2020-10-11, 1.67
35-59, 2020-10-10, 1.62
35-59, 2020-10-09, 1.51
35-59, 2020-10-08, 1.4
35-59, 2020-10-07, 1.23
35-59, 2020-10-06, 1.1
35-59, 2020-10-05, 0.99
35-59, 2020-10-04, 0.98
35-59, 2020-10-03, 0.92
35-59, 2020-10-02, 0.91
35-59, 2020-10-01, 0.92
35-59, 2020-09-30, 0.89
35-59, 2020-09-29, 0.87
35-59, 2020-09-28, 0.85
35-59, 2020-09-27, 0.85
35-59, 2020-09-26, 0.81
35-59, 2020-09-25, 0.83
35-59, 2020-09-24, 0.82
35-59, 2020-09-23, 0.83
35-59, 2020-09-22, 0.83
35-59, 2020-09-21, 0.83
35-59, 2020-09-20, 0.85
35-59, 2020-09-19, 0.88
35-59, 2020-09-18, 0.8
35-59, 2020-09-17, 0.7
35-59, 2020-09-16, 0.68
35-59, 2020-09-15, 0.62
35-59, 2020-09-14, 0.57
35-59, 2020-09-13, 0.52
35-59, 2020-09-12, 0.5
35-59, 2020-09-11, 0.52
35-59, 2020-09-10, 0.52
35-59, 2020-09-09, 0.48
35-59, 2020-09-08, 0.51
35-59, 2020-09-07, 0.52
35-59, 2020-09-06, 0.54
35-59, 2020-09-05, 0.52
35-59, 2020-09-04, 0.51
35-59, 2020-09-03, 0.52
35-59, 2020-09-02, 0.54
35-59, 2020-09-01, 0.52
35-59, 2020-08-31, 0.53
35-59, 2020-08-30, 0.52
35-59, 2020-08-29, 0.54
35-59, 2020-08-28, 0.57
35-59, 2020-08-27, 0.56
35-59, 2020-08-26, 0.55
35-59, 2020-08-25, 0.59
35-59, 2020-08-24, 0.6
35-59, 2020-08-23, 0.61
35-59, 2020-08-22, 0.57
35-59, 2020-08-21, 0.55
35-59, 2020-08-20, 0.56
35-59, 2020-08-19, 0.58
35-59, 2020-08-18, 0.55
35-59, 2020-08-17, 0.53
35-59, 2020-08-16, 0.52
35-59, 2020-08-15, 0.55
35-59, 2020-08-14, 0.54
35-59, 2020-08-13, 0.53
35-59, 2020-08-12, 0.5
35-59, 2020-08-11, 0.52
35-59, 2020-08-10, 0.53
35-59, 2020-08-09, 0.55
35-59, 2020-08-08, 0.55
35-59, 2020-08-07, 0.55
35-59, 2020-08-06, 0.53
35-59, 2020-08-05, 0.55
35-59, 2020-08-04, 0.54
35-59, 2020-08-03, 0.52
35-59, 2020-08-02, 0.49
35-59, 2020-08-01, 0.49
35-59, 2020-07-31, 0.5
35-59, 2020-07-30, 0.49
35-59, 2020-07-29, 0.46
35-59, 2020-07-28, 0.43
35-59, 2020-07-27, 0.4
35-59, 2020-07-26, 0.4
35-59, 2020-07-25, 0.37
35-59, 2020-07-24, 0.35
35-59, 2020-07-23, 0.36
35-59, 2020-07-22, 0.36
