Altersgruppe, Meldedatum, difference, trend, value
>=80, 2022-10-11, 45.3069, 1, 73.06
>=80, 2022-10-10, 14.9714, 0.3304, 69.56
>=80, 2022-10-09, 15.675, 0.346, 71.19
>=80, 2022-10-08, 16.0349, 0.3539, 72.66
>=80, 2022-10-07, 13.8424, 0.3055, 74.02
>=80, 2022-10-06, 9.6537, 0.2131, 72.53
>=80, 2022-10-05, 0.9326, 0.0206, 67.25
>=80, 2022-10-04, -0.4418, -0.0315, 53.19
>=80, 2022-10-03, 17.5075, 0.3864, 64.78
>=80, 2022-10-02, 18.4729, 0.4077, 64.35
>=80, 2022-10-01, 19.651, 0.4337, 64.12
>=80, 2022-09-30, 19.111, 0.4218, 60.97
>=80, 2022-09-29, 15.3968, 0.3398, 57.4
>=80, 2022-09-28, 14.8405, 0.3276, 53.65
>=80, 2022-09-27, 10.39, 0.2293, 48.74
>=80, 2022-09-26, 7.3303, 0.1618, 42.26
>=80, 2022-09-25, 7.7066, 0.1701, 41.17
>=80, 2022-09-24, 7.8211, 0.1726, 39.91
>=80, 2022-09-23, 5.9067, 0.1304, 37.26
>=80, 2022-09-22, 3.9924, 0.0881, 34.85
>=80, 2022-09-21, 2.6343, 0.0581, 32.2
>=80, 2022-09-20, 1.9798, 0.0437, 30.3
>=80, 2022-09-19, 1.3253, 0.0293, 28.04
>=80, 2022-09-18, 1.2108, 0.0267, 27.6
>=80, 2022-09-17, 1.3417, 0.0296, 27.39
>=80, 2022-09-16, 0.2782, 0.0061, 27.08
>=80, 2022-09-15, 0.3927, 0.0087, 26.52
>=80, 2022-09-14, 0.4909, 0.0108, 26.44
>=80, 2022-09-13, 0.6708, 0.0148, 26.34
>=80, 2022-09-12, 0.1309, 0.0029, 25.8
>=80, 2022-09-11, 0.18, 0.004, 25.97
>=80, 2022-09-10, -0.0327, -0.0023, 25.9
>=80, 2022-09-09, 0.2782, 0.0061, 25.8
>=80, 2022-09-08, -1.0308, -0.0736, 25.38
>=80, 2022-09-07, -2.8307, -0.2021, 24.43
>=80, 2022-09-06, -3.0106, -0.215, 24.35
>=80, 2022-09-05, -3.8124, -0.2722, 24.84
>=80, 2022-09-04, -4.1233, -0.2944, 24.77
>=80, 2022-09-03, -4.336, -0.3096, 25.03
>=80, 2022-09-02, -4.7287, -0.3376, 25.39
>=80, 2022-09-01, -4.2378, -0.3026, 26.47
>=80, 2022-08-31, -3.4197, -0.2442, 28.34
>=80, 2022-08-30, -5.0068, -0.3575, 29.3
>=80, 2022-08-29, -3.616, -0.2582, 30.94
>=80, 2022-08-28, -3.7306, -0.2664, 31.33
>=80, 2022-08-27, -3.4524, -0.2465, 31.55
>=80, 2022-08-26, -3.7633, -0.2687, 32.56
>=80, 2022-08-25, -2.8307, -0.2021, 34.18
>=80, 2022-08-24, -1.3417, -0.0958, 35.47
>=80, 2022-08-23, 1.6853, 0.0372, 38.11
>=80, 2022-08-22, -0.8017, -0.0572, 38.93
>=80, 2022-08-21, -0.8672, -0.0619, 39.06
>=80, 2022-08-20, -1.2599, -0.09, 38.86
>=80, 2022-08-19, -0.7854, -0.0561, 40.43
>=80, 2022-08-18, -3.0106, -0.215, 40.25
>=80, 2022-08-17, -4.336, -0.3096, 40.02
>=80, 2022-08-16, -5.5959, -0.3995, 39.29
>=80, 2022-08-15, -5.7104, -0.4077, 40.71
>=80, 2022-08-14, -5.8086, -0.4147, 40.82
>=80, 2022-08-13, -5.9558, -0.4252, 41.27
>=80, 2022-08-12, -4.4505, -0.3178, 41.69
>=80, 2022-08-11, -3.976, -0.2839, 43.46
>=80, 2022-08-10, -4.0905, -0.2921, 44.57
>=80, 2022-08-09, -4.2869, -0.3061, 46.63
>=80, 2022-08-08, -5.1704, -0.3692, 48.51
>=80, 2022-08-07, -6.0704, -0.4334, 48.63
>=80, 2022-08-06, -6.4303, -0.4591, 48.81
>=80, 2022-08-05, -7.5921, -0.5421, 48.58
>=80, 2022-08-04, -8.6556, -0.618, 49.63
>=80, 2022-08-03, -8.9665, -0.6402, 50.94
>=80, 2022-08-02, -5.8086, -0.4147, 53.72
>=80, 2022-08-01, -2.847, -0.2033, 58.41
>=80, 2022-07-31, -2.258, -0.1612, 59.54
>=80, 2022-07-30, -2.438, -0.1741, 60.03
>=80, 2022-07-29, -0.1963, -0.014, 63.09
>=80, 2022-07-28, 3.8124, 0.0841, 66.45
>=80, 2022-07-27, 5.5468, 0.1224, 69.24
>=80, 2022-07-26, 4.5487, 0.1004, 69.75
>=80, 2022-07-25, 4.4669, 0.0986, 68.77
>=80, 2022-07-24, 4.2869, 0.0946, 68.08
>=80, 2022-07-23, 4.6796, 0.1033, 68.16
>=80, 2022-07-22, 5.6613, 0.125, 67.98
>=80, 2022-07-21, 6.234, 0.1376, 65.32
>=80, 2022-07-20, 7.543, 0.1665, 64.04
>=80, 2022-07-19, 7.3793, 0.1629, 61.95
>=80, 2022-07-18, 8.2465, 0.182, 60.05
>=80, 2022-07-17, 9.0646, 0.2001, 60.38
>=80, 2022-07-16, 9.441, 0.2084, 60.15
>=80, 2022-07-15, 6.2667, 0.1383, 57.63
>=80, 2022-07-14, 5.2359, 0.1156, 55.32
>=80, 2022-07-13, 3.2561, 0.0719, 52.62
>=80, 2022-07-12, 1.9635, 0.0433, 50.53
>=80, 2022-07-11, 1.898, 0.0419, 46.44
>=80, 2022-07-10, 1.5217, 0.0336, 45.91
>=80, 2022-07-09, 1.4399, 0.0318, 45.39
>=80, 2022-07-08, 1.6689, 0.0368, 44.21
>=80, 2022-07-07, 1.1126, 0.0246, 43.02
>=80, 2022-07-06, 2.1925, 0.0484, 42.67
>=80, 2022-07-05, 2.7488, 0.0607, 41.74
>=80, 2022-07-04, 2.3398, 0.0516, 41.97
>=80, 2022-07-03, 2.5689, 0.0567, 41.94
>=80, 2022-07-02, 2.7816, 0.0614, 41.84
>=80, 2022-07-01, 2.3889, 0.0527, 42.05
>=80, 2022-06-30, 4.2542, 0.0939, 42.38
>=80, 2022-06-29, 4.745, 0.1047, 40.92
>=80, 2022-06-28, 5.3341, 0.1177, 39.65
>=80, 2022-06-27, 7.2812, 0.1607, 38.55
>=80, 2022-06-26, 8.0502, 0.1777, 38.35
>=80, 2022-06-25, 8.2956, 0.1831, 38.19
>=80, 2022-06-24, 9.4573, 0.2087, 37.57
>=80, 2022-06-23, 4.2705, 0.0943, 33.59
>=80, 2022-06-22, 2.667, 0.0589, 32.33
>=80, 2022-06-21, -0.7854, -0.0561, 30.58
>=80, 2022-06-20, 1.309, 0.0289, 26.98
>=80, 2022-06-19, 1.309, 0.0289, 26.23
>=80, 2022-06-18, 1.7017, 0.0376, 25.88
>=80, 2022-06-17, 1.0145, 0.0224, 24.04
>=80, 2022-06-16, 4.4178, 0.0975, 25.31
>=80, 2022-06-15, 6.234, 0.1376, 25.08
>=80, 2022-06-14, 9.6373, 0.2127, 27.28
>=80, 2022-06-13, 2.8797, 0.0636, 22.35
>=80, 2022-06-12, 2.8143, 0.0621, 22.14
>=80, 2022-06-11, 2.847, 0.0628, 21.63
>=80, 2022-06-10, 2.0944, 0.0462, 20.98
>=80, 2022-06-09, 2.4216, 0.0534, 19.8
>=80, 2022-06-08, 0.6381, 0.0141, 17.98
>=80, 2022-06-07, -1.0472, -0.0748, 14.3
>=80, 2022-06-06, 1.5871, 0.035, 16.85
>=80, 2022-06-05, 1.6035, 0.0354, 16.71
>=80, 2022-06-04, 1.5217, 0.0336, 16.71
>=80, 2022-06-03, 1.9307, 0.0426, 16.21
>=80, 2022-06-02, -2.7161, -0.1939, 14.19
>=80, 2022-06-01, -3.7142, -0.2652, 14.19
>=80, 2022-05-31, -5.1541, -0.368, 13.7
>=80, 2022-05-30, -5.0559, -0.361, 14.38
>=80, 2022-05-29, -5.2032, -0.3715, 14.42
>=80, 2022-05-28, -5.5468, -0.396, 14.79
>=80, 2022-05-27, -5.6122, -0.4007, 14.94
>=80, 2022-05-26, -3.1252, -0.2231, 17.67
>=80, 2022-05-25, -2.5689, -0.1834, 18.41
>=80, 2022-05-24, -3.0761, -0.2196, 19.91
>=80, 2022-05-23, -3.6488, -0.2605, 20.94
>=80, 2022-05-22, -3.796, -0.271, 21.25
>=80, 2022-05-21, -3.7142, -0.2652, 21.53
>=80, 2022-05-20, -3.9106, -0.2792, 22.29
>=80, 2022-05-19, -2.9943, -0.2138, 23.41
>=80, 2022-05-18, -3.9924, -0.285, 24
>=80, 2022-05-17, -3.0106, -0.215, 25.62
>=80, 2022-05-16, -2.7652, -0.1974, 26.95
>=80, 2022-05-15, -3.3052, -0.236, 27.1
>=80, 2022-05-14, -3.8288, -0.2734, 27.39
>=80, 2022-05-13, -3.6488, -0.2605, 27.96
>=80, 2022-05-12, -3.9596, -0.2827, 28.57
>=80, 2022-05-11, -2.8961, -0.2068, 30.25
>=80, 2022-05-10, -2.1434, -0.153, 30.89
>=80, 2022-05-09, -1.7344, -0.1238, 31.87
>=80, 2022-05-08, -1.9471, -0.139, 32.63
>=80, 2022-05-07, -1.7998, -0.1285, 33.23
>=80, 2022-05-06, -2.8634, -0.2044, 33.9
>=80, 2022-05-05, -4.3196, -0.3084, 34.64
>=80, 2022-05-04, -5.694, -0.4065, 35.49
>=80, 2022-05-03, -8.5901, -0.6133, 36.27
>=80, 2022-05-02, -3.8451, -0.2745, 37.32
>=80, 2022-05-01, -2.9616, -0.2114, 37.6
>=80, 2022-04-30, -2.667, -0.1904, 37.99
>=80, 2022-04-29, 1.8162, 0.0401, 39.99
>=80, 2022-04-28, 4.3523, 0.0961, 42.38
>=80, 2022-04-27, 8.3611, 0.1845, 45.7
>=80, 2022-04-26, 12.8116, 0.2828, 50.41
>=80, 2022-04-25, 0.8508, 0.0188, 45.31
>=80, 2022-04-24, -0.1636, -0.0117, 45.27
>=80, 2022-04-23, -0.949, -0.0678, 45.78
>=80, 2022-04-22, -9.4573, -0.6752, 42.35
>=80, 2022-04-21, -9.7519, -0.6963, 42.69
>=80, 2022-04-20, -12.7461, -0.91, 41.74
>=80, 2022-04-19, -14.006, -1, 39.47
>=80, 2022-04-18, -6.7085, -0.479, 46.68
>=80, 2022-04-17, -6.054, -0.4322, 47.63
>=80, 2022-04-16, -5.6777, -0.4054, 48.35
>=80, 2022-04-15, 0.5563, 0.0123, 53.23
>=80, 2022-04-14, 0.4418, 0.0098, 53.9
>=80, 2022-04-13, -0.4745, -0.0339, 55.62
>=80, 2022-04-12, -0.4254, -0.0304, 56.53
>=80, 2022-04-11, -1.4235, -0.1016, 56.83
>=80, 2022-04-10, -1.9635, -0.1402, 56.71
>=80, 2022-04-09, -2.258, -0.1612, 56.92
>=80, 2022-04-08, -3.9433, -0.2815, 56.84
>=80, 2022-04-07, -4.1887, -0.2991, 57.92
>=80, 2022-04-06, -2.1271, -0.1519, 59.33
>=80, 2022-04-05, -3.0106, -0.215, 61.67
>=80, 2022-04-04, -0.9817, -0.0701, 63.24
>=80, 2022-04-03, -0.5072, -0.0362, 64.66
>=80, 2022-04-02, -0.6545, -0.0467, 66.53
>=80, 2022-04-01, -0.1473, -0.0105, 69.7
>=80, 2022-03-31, -0.54, -0.0386, 70.68
>=80, 2022-03-30, -1.2272, -0.0876, 70.77
>=80, 2022-03-29, 0.5236, 0.0116, 71.83
>=80, 2022-03-28, -1.1126, -0.0794, 71.85
>=80, 2022-03-27, -1.2272, -0.0876, 71.49
>=80, 2022-03-26, -0.9817, -0.0701, 70.98
>=80, 2022-03-25, -0.1473, -0.0105, 71.39
>=80, 2022-03-24, 0.6381, 0.0141, 72.55
>=80, 2022-03-23, 0.9326, 0.0206, 73.73
>=80, 2022-03-22, 0.3272, 0.0072, 73.16
>=80, 2022-03-21, 3.0925, 0.0683, 72.78
>=80, 2022-03-20, 3.1579, 0.0697, 73.53
>=80, 2022-03-19, 4.0415, 0.0892, 73.88
>=80, 2022-03-18, 5.0886, 0.1123, 72.8
>=80, 2022-03-17, 4.9414, 0.1091, 72.01
>=80, 2022-03-16, 5.3995, 0.1192, 70.39
>=80, 2022-03-15, 6.9212, 0.1528, 68.38
>=80, 2022-03-14, 5.2523, 0.1159, 65.96
>=80, 2022-03-13, 4.8268, 0.1065, 64.76
>=80, 2022-03-12, 3.976, 0.0878, 63.85
>=80, 2022-03-11, 2.0453, 0.0451, 61.65
>=80, 2022-03-10, 1.3253, 0.0293, 59.44
>=80, 2022-03-09, 1.1617, 0.0256, 57.69
>=80, 2022-03-08, -0.2945, -0.021, 55.81
>=80, 2022-03-07, 0.0164, 0.0004, 54.18
>=80, 2022-03-06, 0.5563, 0.0123, 54.5
>=80, 2022-03-05, 1.4399, 0.0318, 54.67
>=80, 2022-03-04, 2.3889, 0.0527, 55.06
>=80, 2022-03-03, 2.2253, 0.0491, 54.47
>=80, 2022-03-02, 1.2272, 0.0271, 54.47
>=80, 2022-03-01, -0.0654, -0.0047, 54.55
>=80, 2022-02-28, 0.3436, 0.0076, 55.48
>=80, 2022-02-27, 0.3927, 0.0087, 55.42
>=80, 2022-02-26, 0.3763, 0.0083, 55.16
>=80, 2022-02-25, 0.6708, 0.0148, 55.04
>=80, 2022-02-24, 1.6035, 0.0354, 56.01
>=80, 2022-02-23, 1.8326, 0.0404, 55.62
>=80, 2022-02-22, 3.2561, 0.0719, 56.66
>=80, 2022-02-21, 2.1598, 0.0477, 56.06
>=80, 2022-02-20, 1.9962, 0.0441, 55.65
>=80, 2022-02-19, 1.538, 0.0339, 55.6
>=80, 2022-02-18, 1.1126, 0.0246, 55.26
>=80, 2022-02-17, 0.8999, 0.0199, 54.34
>=80, 2022-02-16, 1.7017, 0.0376, 53.68
>=80, 2022-02-15, 2.4707, 0.0545, 52.74
>=80, 2022-02-14, 4.2214, 0.0932, 52.28
>=80, 2022-02-13, 4.6469, 0.1026, 52.56
>=80, 2022-02-12, 5.7758, 0.1275, 52.51
>=80, 2022-02-11, 6.1358, 0.1354, 51.48
>=80, 2022-02-10, 7.543, 0.1665, 51.38
>=80, 2022-02-09, 7.8538, 0.1733, 50.15
>=80, 2022-02-08, 6.5449, 0.1445, 48.07
>=80, 2022-02-07, 4.7941, 0.1058, 45.91
>=80, 2022-02-06, 4.9414, 0.1091, 44.62
>=80, 2022-02-05, 5.1214, 0.113, 43.23
>=80, 2022-02-04, 4.3196, 0.0953, 41.69
>=80, 2022-02-03, 2.7161, 0.0599, 38.21
>=80, 2022-02-02, 2.9452, 0.065, 35.78
>=80, 2022-02-01, 2.9288, 0.0646, 33.67
>=80, 2022-01-31, 3.0434, 0.0672, 32.87
>=80, 2022-01-30, 3.5015, 0.0773, 32.76
>=80, 2022-01-29, 3.2233, 0.0711, 32.18
>=80, 2022-01-28, 3.1579, 0.0697, 30.7
>=80, 2022-01-27, 3.1906, 0.0704, 29.34
>=80, 2022-01-26, 2.6016, 0.0574, 28.31
>=80, 2022-01-25, 2.1762, 0.048, 26.62
>=80, 2022-01-24, 2.1925, 0.0484, 25.43
>=80, 2022-01-23, 2.2907, 0.0506, 24.36
>=80, 2022-01-22, 2.2089, 0.0488, 23.5
>=80, 2022-01-21, 1.489, 0.0329, 22.2
>=80, 2022-01-20, 1.309, 0.0289, 21.27
>=80, 2022-01-19, 0.0982, 0.0022, 20.01
>=80, 2022-01-18, -0.5236, -0.0374, 19.05
>=80, 2022-01-17, -1.6853, -0.1203, 17.97
>=80, 2022-01-16, -2.4707, -0.1764, 17.72
>=80, 2022-01-15, -2.4216, -0.1729, 17.43
>=80, 2022-01-14, -1.7017, -0.1215, 17.28
>=80, 2022-01-13, -2.7325, -0.1951, 17.03
>=80, 2022-01-12, -2.4707, -0.1764, 17.77
>=80, 2022-01-11, -1.6035, -0.1145, 18.78
>=80, 2022-01-10, -0.3763, -0.0269, 19.99
>=80, 2022-01-09, 0.0491, 0.0011, 20.65
>=80, 2022-01-08, -0.2618, -0.0187, 20.31
>=80, 2022-01-07, -0.8345, -0.0596, 20.16
>=80, 2022-01-06, -0.2127, -0.0152, 21.39
>=80, 2022-01-05, -0.4418, -0.0315, 21.91
>=80, 2022-01-04, -0.9981, -0.0713, 22.47
>=80, 2022-01-03, -1.3417, -0.0958, 22.19
>=80, 2022-01-02, -1.2763, -0.0911, 22.24
>=80, 2022-01-01, -2.2089, -0.1577, 22.73
>=80, 2021-12-31, -4.7287, -0.3376, 22.43
>=80, 2021-12-30, -5.8904, -0.4206, 22.68
>=80, 2021-12-29, -5.9558, -0.4252, 23.23
>=80, 2021-12-28, -6.9212, -0.4942, 24.13
>=80, 2021-12-27, -7.6084, -0.5432, 24.76
>=80, 2021-12-26, -7.5593, -0.5397, 25.15
>=80, 2021-12-25, -6.6921, -0.4778, 26.64
>=80, 2021-12-24, -4.4178, -0.3154, 29.48
>=80, 2021-12-23, -4.0087, -0.2862, 31.09
>=80, 2021-12-22, -3.8778, -0.2769, 33.38
>=80, 2021-12-21, -2.4052, -0.1717, 35.56
>=80, 2021-12-20, -2.2253, -0.1589, 37.01
>=80, 2021-12-19, -3.3052, -0.236, 37.19
>=80, 2021-12-18, -3.5833, -0.2558, 38.65
>=80, 2021-12-17, -3.207, -0.229, 40.32
>=80, 2021-12-16, -2.1925, -0.1565, 42.07
>=80, 2021-12-15, -1.8326, -0.1308, 42.93
>=80, 2021-12-14, -1.8489, -0.132, 43.43
>=80, 2021-12-13, -0.589, -0.0421, 45.57
>=80, 2021-12-12, 0.2618, 0.0058, 47.3
>=80, 2021-12-11, 0.3436, 0.0076, 47.56
>=80, 2021-12-10, 0.8345, 0.0184, 48.58
>=80, 2021-12-09, 0.9654, 0.0213, 48.79
>=80, 2021-12-08, 0.0164, 0.0004, 49.09
>=80, 2021-12-07, -1.7835, -0.1273, 49.87
>=80, 2021-12-06, -2.5034, -0.1787, 49.14
>=80, 2021-12-05, -3.5506, -0.2535, 48.71
>=80, 2021-12-04, -3.6979, -0.264, 49.17
>=80, 2021-12-03, -4.3196, -0.3084, 49.18
>=80, 2021-12-02, -4.565, -0.3259, 49.45
>=80, 2021-12-01, -2.667, -0.1904, 50.2
>=80, 2021-11-30, -0.2618, -0.0187, 51.72
>=80, 2021-11-29, 0.949, 0.0209, 53.55
>=80, 2021-11-28, 2.258, 0.0498, 54.37
>=80, 2021-11-27, 2.7488, 0.0607, 53.78
>=80, 2021-11-26, 4.1069, 0.0906, 54.11
>=80, 2021-11-25, 4.1724, 0.0921, 55.22
>=80, 2021-11-24, 3.9596, 0.0874, 54.67
>=80, 2021-11-23, 3.9596, 0.0874, 53.68
>=80, 2021-11-22, 3.4361, 0.0758, 51.95
>=80, 2021-11-21, 2.5525, 0.0563, 51.08
>=80, 2021-11-20, 3.0434, 0.0672, 50.97
>=80, 2021-11-19, 2.078, 0.0459, 49.59
>=80, 2021-11-18, 2.1107, 0.0466, 48.25
>=80, 2021-11-17, 1.3744, 0.0303, 46.66
>=80, 2021-11-16, 1.6689, 0.0368, 44.65
>=80, 2021-11-15, 2.2089, 0.0488, 43.64
>=80, 2021-11-14, 2.8307, 0.0625, 42.92
>=80, 2021-11-13, 2.6998, 0.0596, 42.05
>=80, 2021-11-12, 3.796, 0.0838, 41.31
>=80, 2021-11-11, 4.6469, 0.1026, 39.94
>=80, 2021-11-10, 5.1214, 0.113, 40.38
>=80, 2021-11-09, 5.3013, 0.117, 39.68
>=80, 2021-11-08, 3.1415, 0.0693, 37.47
>=80, 2021-11-07, 3.6324, 0.0802, 36.95
>=80, 2021-11-06, 3.5179, 0.0776, 36.03
>=80, 2021-11-05, 2.4543, 0.0542, 34.46
>=80, 2021-11-04, 2.8143, 0.0621, 33.07
>=80, 2021-11-03, 3.4851, 0.0769, 31.43
>=80, 2021-11-02, 2.2743, 0.0502, 29.42
>=80, 2021-11-01, 3.9596, 0.0874, 29.35
>=80, 2021-10-31, 3.7142, 0.082, 28.49
>=80, 2021-10-30, 4.0251, 0.0888, 28.16
>=80, 2021-10-29, 4.3523, 0.0961, 27.46
>=80, 2021-10-28, 3.8615, 0.0852, 25.88
>=80, 2021-10-27, 3.5179, 0.0776, 23.95
>=80, 2021-10-26, 4.3196, 0.0953, 23.45
>=80, 2021-10-25, 4.2869, 0.0946, 22.45
>=80, 2021-10-24, 4.6796, 0.1033, 22.24
>=80, 2021-10-23, 4.4014, 0.0971, 21.09
>=80, 2021-10-22, 3.8288, 0.0845, 19.52
>=80, 2021-10-21, 3.207, 0.0708, 18.03
>=80, 2021-10-20, 2.438, 0.0538, 16.35
>=80, 2021-10-19, 1.5053, 0.0332, 14.1
>=80, 2021-10-18, 1.4071, 0.0311, 12.84
>=80, 2021-10-17, 1.129, 0.0249, 12.47
>=80, 2021-10-16, 1.0308, 0.0228, 12.09
>=80, 2021-10-15, 1.2435, 0.0274, 11.47
>=80, 2021-10-14, 1.2435, 0.0274, 11.26
>=80, 2021-10-13, 1.0635, 0.0235, 11.26
>=80, 2021-10-12, 0.8508, 0.0188, 11.4
>=80, 2021-10-11, 0.54, 0.0119, 10.68
>=80, 2021-10-10, 0.5236, 0.0116, 10.31
>=80, 2021-10-09, 0.4745, 0.0105, 10.11
>=80, 2021-10-08, 0.4909, 0.0108, 9.88
>=80, 2021-10-07, 0.4254, 0.0094, 9.54
>=80, 2021-10-06, 0.7036, 0.0155, 9.33
>=80, 2021-10-05, 1.1617, 0.0256, 9.23
>=80, 2021-10-04, 1.2272, 0.0271, 9.62
>=80, 2021-10-03, 1.2435, 0.0274, 9.67
>=80, 2021-10-02, 1.6526, 0.0365, 9.74
>=80, 2021-10-01, 1.2272, 0.0271, 9.52
>=80, 2021-09-30, 1.129, 0.0249, 9.44
>=80, 2021-09-29, 0.6381, 0.0141, 8.93
>=80, 2021-09-28, -0.1473, -0.0105, 8.13
>=80, 2021-09-27, -0.6218, -0.0444, 7.67
>=80, 2021-09-26, -0.5236, -0.0374, 7.66
>=80, 2021-09-25, -0.9654, -0.0689, 7.43
>=80, 2021-09-24, -1.0635, -0.0759, 7.66
>=80, 2021-09-23, -1.2435, -0.0888, 7.43
>=80, 2021-09-22, -0.7036, -0.0502, 7.72
>=80, 2021-09-21, 0.0164, 0.0004, 8.52
>=80, 2021-09-20, 0.6218, 0.0137, 8.67
>=80, 2021-09-19, 0.769, 0.017, 8.69
>=80, 2021-09-18, 0.8508, 0.0188, 9.18
>=80, 2021-09-17, 1.129, 0.0249, 9.31
>=80, 2021-09-16, 1.4071, 0.0311, 9.83
>=80, 2021-09-15, 1.6853, 0.0372, 9.64
>=80, 2021-09-14, 1.2435, 0.0274, 9.28
>=80, 2021-09-13, 0.5072, 0.0112, 9.13
>=80, 2021-09-12, 0.2945, 0.0065, 9.16
>=80, 2021-09-11, 0.7527, 0.0166, 8.8
>=80, 2021-09-10, 0.8345, 0.0184, 8.56
>=80, 2021-09-09, 0.6708, 0.0148, 8.07
>=80, 2021-09-08, -0.0164, -0.0012, 8.05
>=80, 2021-09-07, 0.1309, 0.0029, 7.97
>=80, 2021-09-06, 0.6545, 0.0144, 7.77
>=80, 2021-09-05, 0.8508, 0.0188, 7.74
>=80, 2021-09-04, 0.6872, 0.0152, 7.54
>=80, 2021-09-03, 0.8017, 0.0177, 7.17
>=80, 2021-09-02, 0.8999, 0.0199, 7.22
>=80, 2021-09-01, 1.2435, 0.0274, 6.94
>=80, 2021-08-31, 1.0308, 0.0228, 6.43
>=80, 2021-08-30, 0.8345, 0.0184, 6.15
>=80, 2021-08-29, 0.5727, 0.0126, 6
>=80, 2021-08-28, 0.5563, 0.0123, 5.79
>=80, 2021-08-27, 0.18, 0.004, 5.56
>=80, 2021-08-26, 0.2291, 0.0051, 4.93
>=80, 2021-08-25, 0.1309, 0.0029, 4.4
>=80, 2021-08-24, 0.4909, 0.0108, 4.25
>=80, 2021-08-23, 0.5072, 0.0112, 4.04
>=80, 2021-08-22, 0.8181, 0.0181, 3.98
>=80, 2021-08-21, 0.7036, 0.0155, 3.83
>=80, 2021-08-20, 0.7854, 0.0173, 3.78
>=80, 2021-08-19, 0.5563, 0.0123, 3.71
>=80, 2021-08-18, 0.6218, 0.0137, 3.63
>=80, 2021-08-17, 0.2618, 0.0058, 3.09
>=80, 2021-08-16, 0.3272, 0.0072, 2.85
>=80, 2021-08-15, 0.2291, 0.0051, 2.63
>=80, 2021-08-14, 0.2618, 0.0058, 2.63
>=80, 2021-08-13, 0.3436, 0.0076, 2.39
>=80, 2021-08-12, 0.3272, 0.0072, 2.29
>=80, 2021-08-11, 0.3109, 0.0069, 2.09
>=80, 2021-08-10, 0.3109, 0.0069, 2.11
>=80, 2021-08-09, 0.3109, 0.0069, 2.08
>=80, 2021-08-08, 0.2618, 0.0058, 2.05
>=80, 2021-08-07, 0.3436, 0.0076, 1.93
>=80, 2021-08-06, 0.2945, 0.0065, 1.83
>=80, 2021-08-05, 0.4254, 0.0094, 1.72
>=80, 2021-08-04, 0.2945, 0.0065, 1.69
>=80, 2021-08-03, 0.54, 0.0119, 1.72
>=80, 2021-08-02, 0.3436, 0.0076, 1.6
>=80, 2021-08-01, 0.3763, 0.0083, 1.57
>=80, 2021-07-31, 0.2945, 0.0065, 1.54
>=80, 2021-07-30, 0.1963, 0.0043, 1.55
>=80, 2021-07-29, 0.18, 0.004, 1.37
>=80, 2021-07-28, 0.18, 0.004, 1.29
>=80, 2021-07-27, , , 0.98
>=80, 2021-07-26, 0.1636, 0.0036, 1.06
>=80, 2021-07-25, 0.1636, 0.0036, 1.08
>=80, 2021-07-24, 0.1309, 0.0029, 1.13
>=80, 2021-07-23, 0.1309, 0.0029, 1.05
>=80, 2021-07-22, 0.0654, 0.0014, 1.01
>=80, 2021-07-21, 0.0654, 0.0014, 0.9
