Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 26, , 80.8
2022-06-15, -6.6, trend, 31, -0.2284, 74.2
2022-06-22, -5.4, trend, 32, -0.1869, 68.8
2022-06-29, -15.7, trend, 32, -0.5433, 53.1
2022-07-06, -9.3, trend, 32, -0.3218, 43.8
2022-07-13, -6.3, trend, 32, -0.218, 37.5
2022-07-20, -15.6, trend, 32, -0.5398, 21.9
2022-07-27, -18.8, trend, 32, -0.6505, 3.1
2022-08-03, , trend, 32, , 3.1
2022-08-10, -3.1, trend, 32, -0.1073, 
2022-08-17, 6.2, trend, 32, 0.25, 6.2
2022-08-24, 9.4, trend, 32, 0.379, 15.6
2022-08-31, 9.4, trend, 32, 0.379, 25
2022-09-07, 15.6, trend, 32, 0.629, 40.6
2022-09-14, 12.5, trend, 32, 0.504, 53.1
2022-09-21, 18.8, trend, 32, 0.7581, 71.9
2022-09-28, , trend, 32, , 71.9
2022-10-05, -3.1, trend, 32, -0.1073, 68.8
2022-10-12, -28.8, trend, 45, -0.9965, 40
2022-10-19, -16.1, trend, 46, -0.5571, 23.9
2022-10-26, -15.4, trend, 47, -0.5329, 8.5
2022-11-02, 6.1, trend, 48, 0.246, 14.6
2022-11-09, 2.1, trend, 48, 0.0847, 16.7
2022-11-16, -8.5, trend, 49, -0.2941, 8.2
2022-11-23, 7.8, trend, 50, 0.3145, 16
2022-11-30, 18, trend, 50, 0.7258, 34
2022-12-07, 24.8, trend, 51, 1, 58.8
2022-12-14, 4.7, trend, 52, 0.1895, 63.5
2022-12-21, -28.9, trend, 52, -1, 34.6
2022-12-28, -17.6, trend, 53, -0.609, 17
2023-01-04, -11.3, trend, 53, -0.391, 5.7
2023-01-11, -1.9, trend, 53, -0.0657, 3.8
2023-01-18, 13.2, trend, 53, 0.5323, 17
2023-01-25, 24.5, trend, 53, 0.9879, 41.5
2023-02-01, 18.9, trend, 53, 0.7621, 60.4
2023-02-08, 1.9, trend, 53, 0.0766, 62.3
2023-02-15, 1.5, trend, 47, 0.0605, 63.8
2023-02-22, -15.2, trend, 37, -0.526, 48.6
