Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 14, , 7.1
2022-06-15, -7.1, fallend, 17, -0.2518, 
2022-06-22, 5.3, fallend, 19, 0.1008, 5.3
2022-06-29, 5.2, fallend, 19, 0.0989, 10.5
2022-07-06, -5.2, fallend, 19, -0.1844, 5.3
2022-07-13, , fallend, 19, , 5.3
2022-07-20, , fallend, 19, , 5.3
2022-07-27, 52.6, fallend, 19, 1, 57.9
2022-08-03, 26.3, fallend, 19, 0.5, 84.2
2022-08-10, , fallend, 19, , 84.2
2022-08-17, -5.3, fallend, 19, -0.1879, 78.9
2022-08-24, -21, fallend, 19, -0.7447, 57.9
2022-08-31, -26.3, fallend, 19, -0.9326, 31.6
2022-09-07, -26.3, fallend, 19, -0.9326, 5.3
2022-09-14, 5.2, fallend, 19, 0.0989, 10.5
2022-09-21, -10.5, fallend, 19, -0.3723, 
2022-09-28, , fallend, 19, , 
2022-10-05, 10.5, fallend, 19, 0.1996, 10.5
2022-10-12, 2, fallend, 32, 0.038, 12.5
2022-10-19, 17.8, fallend, 33, 0.3384, 30.3
2022-10-26, 10.9, fallend, 34, 0.2072, 41.2
2022-11-02, 4.5, fallend, 35, 0.0856, 45.7
2022-11-09, , fallend, 35, , 45.7
2022-11-16, -1.3, fallend, 36, -0.0461, 44.4
2022-11-23, -17.4, fallend, 37, -0.617, 27
2022-11-30, -21.6, fallend, 37, -0.766, 5.4
2022-12-07, -2.7, fallend, 37, -0.0957, 2.7
2022-12-14, -0.1, fallend, 38, -0.0035, 2.6
2022-12-21, 2.7, fallend, 38, 0.0513, 5.3
2022-12-28, 22.9, fallend, 39, 0.4354, 28.2
2023-01-04, 30.8, fallend, 39, 0.5856, 59
2023-01-11, -2.6, fallend, 39, -0.0922, 56.4
2023-01-18, -28.2, fallend, 39, -1, 28.2
2023-01-25, -23.1, fallend, 39, -0.8191, 5.1
2023-02-01, , fallend, 39, , 5.1
2023-02-08, 2.6, fallend, 39, 0.0494, 7.7
2023-02-15, 2.6, fallend, 39, 0.0494, 10.3
2023-02-22, , fallend, 39, , 10.3
2023-03-01, 7.6, fallend, 39, 0.1445, 17.9
2023-03-08, 2.6, fallend, 39, 0.0494, 20.5
2023-03-15, 15.4, fallend, 39, 0.2928, 35.9
2023-03-22, 20.5, fallend, 39, 0.3897, 56.4
2023-03-29, 7, fallend, 41, 0.1331, 63.4
2023-04-05, -9.7, fallend, 41, -0.344, 53.7
2023-04-12, -24.4, fallend, 41, -0.8652, 29.3
2023-04-19, -1.8, fallend, 40, -0.0638, 27.5
2023-04-26, 0.7, fallend, 39, 0.0133, 28.2
2023-05-03, 4.2, fallend, 34, 0.0798, 32.4
2023-05-10, -10.2, fallend, 9, -0.3617, 22.2
