Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 14, , 71.4
2022-06-15, -0.8, trend, 17, -0.0292, 70.6
2022-06-22, 8.3, trend, 19, 0.2255, 78.9
2022-06-29, -5.2, trend, 19, -0.1898, 73.7
2022-07-06, -26.3, trend, 19, -0.9599, 47.4
2022-07-13, -5.3, trend, 19, -0.1934, 42.1
2022-07-20, -15.8, trend, 19, -0.5766, 26.3
2022-07-27, -15.8, trend, 19, -0.5766, 10.5
2022-08-03, -10.5, trend, 19, -0.3832, 
2022-08-10, , trend, 19, , 
2022-08-17, 5.3, trend, 19, 0.144, 5.3
2022-08-24, , trend, 19, , 5.3
2022-08-31, 10.5, trend, 19, 0.2853, 15.8
2022-09-07, 26.3, trend, 19, 0.7147, 42.1
2022-09-14, 36.8, trend, 19, 1, 78.9
2022-09-21, 5.3, trend, 19, 0.144, 84.2
2022-09-28, -5.3, trend, 19, -0.1934, 78.9
2022-10-05, -5.2, trend, 19, -0.1898, 73.7
2022-10-12, -26.8, trend, 32, -0.9781, 46.9
2022-10-19, -13.6, trend, 33, -0.4964, 33.3
2022-10-26, -27.4, trend, 34, -1, 5.9
2022-11-02, -0.2, trend, 35, -0.0073, 5.7
2022-11-09, 5.7, trend, 35, 0.1549, 11.4
2022-11-16, -3.1, trend, 36, -0.1131, 8.3
2022-11-23, 10.6, trend, 37, 0.288, 18.9
2022-11-30, 16.2, trend, 37, 0.4402, 35.1
2022-12-07, 16.3, trend, 37, 0.4429, 51.4
2022-12-14, 9.1, trend, 38, 0.2473, 60.5
2022-12-21, -26.3, trend, 38, -0.9599, 34.2
2022-12-28, -13.7, trend, 39, -0.5, 20.5
2023-01-04, -12.8, trend, 39, -0.4672, 7.7
2023-01-11, , trend, 39, , 7.7
2023-01-18, 5.1, trend, 39, 0.1386, 12.8
2023-01-25, 30.8, trend, 39, 0.837, 43.6
2023-02-01, 10.2, trend, 39, 0.2772, 53.8
2023-02-08, 10.3, trend, 39, 0.2799, 64.1
2023-02-15, -2.6, trend, 39, -0.0949, 61.5
2023-02-22, -15.3, trend, 39, -0.5584, 46.2
2023-03-01, -23.1, trend, 39, -0.8431, 23.1
2023-03-08, -5.2, trend, 39, -0.1898, 17.9
2023-03-15, -7.6, trend, 39, -0.2774, 10.3
2023-03-22, -5.2, trend, 39, -0.1898, 5.1
2023-03-29, -0.2, trend, 41, -0.0073, 4.9
2023-04-05, , trend, 41, , 4.9
2023-04-12, 2.4, trend, 41, 0.0652, 7.3
2023-04-19, 10.2, trend, 40, 0.2772, 17.5
2023-04-26, 0.4, trend, 39, 0.0109, 17.9
2023-05-03, -9.1, trend, 34, -0.3321, 8.8
2023-05-10, 13.4, trend, 9, 0.3641, 22.2
