Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2023-05-19, -1.3304, 0.1478, Bremen, 4, -0.1765, 0.15, , , 
2023-05-18, -2.6609, 0.2957, Bremen, 4, -0.3529, 0.3, 0.55, 0.62, 0.82
2023-05-17, -3.1044, 0.2957, Bremen, 4, -0.4118, 0.3, 0.34, 0.37, 0.44
2023-05-16, -5.7653, 0.1478, Bremen, 4, -0.7647, 0.3, 0.34, 0.37, 0.44
2023-05-15, -3.9913, 0.7391, Bremen, 4, -0.5294, 0.74, 0.77, 0.81, 0.85
2023-05-14, -3.9913, 0.7391, Bremen, 4, -0.5294, 0.74, 0.77, 0.81, 0.85
2023-05-13, -3.9913, 0.7391, Bremen, 4, -0.5294, 0.74, 0.77, 0.81, 0.85
2023-05-12, 0.887, 1.4783, Bremen, 4, 0.0923, 1.63, 1.68, 1.72, 1.78
2023-05-11, 2.0696, 2.9566, Bremen, 4, 0.2154, 2.51, 2.57, 2.62, 2.69
2023-05-10, 2.5131, 3.4, Bremen, 4, 0.2615, 3.1, 3.17, 3.23, 3.31
2023-05-09, 5.7653, 5.9131, Bremen, 4, 0.6, 5.03, 5.12, 5.2, 5.31
2023-05-08, 3.9913, 4.7305, Bremen, 4, 0.4154, 4.43, 4.5, 4.56, 4.65
2023-05-07, 3.9913, 4.7305, Bremen, 4, 0.4154, 4.43, 4.5, 4.56, 4.65
2023-05-06, 3.9913, 4.7305, Bremen, 4, 0.4154, 4.43, 4.5, 4.56, 4.65
2023-05-05, -0.1478, 0.5913, Bremen, 4, -0.0196, 4.14, 4.19, 4.24, 4.32
2023-05-04, 0.1478, 0.887, Bremen, 4, 0.0154, 3.7, 3.72, 3.77, 3.84
2023-05-03, -0.1478, 0.887, Bremen, 4, -0.0196, 3.25, 3.28, 3.31, 3.37
2023-05-02, -0.887, 0.1478, Bremen, 4, -0.1176, 1.63, 1.63, 1.65, 1.67
2023-05-01, 0.1478, 0.7391, Bremen, 4, 0.0154, 2.37, 2.37, 2.39, 2.42
2023-04-30, , 0.7391, Bremen, 4, , 2.37, 2.37, 2.39, 2.42
2023-04-29, , 0.7391, Bremen, 4, , 2.37, 2.37, 2.39, 2.42
2023-04-28, -0.1478, 0.7391, Bremen, 4, -0.0196, 2.07, 2.07, 2.09, 2.12
2023-04-27, -0.2957, 0.7391, Bremen, 4, -0.0392, 1.63, 1.63, 1.64, 1.66
2023-04-26, , 1.0348, Bremen, 4, , 1.77, 1.77, 1.79, 1.81
2023-04-25, -0.887, 1.0348, Bremen, 4, -0.1176, 1.77, 1.77, 1.78, 1.8
2023-04-24, -1.1826, 0.5913, Bremen, 4, -0.1569, 2.07, 2.06, 2.07, 2.09
2023-04-23, -1.0348, 0.7391, Bremen, 4, -0.1373, 2.37, 2.36, 2.37, 2.38
2023-04-22, -1.0348, 0.7391, Bremen, 4, -0.1373, 2.37, 2.36, 2.37, 2.38
2023-04-21, -0.4435, 0.887, Bremen, 4, -0.0588, 2.51, 2.5, 2.51, 2.53
2023-04-20, 0.2957, 1.0348, Bremen, 4, 0.0308, 2.66, 2.65, 2.66, 2.67
2023-04-19, -0.7391, 1.0348, Bremen, 4, -0.098, 2.66, 2.65, 2.66, 2.67
2023-04-18, -0.2957, 1.9218, Bremen, 4, -0.0392, 3.7, 3.68, 3.68, 3.7
2023-04-17, -1.6261, 1.7739, Bremen, 4, -0.2157, 2.66, 2.65, 2.65, 2.66
