Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 14, , 71.4
2022-06-15, -6.7, steigend, 17, -0.2012, 64.7
2022-06-22, -3.6, steigend, 18, -0.1081, 61.1
2022-06-29, -16.7, steigend, 18, -0.5015, 44.4
2022-07-06, -11.1, steigend, 18, -0.3333, 33.3
2022-07-13, -5.5, steigend, 18, -0.1652, 27.8
2022-07-20, -16.7, steigend, 18, -0.5015, 11.1
2022-07-27, -11.1, steigend, 18, -0.3333, 
2022-08-03, , steigend, 18, , 
2022-08-10, , steigend, 18, , 
2022-08-17, 5.6, steigend, 18, 0.2014, 5.6
2022-08-24, 5.5, steigend, 18, 0.1978, 11.1
2022-08-31, 5.6, steigend, 18, 0.2014, 16.7
2022-09-07, 22.2, steigend, 18, 0.7986, 38.9
2022-09-14, 5.5, steigend, 18, 0.1978, 44.4
2022-09-21, 27.8, steigend, 18, 1, 72.2
2022-09-28, -11.1, steigend, 18, -0.3333, 61.1
2022-10-05, -16.7, steigend, 18, -0.5015, 44.4
2022-10-12, -11.1, steigend, 15, -0.3333, 33.3
2022-10-19, -33.3, steigend, 13, -1, 
2022-10-26, 9.1, steigend, 11, 0.3273, 9.1
