Week, difference, trend, value
2020-10, , , 2.48
2020-11, 3.32, 0.3367, 5.8
2020-12, 1.11, 0.1126, 6.91
2020-13, 1.87, 0.1897, 8.78
2020-14, 0.23, 0.0233, 9.01
2020-15, -1, -0.1124, 8.01
2020-16, -1.33, -0.1494, 6.68
2020-17, -1.7, -0.191, 4.98
2020-18, -1.14, -0.1281, 3.84
2020-19, -1.2, -0.1348, 2.64
2020-20, -0.99, -0.1112, 1.65
2020-21, -0.16, -0.018, 1.49
2020-22, -0.43, -0.0483, 1.06
2020-23, -0.12, -0.0135, 0.94
2020-24, -0.04, -0.0045, 0.9
2020-25, 0.55, 0.0558, 1.45
2020-26, -0.62, -0.0697, 0.83
2020-27, -0.21, -0.0236, 0.62
2020-28, -0.03, -0.0034, 0.59
2020-29, 0.07, 0.0071, 0.66
2020-30, 0.16, 0.0162, 0.82
2020-31, 0.18, 0.0183, 1
2020-32, 0.02, 0.002, 1.02
2020-33, -0.04, -0.0045, 0.98
2020-34, -0.12, -0.0135, 0.86
2020-35, -0.13, -0.0146, 0.73
2020-36, 0.05, 0.0051, 0.78
2020-37, 0.13, 0.0132, 0.91
2020-38, 0.28, 0.0284, 1.19
2020-39, 0.05, 0.0051, 1.24
2020-40, 0.53, 0.0538, 1.77
2020-41, 0.71, 0.072, 2.48
2020-42, 1.1, 0.1116, 3.58
2020-43, 1.96, 0.1988, 5.54
2020-44, 1.56, 0.1582, 7.1
2020-45, 0.76, 0.0771, 7.86
2020-46, 0.93, 0.0943, 8.79
2020-47, 0.58, 0.0588, 9.37
2020-48, -0.04, -0.0045, 9.33
2020-49, 0.58, 0.0588, 9.91
2020-50, 1.27, 0.1288, 11.18
2020-51, 0.26, 0.0264, 11.44
2020-52, 1.53, 0.1552, 12.97
2020-53, 2.39, 0.2424, 15.36
2021-01, -2.55, -0.2865, 12.81
2021-02, -2.37, -0.2663, 10.44
2021-03, -0.55, -0.0618, 9.89
2021-04, -1.43, -0.1607, 8.46
2021-05, -0.98, -0.1101, 7.48
2021-06, -1.08, -0.1213, 6.4
2021-07, -0.27, -0.0303, 6.13
2021-08, 0.01, 0.001, 6.14
2021-09, 0.06, 0.0061, 6.2
2021-10, 0.47, 0.0477, 6.67
2021-11, 1.2, 0.1217, 7.87
2021-12, 1.43, 0.145, 9.3
2021-13, 1.6, 0.1623, 10.9
2021-14, 1.11, 0.1126, 12.01
2021-15, 0.4, 0.0406, 12.41
2021-16, -0.03, -0.0034, 12.38
2021-17, -1.24, -0.1393, 11.14
2021-18, -0.92, -0.1034, 10.22
2021-19, -2.03, -0.2281, 8.19
2021-20, -2.44, -0.2742, 5.75
2021-21, -1.61, -0.1809, 4.14
2021-22, -1.03, -0.1157, 3.11
2021-23, -0.81, -0.091, 2.3
2021-24, -0.87, -0.0978, 1.43
2021-25, -0.46, -0.0517, 0.97
2021-26, -0.16, -0.018, 0.81
2021-27, 0.31, 0.0314, 1.12
2021-28, 0.49, 0.0497, 1.61
2021-29, 0.7, 0.071, 2.31
2021-30, 0.6, 0.0609, 2.91
2021-31, 0.88, 0.0892, 3.79
2021-32, 2.2, 0.2231, 5.99
2021-33, 1.77, 0.1795, 7.76
2021-34, 0.39, 0.0396, 8.15
2021-35, 0.49, 0.0497, 8.64
2021-36, -0.76, -0.0854, 7.88
2021-37, -0.51, -0.0573, 7.37
2021-38, -1, -0.1124, 6.37
2021-39, , , 6.37
2021-40, 0.09, 0.0091, 6.46
2021-41, 1.61, 0.1633, 8.07
2021-42, 2.74, 0.2779, 10.81
2021-43, 1.27, 0.1288, 12.08
2021-44, 3.7, 0.3753, 15.78
2021-45, 1.3, 0.1318, 17.08
2021-46, 2.53, 0.2566, 19.61
2021-47, 1.37, 0.1389, 20.98
2021-48, -0.42, -0.0472, 20.56
2021-49, -0.9, -0.1011, 19.66
2021-50, -1.23, -0.1382, 18.43
2021-51, -2.16, -0.2427, 16.27
2021-52, 5.22, 0.5294, 21.49
2022-01, 1.3, 0.1318, 22.79
2022-02, 1.64, 0.1663, 24.43
2022-03, 7.65, 0.7759, 32.08
2022-04, 8.34, 0.8458, 40.42
2022-05, 3.93, 0.3986, 44.35
2022-06, -0.4, -0.0449, 43.95
2022-07, 1.43, 0.145, 45.38
2022-08, -0.54, -0.0607, 44.84
2022-09, 5.86, 0.5943, 50.7
2022-10, 2.2, 0.2231, 52.9
2022-11, 2.66, 0.2698, 55.56
2022-12, -0.41, -0.0461, 55.15
2022-13, -3.53, -0.3966, 51.62
2022-14, -2.48, -0.2787, 49.14
2022-15, 5.12, 0.5193, 54.26
2022-16, -3.92, -0.4404, 50.34
2022-17, -8.9, -1, 41.44
2022-18, -0.31, -0.0348, 41.13
2022-19, -2.92, -0.3281, 38.21
2022-20, -6.11, -0.6865, 32.1
2022-21, -3.68, -0.4135, 28.42
2022-22, 4.12, 0.4178, 32.54
2022-23, 8.85, 0.8976, 41.39
2022-24, 3.44, 0.3489, 44.83
2022-25, 5.03, 0.5101, 49.86
2022-26, 3, 0.3043, 52.86
2022-27, 0.45, 0.0456, 53.31
2022-28, 1.94, 0.1968, 55.25
2022-29, -1.24, -0.1393, 54.01
2022-30, -4.95, -0.5562, 49.06
2022-31, -4.69, -0.527, 44.37
2022-32, -3.99, -0.4483, 40.38
2022-33, -2.3, -0.2584, 38.08
2022-34, -3.7, -0.4157, 34.38
2022-35, -2.24, -0.2517, 32.14
2022-36, -0.23, -0.0258, 31.91
2022-37, 1.87, 0.1897, 33.78
2022-38, 3.75, 0.3803, 37.53
2022-39, 9.86, 1, 47.39
2022-40, 7.03, 0.713, 54.42
2022-41, -2.79, -0.3135, 51.63
2022-42, -3.18, -0.3573, 48.45
2022-43, -6.21, -0.6978, 42.24
2022-44, -7, -0.7865, 35.24
2022-45, -5.88, -0.6607, 29.36
2022-46, -2.66, -0.2989, 26.7
2022-47, 0.5, 0.0507, 27.2
2022-48, 1.68, 0.1704, 28.88
2022-49, 1.87, 0.1897, 30.75
2022-50, 3.18, 0.3225, 33.93
2022-51, 5.7, 0.5781, 39.63
2022-52, -3.93, -0.4416, 35.7
2023-01, -8.83, -0.9921, 26.87
2023-02, -6.92, -0.7775, 19.95
2023-03, -2.76, -0.3101, 17.19
2023-04, 2.14, 0.217, 19.33
2023-05, -1.9383, -0.2178, 17.3917
2023-06, 1.3178, 0.1336, 18.7095
2023-07, 2.3253, 0.2358, 21.0348
2023-08, 4.2701, 0.4331, 25.3049
2023-09, 1.9195, 0.1947, 27.2244
2023-10, 3.7902, 0.3844, 31.0145
2023-11, 2.0475, 0.2077, 33.062
2023-12, -1.5381, -0.1728, 31.5239
2023-13, -1.9091, -0.2145, 29.6148
2023-14, 2.6123, 0.2649, 32.2271
