Altersgruppe, Week, difference, trend, value
0-4, 2020-12, , , 1.9
0-4, 2020-13, 1.1, 0.1833, 3
0-4, 2020-14, 1.4, 0.2333, 4.4
0-4, 2020-15, -0.3, -0.0361, 4.1
0-4, 2020-16, -1.1, -0.1325, 3
0-4, 2020-17, -0.7, -0.0843, 2.3
0-4, 2020-18, -1.1, -0.1325, 1.2
0-4, 2020-19, -0.2, -0.0241, 1
0-4, 2020-20, 0.1, 0.0167, 1.1
0-4, 2020-21, -0.1, -0.012, 1
0-4, 2020-22, -0.1, -0.012, 0.9
0-4, 2020-23, 0.2, 0.0333, 1.1
0-4, 2020-24, -0.4, -0.0482, 0.7
0-4, 2020-25, 0.1, 0.0167, 0.8
0-4, 2020-26, -0.2, -0.0241, 0.6
0-4, 2020-27, -0.2, -0.0241, 0.4
0-4, 2020-28, , , 0.4
0-4, 2020-29, -0.1, -0.012, 0.3
0-4, 2020-30, 0.1, 0.0167, 0.4
0-4, 2020-31, 0.2, 0.0333, 0.6
0-4, 2020-32, 0.1, 0.0167, 0.7
0-4, 2020-33, 0.3, 0.05, 1
0-4, 2020-34, -0.1, -0.012, 0.9
0-4, 2020-35, -0.4, -0.0482, 0.5
0-4, 2020-36, , , 0.5
0-4, 2020-37, 0.2, 0.0333, 0.7
0-4, 2020-38, 0.2, 0.0333, 0.9
0-4, 2020-39, -0.1, -0.012, 0.8
0-4, 2020-40, 0.3, 0.05, 1.1
0-4, 2020-41, 0.7, 0.1167, 1.8
0-4, 2020-42, 0.5, 0.0833, 2.3
0-4, 2020-43, 1.2, 0.2, 3.5
0-4, 2020-44, 0.4, 0.0667, 3.9
0-4, 2020-45, 0.1, 0.0167, 4
0-4, 2020-46, 0.6, 0.1, 4.6
0-4, 2020-47, 0.1, 0.0167, 4.7
0-4, 2020-48, 0.1, 0.0167, 4.8
0-4, 2020-49, 0.1, 0.0167, 4.9
0-4, 2020-50, 1.3, 0.2167, 6.2
0-4, 2020-51, -0.2, -0.0241, 6
0-4, 2020-52, 0.3, 0.05, 6.3
0-4, 2020-53, 2.3, 0.3833, 8.6
0-4, 2021-01, 1, 0.1667, 9.6
0-4, 2021-02, -1.9, -0.2289, 7.7
0-4, 2021-03, -1, -0.1205, 6.7
0-4, 2021-04, -0.3, -0.0361, 6.4
0-4, 2021-05, 0.3, 0.05, 6.7
0-4, 2021-06, -0.4, -0.0482, 6.3
0-4, 2021-07, -0.6, -0.0723, 5.7
0-4, 2021-08, 0.9, 0.15, 6.6
0-4, 2021-09, -0.5, -0.0602, 6.1
0-4, 2021-10, -0.6, -0.0723, 5.5
0-4, 2021-11, -0.2, -0.0241, 5.3
0-4, 2021-12, 1.6, 0.2667, 6.9
