Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 29, , 6.9
2022-06-15, -4, fallend, 35, -0.1747, 2.9
2022-06-22, 2.8, fallend, 35, 0.0593, 5.7
2022-06-29, 5.7, fallend, 35, 0.1208, 11.4
2022-07-06, -2.8, fallend, 35, -0.1223, 8.6
2022-07-13, 8.5, fallend, 35, 0.1801, 17.1
2022-07-20, -0.4, fallend, 36, -0.0175, 16.7
2022-07-27, 47.2, fallend, 36, 1, 63.9
2022-08-03, 13.9, fallend, 36, 0.2945, 77.8
2022-08-10, -5.6, fallend, 36, -0.2445, 72.2
2022-08-17, -8.3, fallend, 36, -0.3624, 63.9
2022-08-24, -22.2, fallend, 36, -0.9694, 41.7
2022-08-31, -22.3, fallend, 36, -0.9738, 19.4
2022-09-07, -11.1, fallend, 36, -0.4847, 8.3
2022-09-14, 8.4, fallend, 36, 0.178, 16.7
2022-09-21, -13.9, fallend, 36, -0.607, 2.8
2022-09-28, , fallend, 36, , 2.8
2022-10-05, 5.5, fallend, 36, 0.1165, 8.3
2022-10-12, 1.9, fallend, 49, 0.0403, 10.2
2022-10-19, 21.8, fallend, 50, 0.4619, 32
2022-10-26, 19, fallend, 51, 0.4025, 51
2022-11-02, 0.9, fallend, 52, 0.0191, 51.9
2022-11-09, , fallend, 52, , 51.9
2022-11-16, -14.2, fallend, 53, -0.6201, 37.7
2022-11-23, -11.8, fallend, 54, -0.5153, 25.9
2022-11-30, -14.8, fallend, 54, -0.6463, 11.1
2022-12-07, -7.5, fallend, 55, -0.3275, 3.6
2022-12-14, 1.8, fallend, 56, 0.0381, 5.4
2022-12-21, 1.7, fallend, 56, 0.036, 7.1
2022-12-28, 26.2, fallend, 57, 0.5551, 33.3
2023-01-04, 26.3, fallend, 57, 0.5572, 59.6
2023-01-11, -5.2, fallend, 57, -0.2271, 54.4
2023-01-18, -22.9, fallend, 54, -1, 31.5
2023-01-25, -19.5, fallend, 50, -0.8515, 12
2023-02-01, 2.6, fallend, 48, 0.0551, 14.6
2023-02-08, -0.3, fallend, 14, -0.0131, 14.3
