Altersgruppe, Week, difference, trend, value
60-79, 2020-12, , , 11
60-79, 2020-13, 3.6, 0.5455, 14.6
60-79, 2020-14, -1.8, -0.3333, 12.8
60-79, 2020-15, -3.7, -0.6852, 9.1
60-79, 2020-16, -2.3, -0.4259, 6.8
60-79, 2020-17, -2.2, -0.4074, 4.6
60-79, 2020-18, -1.2, -0.2222, 3.4
60-79, 2020-19, -1.3, -0.2407, 2.1
60-79, 2020-20, -0.8, -0.1481, 1.3
60-79, 2020-21, -0.2, -0.037, 1.1
60-79, 2020-22, -0.3, -0.0556, 0.8
60-79, 2020-23, -0.2, -0.037, 0.6
60-79, 2020-24, -0.2, -0.037, 0.4
60-79, 2020-25, , , 0.4
60-79, 2020-26, , , 0.4
60-79, 2020-27, -0.1, -0.0185, 0.3
60-79, 2020-28, , , 0.3
60-79, 2020-29, 0.1, 0.0152, 0.4
60-79, 2020-30, , , 0.4
60-79, 2020-31, 0.1, 0.0152, 0.5
60-79, 2020-32, , , 0.5
60-79, 2020-33, -0.1, -0.0185, 0.4
60-79, 2020-34, 0.1, 0.0152, 0.5
60-79, 2020-35, -0.1, -0.0185, 0.4
60-79, 2020-36, 0.1, 0.0152, 0.5
60-79, 2020-37, 0.1, 0.0152, 0.6
60-79, 2020-38, 0.2, 0.0303, 0.8
60-79, 2020-39, , , 0.8
60-79, 2020-40, 0.4, 0.0606, 1.2
60-79, 2020-41, 0.7, 0.1061, 1.9
60-79, 2020-42, 1.3, 0.197, 3.2
60-79, 2020-43, 1.9, 0.2879, 5.1
60-79, 2020-44, 1.9, 0.2879, 7
60-79, 2020-45, 0.8, 0.1212, 7.8
60-79, 2020-46, 1.2, 0.1818, 9
60-79, 2020-47, 0.4, 0.0606, 9.4
60-79, 2020-48, 0.2, 0.0303, 9.6
60-79, 2020-49, 0.9, 0.1364, 10.5
60-79, 2020-50, 1.4, 0.2121, 11.9
60-79, 2020-51, 0.9, 0.1364, 12.8
60-79, 2020-52, 3.5, 0.5303, 16.3
60-79, 2020-53, 0.8, 0.1212, 17.1
60-79, 2021-01, -3.7, -0.6852, 13.4
60-79, 2021-02, -3, -0.5556, 10.4
60-79, 2021-03, -0.8, -0.1481, 9.6
60-79, 2021-04, -0.8, -0.1481, 8.8
60-79, 2021-05, -1.6, -0.2963, 7.2
60-79, 2021-06, -0.9, -0.1667, 6.3
60-79, 2021-07, -0.5, -0.0926, 5.8
60-79, 2021-08, , , 5.8
60-79, 2021-09, -0.4, -0.0741, 5.4
60-79, 2021-10, 0.4, 0.0606, 5.8
60-79, 2021-11, 0.9, 0.1364, 6.7
60-79, 2021-12, 1.4, 0.2121, 8.1
60-79, 2021-13, 1.9, 0.2879, 10
60-79, 2021-14, 0.2, 0.0303, 10.2
60-79, 2021-15, -0.1, -0.0185, 10.1
60-79, 2021-16, 0.3, 0.0455, 10.4
60-79, 2021-17, -0.8, -0.1481, 9.6
60-79, 2021-18, -1, -0.1852, 8.6
60-79, 2021-19, -1.3, -0.2407, 7.3
60-79, 2021-20, -2.2, -0.4074, 5.1
60-79, 2021-21, -1.7, -0.3148, 3.4
60-79, 2021-22, -1.2, -0.2222, 2.2
60-79, 2021-23, -0.7, -0.1296, 1.5
60-79, 2021-24, -0.7, -0.1296, 0.8
60-79, 2021-25, -0.2, -0.037, 0.6
60-79, 2021-26, -0.2, -0.037, 0.4
