Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2020-03-03, , 0.0531, Bayern, 9, , 0.0759, , , 
2020-03-04, , 0.0683, Bayern, 9, , 0.0911, , , 
2020-03-05, , 0.0911, Bayern, 9, , 0.1214, , , 
2020-03-06, , 0.1062, Bayern, 9, , 0.167, , , 
2020-03-07, , 0.1442, Bayern, 9, , 0.3643, , , 
2020-03-08, , 0.258, Bayern, 9, , 0.387, , , 
2020-03-09, , 0.3187, Bayern, 9, , 0.3946, , , 
2020-03-10, 0.2808, 0.3339, Bayern, 9, 0.0606, 0.4022, , , 
2020-03-11, 0.3643, 0.4326, Bayern, 9, 0.0786, 0.5236, , , 
2020-03-12, 0.4174, 0.5085, Bayern, 9, 0.09, 0.5844, , , 
2020-03-13, 0.387, 0.4933, Bayern, 9, 0.0835, 0.6451, , , 
2020-03-14, 0.2428, 0.387, Bayern, 9, 0.0524, 0.6299, , , 
2020-03-15, 0.1745, 0.4326, Bayern, 9, 0.0376, 0.7134, , , 
2020-03-16, 0.2201, 0.5388, Bayern, 9, 0.0475, 0.8955, , , 
2020-03-17, 0.2732, 0.6071, Bayern, 9, 0.0589, 1.0625, , , 
2020-03-18, 0.167, 0.5995, Bayern, 9, 0.036, 1.1915, , , 
2020-03-19, 0.1897, 0.6982, Bayern, 9, 0.0409, 1.7075, , , 
2020-03-20, 0.4098, 0.9031, Bayern, 9, 0.0884, 2.178, , , 
2020-03-21, 0.683, 1.07, Bayern, 9, 0.1473, 2.7472, , , 
2020-03-22, 1.0169, 1.4495, Bayern, 9, 0.2193, 3.7186, , , 
2020-03-23, 1.2522, 1.791, Bayern, 9, 0.27, 4.1891, , , 
2020-03-24, 1.7151, 2.3222, Bayern, 9, 0.3699, 4.9404, , , 
2020-03-25, 2.0642, 2.6637, Bayern, 9, 0.4452, 6.185, , , 
2020-03-26, 2.8003, 3.4985, Bayern, 9, 0.6039, 7.4448, , , 
2020-03-27, 3.157, 4.0601, Bayern, 9, 0.6809, 8.6514, , , 
2020-03-28, 4.1284, 5.1985, Bayern, 9, 0.8903, 9.7898, , , 
2020-03-29, 4.3409, 5.7904, Bayern, 9, 0.9362, 10.45, , , 
2020-03-30, 4.432, 6.223, Bayern, 9, 0.9558, 11.0951, , , 
2020-03-31, 4.3333, 6.6555, Bayern, 9, 0.9345, 11.6567, , , 
2020-04-01, 4.5382, 7.2019, Bayern, 9, 0.9787, 12.6357, , , 
2020-04-02, 3.878, 7.3765, Bayern, 9, 0.8363, 13.2048, , , 
2020-04-03, 3.4909, 7.551, Bayern, 9, 0.7529, 13.8499, , , 
2020-04-04, 2.049, 7.2475, Bayern, 9, 0.4419, 13.8651, , , 
2020-04-05, 1.4571, 7.2475, Bayern, 9, 0.3142, 13.8044, , , 
2020-04-06, 1.0549, 7.2778, Bayern, 9, 0.2275, 13.6298, , , 
2020-04-07, 0.6602, 7.3158, Bayern, 9, 0.1424, 13.5995, , , 
2020-04-08, -0.2884, 6.9136, Bayern, 9, -0.0948, 12.8482, , , 
2020-04-09, -0.9031, 6.4734, Bayern, 9, -0.2968, 12.1803, , , 
2020-04-10, -1.4874, 6.0636, Bayern, 9, -0.4888, 11.3, , , 
2020-04-11, -1.5937, 5.6538, Bayern, 9, -0.5237, 10.4045, , , 
