Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 27, , 74.1
2022-06-15, -4.4, steigend, 33, -0.1481, 69.7
2022-06-22, -9.1, steigend, 33, -0.3064, 60.6
2022-06-29, -24.2, steigend, 33, -0.8148, 36.4
2022-07-06, -3.1, steigend, 33, -0.1044, 33.3
2022-07-13, -3, steigend, 33, -0.101, 30.3
2022-07-20, -3.8, steigend, 34, -0.1279, 26.5
2022-07-27, -23.6, steigend, 34, -0.7946, 2.9
2022-08-03, -2.9, steigend, 34, -0.0976, 
2022-08-10, 2.9, steigend, 34, 0.1094, 2.9
2022-08-17, 3, steigend, 34, 0.1132, 5.9
2022-08-24, 5.9, steigend, 34, 0.2226, 11.8
2022-08-31, 5.8, steigend, 34, 0.2189, 17.6
2022-09-07, 8.9, steigend, 34, 0.3358, 26.5
2022-09-14, 26.4, steigend, 34, 0.9962, 52.9
2022-09-21, 26.5, steigend, 34, 1, 79.4
2022-09-28, -8.8, steigend, 34, -0.2963, 70.6
2022-10-05, -5.9, steigend, 34, -0.1987, 64.7
2022-10-12, -22.1, steigend, 47, -0.7441, 42.6
2022-10-19, -17.6, steigend, 48, -0.5926, 25
2022-10-26, -16.8, steigend, 49, -0.5657, 8.2
2022-11-02, 3.8, steigend, 50, 0.1434, 12
2022-11-09, , steigend, 50, , 12
2022-11-16, , steigend, 50, , 12
2022-11-23, 9.2, steigend, 52, 0.3472, 21.2
2022-11-30, 17.3, steigend, 52, 0.6528, 38.5
2022-12-07, 20, steigend, 53, 0.7547, 58.5
2022-12-14, 0.8, steigend, 54, 0.0302, 59.3
2022-12-21, -29.7, steigend, 54, -1, 29.6
2022-12-28, -20.5, steigend, 55, -0.6902, 9.1
2023-01-04, -5.5, steigend, 55, -0.1852, 3.6
2023-01-11, 1.9, steigend, 55, 0.0717, 5.5
2023-01-18, 12.1, steigend, 51, 0.4566, 17.6
2023-01-25, 10.2, steigend, 36, 0.3849, 27.8
