Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 14, , 21.4
2022-06-15, 8, gleichbleibend, 17, 0.2532, 29.4
2022-06-22, -13.6, gleichbleibend, 19, -0.323, 15.8
2022-06-29, , gleichbleibend, 19, , 15.8
2022-07-06, 31.6, gleichbleibend, 19, 1, 47.4
2022-07-13, 5.2, gleichbleibend, 19, 0.1646, 52.6
2022-07-20, 15.8, gleichbleibend, 19, 0.5, 68.4
2022-07-27, -36.8, gleichbleibend, 19, -0.8741, 31.6
2022-08-03, -15.8, gleichbleibend, 19, -0.3753, 15.8
2022-08-10, , gleichbleibend, 19, , 15.8
2022-08-17, , gleichbleibend, 19, , 15.8
2022-08-24, 21, gleichbleibend, 19, 0.6646, 36.8
2022-08-31, 15.8, gleichbleibend, 19, 0.5, 52.6
2022-09-07, , gleichbleibend, 19, , 52.6
2022-09-14, -42.1, gleichbleibend, 19, -1, 10.5
2022-09-21, 5.3, gleichbleibend, 19, 0.1677, 15.8
2022-09-28, 5.3, gleichbleibend, 19, 0.1677, 21.1
2022-10-05, -5.3, gleichbleibend, 19, -0.1259, 15.8
2022-10-12, 24.8, gleichbleibend, 32, 0.7848, 40.6
2022-10-19, -4.2, gleichbleibend, 33, -0.0998, 36.4
2022-10-26, 16.5, gleichbleibend, 34, 0.5222, 52.9
2022-11-02, -4.3, gleichbleibend, 35, -0.1021, 48.6
2022-11-09, -5.7, gleichbleibend, 35, -0.1354, 42.9
2022-11-16, 4.3, gleichbleibend, 36, 0.1361, 47.2
2022-11-23, 6.9, gleichbleibend, 37, 0.2184, 54.1
2022-11-30, 5.4, gleichbleibend, 37, 0.1709, 59.5
2022-12-07, -13.6, gleichbleibend, 37, -0.323, 45.9
2022-12-14, -9.1, gleichbleibend, 38, -0.2162, 36.8
2022-12-21, 23.7, gleichbleibend, 38, 0.75, 60.5
2022-12-28, -9.2, gleichbleibend, 39, -0.2185, 51.3
2023-01-04, -18, gleichbleibend, 39, -0.4276, 33.3
2023-01-11, 2.6, gleichbleibend, 39, 0.0823, 35.9
2023-01-18, 23.1, gleichbleibend, 39, 0.731, 59
2023-01-25, -7.7, gleichbleibend, 39, -0.1829, 51.3
2023-02-01, -10.3, gleichbleibend, 39, -0.2447, 41
2023-02-08, -12.8, gleichbleibend, 39, -0.304, 28.2
2023-02-15, , gleichbleibend, 39, , 28.2
2023-02-22, 15.4, gleichbleibend, 39, 0.4873, 43.6
2023-03-01, 15.4, gleichbleibend, 39, 0.4873, 59
2023-03-08, 2.5, gleichbleibend, 39, 0.0791, 61.5
2023-03-15, -7.7, gleichbleibend, 39, -0.1829, 53.8
2023-03-22, -15.3, gleichbleibend, 39, -0.3634, 38.5
2023-03-29, -6.8, gleichbleibend, 41, -0.1615, 31.7
2023-04-05, 9.8, gleichbleibend, 41, 0.3101, 41.5
2023-04-12, 21.9, gleichbleibend, 41, 0.693, 63.4
2023-04-19, -8.4, gleichbleibend, 40, -0.1995, 55
2023-04-26, -1.2, gleichbleibend, 39, -0.0285, 53.8
2023-05-03, 5, gleichbleibend, 34, 0.1582, 58.8
2023-05-10, -3.2, gleichbleibend, 9, -0.076, 55.6
