Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 18, , 27.8
2022-06-15, 2.6, gleichbleibend, 23, 0.085, 30.4
2022-06-22, -4.3, gleichbleibend, 23, -0.1019, 26.1
2022-06-29, 8.7, gleichbleibend, 23, 0.2843, 34.8
2022-07-06, -4.4, gleichbleibend, 23, -0.1043, 30.4
2022-07-13, 26.1, gleichbleibend, 23, 0.8529, 56.5
2022-07-20, 6, gleichbleibend, 24, 0.1961, 62.5
2022-07-27, -29.2, gleichbleibend, 24, -0.6919, 33.3
2022-08-03, -16.6, gleichbleibend, 24, -0.3934, 16.7
2022-08-10, -4.2, gleichbleibend, 24, -0.0995, 12.5
2022-08-17, 12.5, gleichbleibend, 24, 0.4085, 25
2022-08-24, 12.5, gleichbleibend, 24, 0.4085, 37.5
2022-08-31, 12.5, gleichbleibend, 24, 0.4085, 50
2022-09-07, 4.2, gleichbleibend, 24, 0.1373, 54.2
2022-09-14, -20.9, gleichbleibend, 24, -0.4953, 33.3
2022-09-21, -12.5, gleichbleibend, 24, -0.2962, 20.8
2022-09-28, , gleichbleibend, 24, , 20.8
2022-10-05, , gleichbleibend, 24, , 20.8
2022-10-12, 30.6, gleichbleibend, 37, 1, 51.4
2022-10-19, -11.9, gleichbleibend, 38, -0.282, 39.5
2022-10-26, 5.5, gleichbleibend, 40, 0.1797, 45
2022-11-02, -10, gleichbleibend, 40, -0.237, 35
2022-11-09, -10, gleichbleibend, 40, -0.237, 25
2022-11-16, 27.5, gleichbleibend, 40, 0.8987, 52.5
2022-11-23, 5, gleichbleibend, 40, 0.1634, 57.5
2022-11-30, , gleichbleibend, 40, , 57.5
2022-12-07, -12.5, gleichbleibend, 40, -0.2962, 45
2022-12-14, -2.5, gleichbleibend, 40, -0.0592, 42.5
2022-12-21, 27.5, gleichbleibend, 40, 0.8987, 70
2022-12-28, 0.3, gleichbleibend, 37, 0.0098, 70.3
2023-01-04, -42.2, gleichbleibend, 32, -1, 28.1
2023-01-11, -5.9, gleichbleibend, 18, -0.1398, 22.2
