Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 22, , 77.3
2022-06-15, -6.9, steigend, 27, -0.3165, 70.4
2022-06-22, -6.1, steigend, 28, -0.2798, 64.3
2022-06-29, -10.7, steigend, 28, -0.4908, 53.6
2022-07-06, -10.7, steigend, 28, -0.4908, 42.9
2022-07-13, -14.3, steigend, 28, -0.656, 28.6
2022-07-20, -7.2, steigend, 28, -0.3303, 21.4
2022-07-27, -21.4, steigend, 28, -0.9817, 
2022-08-03, , steigend, 28, , 
2022-08-10, , steigend, 28, , 
2022-08-17, , steigend, 28, , 
2022-08-24, 14.3, steigend, 28, 0.5, 14.3
2022-08-31, 3.6, steigend, 28, 0.1259, 17.9
2022-09-07, 7.1, steigend, 28, 0.2483, 25
2022-09-14, 28.6, steigend, 28, 1, 53.6
2022-09-21, 21.4, steigend, 28, 0.7483, 75
2022-09-28, -7.1, steigend, 28, -0.3257, 67.9
2022-10-05, -14.3, steigend, 28, -0.656, 53.6
2022-10-12, -17, steigend, 41, -0.7798, 36.6
2022-10-19, -8, steigend, 42, -0.367, 28.6
2022-10-26, -21.8, steigend, 44, -1, 6.8
2022-11-02, 4.6, steigend, 44, 0.1608, 11.4
2022-11-09, , steigend, 44, , 11.4
2022-11-16, -6.9, steigend, 44, -0.3165, 4.5
2022-11-23, 4.6, steigend, 44, 0.1608, 9.1
2022-11-30, 15.9, steigend, 44, 0.5559, 25
2022-12-07, 22.7, steigend, 44, 0.7937, 47.7
2022-12-14, 9.4, steigend, 42, 0.3287, 57.1
2022-12-21, -19.6, steigend, 40, -0.8991, 37.5
2022-12-28, -21.4, steigend, 31, -0.9817, 16.1
2023-01-04, -1.8, steigend, 21, -0.0826, 14.3
