Meldedatum, difference, group, trend, value
2022-06-09, , steigend, , 78.6
2022-06-16, -1.7, steigend, -0.0637, 76.9
2022-06-23, -10.2, steigend, -0.382, 66.7
2022-06-30, -26.7, steigend, -1, 40
2022-07-07, -4.3, steigend, -0.161, 35.7
2022-07-14, 4.3, steigend, 0.1211, 40
2022-07-21, -22.4, steigend, -0.839, 17.6
2022-07-28, -11.7, steigend, -0.4382, 5.9
2022-08-04, -5.9, steigend, -0.221, 
2022-08-11, 6.2, steigend, 0.1746, 6.2
2022-08-18, 5.6, steigend, 0.1577, 11.8
2022-08-25, , steigend, , 11.8
2022-09-01, 11.7, steigend, 0.3296, 23.5
2022-09-08, 7.7, steigend, 0.2169, 31.2
2022-09-15, 35.5, steigend, 1, 66.7
2022-09-22, , steigend, , 66.7
2022-09-29, 2.1, steigend, 0.0592, 68.8
2022-10-06, 0.4, steigend, 0.0113, 69.2
