Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 29, , 69
2022-06-15, -0.4, trend, 35, -0.0147, 68.6
2022-06-22, -8.6, trend, 35, -0.3162, 60
2022-06-29, -5.7, trend, 35, -0.2096, 54.3
2022-07-06, -17.2, trend, 35, -0.6324, 37.1
2022-07-13, -5.7, trend, 35, -0.2096, 31.4
2022-07-20, -6.4, trend, 36, -0.2353, 25
2022-07-27, -19.4, trend, 36, -0.7132, 5.6
2022-08-03, -5.6, trend, 36, -0.2059, 
2022-08-10, , trend, 36, , 
2022-08-17, 8.3, trend, 36, 0.2721, 8.3
2022-08-24, 5.6, trend, 36, 0.1836, 13.9
2022-08-31, 11.1, trend, 36, 0.3639, 25
2022-09-07, 11.1, trend, 36, 0.3639, 36.1
2022-09-14, 5.6, trend, 36, 0.1836, 41.7
2022-09-21, 30.5, trend, 36, 1, 72.2
2022-09-28, , trend, 36, , 72.2
2022-10-05, -8.3, trend, 36, -0.3051, 63.9
2022-10-12, -27.2, trend, 49, -1, 36.7
2022-10-19, -8.7, trend, 50, -0.3199, 28
2022-10-26, -20.2, trend, 51, -0.7426, 7.8
2022-11-02, -0.1, trend, 52, -0.0037, 7.7
2022-11-09, 9.6, trend, 52, 0.3148, 17.3
2022-11-16, -0.3, trend, 53, -0.011, 17
2022-11-23, 5.2, trend, 54, 0.1705, 22.2
2022-11-30, 16.7, trend, 54, 0.5475, 38.9
2022-12-07, 15.6, trend, 55, 0.5115, 54.5
2022-12-14, 8, trend, 56, 0.2623, 62.5
2022-12-21, -21.4, trend, 56, -0.7868, 41.1
2022-12-28, -21.8, trend, 57, -0.8015, 19.3
2023-01-04, -14, trend, 57, -0.5147, 5.3
2023-01-11, , trend, 57, , 5.3
2023-01-18, 9.5, trend, 54, 0.3115, 14.8
2023-01-25, 16, trend, 52, 0.5246, 30.8
2023-02-01, 20.2, trend, 51, 0.6623, 51
2023-02-08, 8, trend, 39, 0.2623, 59
