Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 17, , 70.6
2022-06-15, -3.9, trend, 21, -0.0871, 66.7
2022-06-22, -3.1, trend, 22, -0.0692, 63.6
2022-06-29, , trend, 22, , 63.6
2022-07-06, -22.7, trend, 22, -0.5067, 40.9
2022-07-13, -4.5, trend, 22, -0.1004, 36.4
2022-07-20, -9.1, trend, 22, -0.2031, 27.3
2022-07-27, -18.2, trend, 22, -0.4063, 9.1
2022-08-03, -9.1, trend, 22, -0.2031, 
2022-08-10, , trend, 22, , 
2022-08-17, 9.1, trend, 22, 0.2225, 9.1
2022-08-24, , trend, 22, , 9.1
2022-08-31, 9.1, trend, 22, 0.2225, 18.2
2022-09-07, 4.5, trend, 22, 0.11, 22.7
2022-09-14, 40.9, trend, 22, 1, 63.6
2022-09-21, 13.7, trend, 22, 0.335, 77.3
2022-09-28, -4.6, trend, 22, -0.1027, 72.7
2022-10-05, -13.6, trend, 22, -0.3036, 59.1
2022-10-12, -44.8, trend, 21, -1, 14.3
2022-10-19, -4.3, trend, 20, -0.096, 10
2022-10-26, -10, trend, 20, -0.2232, 
2022-11-02, 15, trend, 20, 0.3667, 15
2022-11-09, 0.8, trend, 19, 0.0196, 15.8
2022-11-16, 10.9, trend, 15, 0.2665, 26.7
2022-11-23, 1.9, trend, 7, 0.0465, 28.6
