Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 26, , 3.8
2022-06-15, -0.6, fallend, 31, -0.0227, 3.2
2022-06-22, 3, fallend, 32, 0.0882, 6.2
2022-06-29, , fallend, 32, , 6.2
2022-07-06, , fallend, 32, , 6.2
2022-07-13, 9.4, fallend, 32, 0.2765, 15.6
2022-07-20, , fallend, 32, , 15.6
2022-07-27, 31.3, fallend, 32, 0.9206, 46.9
2022-08-03, 31.2, fallend, 32, 0.9176, 78.1
2022-08-10, 6.3, fallend, 32, 0.1853, 84.4
2022-08-17, -18.8, fallend, 32, -0.7121, 65.6
2022-08-24, -18.7, fallend, 32, -0.7083, 46.9
2022-08-31, -21.9, fallend, 32, -0.8295, 25
2022-09-07, -25, fallend, 32, -0.947, 
2022-09-14, 12.5, fallend, 32, 0.3676, 12.5
2022-09-21, -9.4, fallend, 32, -0.3561, 3.1
2022-09-28, -3.1, fallend, 32, -0.1174, 
2022-10-05, 9.4, fallend, 32, 0.2765, 9.4
2022-10-12, -0.5, fallend, 45, -0.0189, 8.9
2022-10-19, 21.5, fallend, 46, 0.6324, 30.4
2022-10-26, 16.4, fallend, 47, 0.4824, 46.8
2022-11-02, 3.2, fallend, 48, 0.0941, 50
2022-11-09, 2.1, fallend, 48, 0.0618, 52.1
2022-11-16, -11.3, fallend, 49, -0.428, 40.8
2022-11-23, -14.8, fallend, 50, -0.5606, 26
2022-11-30, -22, fallend, 50, -0.8333, 4
2022-12-07, 1.9, fallend, 51, 0.0559, 5.9
2022-12-14, -2.1, fallend, 52, -0.0795, 3.8
2022-12-21, 3.9, fallend, 52, 0.1147, 7.7
2022-12-28, 20.6, fallend, 53, 0.6059, 28.3
2023-01-04, 34, fallend, 53, 1, 62.3
2023-01-11, -5.7, fallend, 53, -0.2159, 56.6
2023-01-18, -20.8, fallend, 53, -0.7879, 35.8
2023-01-25, -26.4, fallend, 53, -1, 9.4
2023-02-01, -3.7, fallend, 53, -0.1402, 5.7
2023-02-08, 2.1, fallend, 51, 0.0618, 7.8
2023-02-15, 0.1, fallend, 38, 0.0029, 7.9
