Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 16, , 18.8
2022-06-15, 12.8, gleichbleibend, 19, 0.4507, 31.6
2022-06-22, -1.6, gleichbleibend, 20, -0.0533, 30
2022-06-29, 25, gleichbleibend, 20, 0.8803, 55
2022-07-06, 10, gleichbleibend, 20, 0.3521, 65
2022-07-13, -25, gleichbleibend, 20, -0.8333, 40
2022-07-20, 20, gleichbleibend, 20, 0.7042, 60
2022-07-27, -10, gleichbleibend, 20, -0.3333, 50
2022-08-03, -30, gleichbleibend, 20, -1, 20
2022-08-10, , gleichbleibend, 20, , 20
2022-08-17, , gleichbleibend, 20, , 20
2022-08-24, 20, gleichbleibend, 20, 0.7042, 40
2022-08-31, 20, gleichbleibend, 20, 0.7042, 60
2022-09-07, -20, gleichbleibend, 20, -0.6667, 40
2022-09-14, -10, gleichbleibend, 20, -0.3333, 30
2022-09-21, -5, gleichbleibend, 20, -0.1667, 25
2022-09-28, 5, gleichbleibend, 20, 0.1761, 30
2022-10-05, 10, gleichbleibend, 20, 0.3521, 40
2022-10-12, 28.4, gleichbleibend, 19, 1, 68.4
2022-10-19, -21, gleichbleibend, 19, -0.7, 47.4
2022-10-26, -15.8, gleichbleibend, 19, -0.5267, 31.6
2022-11-02, 7.3, gleichbleibend, 18, 0.257, 38.9
2022-11-09, -3.2, gleichbleibend, 14, -0.1067, 35.7
2022-11-16, 4.3, gleichbleibend, 5, 0.1514, 40
