Altersgruppe, Meldedatum, difference, trend, value
60-79, 2020-03-05, , , 0.0928
60-79, 2020-03-06, , , 0.0928
60-79, 2020-03-07, , , 0.1474
60-79, 2020-03-08, , , 0.1965
60-79, 2020-03-09, , , 0.2074
60-79, 2020-03-10, 0.0546, 0.0106, 0.2456
60-79, 2020-03-11, 0.1146, 0.0223, 0.2948
60-79, 2020-03-12, 0.1638, 0.0318, 0.4203
60-79, 2020-03-13, 0.1965, 0.0382, 0.535
60-79, 2020-03-14, 0.2129, 0.0414, 0.6387
60-79, 2020-03-15, 0.2238, 0.0435, 0.6987
60-79, 2020-03-16, 0.2675, 0.052, 0.8352
60-79, 2020-03-17, 0.3712, 0.0722, 1.2282
60-79, 2020-03-18, 0.3876, 0.0754, 1.6322
60-79, 2020-03-19, 0.4258, 0.0828, 2.1344
60-79, 2020-03-20, 0.6605, 0.1285, 2.7786
60-79, 2020-03-21, 0.928, 0.1805, 3.4336
60-79, 2020-03-22, 1.0863, 0.2113, 4.1487
60-79, 2020-03-23, 1.4848, 0.2887, 4.6946
60-79, 2020-03-24, 1.8505, 0.3599, 5.437
60-79, 2020-03-25, 2.1835, 0.4246, 6.5834
60-79, 2020-03-26, 2.8004, 0.5446, 7.7952
60-79, 2020-03-27, 3.1934, 0.621, 9.0453
60-79, 2020-03-28, 3.8103, 0.741, 10.3008
60-79, 2020-03-29, 4.0723, 0.7919, 11.409
60-79, 2020-03-30, 4.1869, 0.8142, 12.1077
60-79, 2020-03-31, 4.4435, 0.8641, 12.8065
60-79, 2020-04-01, 4.64, 0.9023, 13.8218
60-79, 2020-04-02, 4.5472, 0.8843, 14.2094
60-79, 2020-04-03, 4.1869, 0.8142, 14.3568
60-79, 2020-04-04, 3.2316, 0.6285, 14.395
60-79, 2020-04-05, 2.7513, 0.535, 13.9146
60-79, 2020-04-06, 2.0634, 0.4013, 13.5489
60-79, 2020-04-07, 1.1081, 0.2155, 13.2868
60-79, 2020-04-08, -0.131, -0.0317, 12.3807
60-79, 2020-04-09, -1.059, -0.2563, 11.8839
60-79, 2020-04-10, -1.5449, -0.3738, 11.3872
60-79, 2020-04-11, -1.9106, -0.4624, 10.3227
60-79, 2020-04-12, -2.1508, -0.5205, 9.8805
60-79, 2020-04-13, -2.1781, -0.5271, 9.5857
60-79, 2020-04-14, -2.5329, -0.6129, 8.7669
60-79, 2020-04-15, -1.9597, -0.4742, 8.2046
60-79, 2020-04-16, -2.0634, -0.4993, 7.8334
60-79, 2020-04-17, -2.0525, -0.4967, 7.424
60-79, 2020-04-18, -1.4793, -0.358, 7.364
60-79, 2020-04-19, -1.3647, -0.3303, 7.1347
60-79, 2020-04-20, -1.2992, -0.3144, 7.0037
60-79, 2020-04-21, -0.7806, -0.1889, 6.9273
60-79, 2020-04-22, -0.928, -0.2246, 6.5288
60-79, 2020-04-23, -0.868, -0.21, 5.972
60-79, 2020-04-24, -1.0481, -0.2536, 5.2732
60-79, 2020-04-25, -1.5503, -0.3752, 4.9075
60-79, 2020-04-26, -1.5339, -0.3712, 4.5636
60-79, 2020-04-27, -1.7141, -0.4148, 4.1979
60-79, 2020-04-28, -1.7796, -0.4306, 4.0614
60-79, 2020-04-29, -1.7523, -0.424, 3.8539
60-79, 2020-04-30, -1.5667, -0.3791, 3.5319
60-79, 2020-05-01, -1.1627, -0.2814, 3.4664
