Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-05, , , 0.0904
15-34, 2020-03-06, , , 0.0958
15-34, 2020-03-07, , , 0.117
15-34, 2020-03-08, , , 0.133
15-34, 2020-03-09, , , 0.1224
15-34, 2020-03-10, 0.0426, 0.0364, 0.117
15-34, 2020-03-11, 0.0532, 0.0455, 0.1596
15-34, 2020-03-12, 0.0638, 0.0545, 0.1862
15-34, 2020-03-13, 0.0798, 0.0682, 0.1969
15-34, 2020-03-14, 0.0638, 0.0545, 0.2341
15-34, 2020-03-15, 0.0532, 0.0455, 0.2607
15-34, 2020-03-16, 0.0692, 0.0591, 0.2873
15-34, 2020-03-17, 0.117, 0.1, 0.3458
15-34, 2020-03-18, 0.0798, 0.0682, 0.3724
15-34, 2020-03-19, 0.0958, 0.0818, 0.4522
15-34, 2020-03-20, 0.1383, 0.1182, 0.6012
15-34, 2020-03-21, 0.1649, 0.1409, 0.7395
15-34, 2020-03-22, 0.1969, 0.1682, 0.7821
15-34, 2020-03-23, 0.2394, 0.2045, 0.814
15-34, 2020-03-24, 0.2341, 0.2, 0.9045
15-34, 2020-03-25, 0.2979, 0.2545, 1.0534
15-34, 2020-03-26, 0.3777, 0.3227, 1.1971
15-34, 2020-03-27, 0.4841, 0.4136, 1.2077
15-34, 2020-03-28, 0.4788, 0.4091, 1.2343
15-34, 2020-03-29, 0.548, 0.4682, 1.2982
15-34, 2020-03-30, 0.5852, 0.5, 1.3939
15-34, 2020-03-31, 0.6757, 0.5773, 1.4258
15-34, 2020-04-01, 0.5693, 0.4864, 1.511
15-34, 2020-04-02, 0.4788, 0.4091, 1.5003
15-34, 2020-04-03, 0.3937, 0.3364, 1.5695
15-34, 2020-04-04, 0.3884, 0.3318, 1.6599
15-34, 2020-04-05, 0.3192, 0.2727, 1.644
15-34, 2020-04-06, 0.2075, 0.1773, 1.6174
15-34, 2020-04-07, 0.0745, 0.0636, 1.6653
15-34, 2020-04-08, 0.0266, 0.0227, 1.5589
15-34, 2020-04-09, -0.1011, -0.0884, 1.511
15-34, 2020-04-10, -0.2181, -0.1907, 1.3992
15-34, 2020-04-11, -0.415, -0.3628, 1.2184
15-34, 2020-04-12, -0.4682, -0.4093, 1.2024
15-34, 2020-04-13, -0.4682, -0.4093, 1.2077
15-34, 2020-04-14, -0.5267, -0.4605, 1.0428
15-34, 2020-04-15, -0.4416, -0.386, 0.9949
15-34, 2020-04-16, -0.3033, -0.2651, 0.9843
15-34, 2020-04-17, -0.1543, -0.1349, 1.0055
15-34, 2020-04-18, 0.0372, 0.0318, 1.0641
15-34, 2020-04-19, 0.0319, 0.0273, 1.0747
15-34, 2020-04-20, 0.0319, 0.0273, 1.0162
15-34, 2020-04-21, 0.117, 0.1, 1.1173
15-34, 2020-04-22, 0.1277, 0.1091, 1.096
15-34, 2020-04-23, 0.0585, 0.05, 1.0853
15-34, 2020-04-24, -0.0958, -0.0837, 1.08
15-34, 2020-04-25, -0.1383, -0.1209, 1.0162
15-34, 2020-04-26, -0.1277, -0.1116, 0.9736
15-34, 2020-04-27, -0.1011, -0.0884, 0.9736
15-34, 2020-04-28, -0.2075, -0.1814, 0.8672
15-34, 2020-04-29, -0.133, -0.1163, 0.8672
15-34, 2020-04-30, -0.1756, -0.1535, 0.7821
15-34, 2020-05-01, -0.1224, -0.107, 0.7448
15-34, 2020-05-02, -0.1596, -0.1395, 0.6331
15-34, 2020-05-03, -0.1969, -0.1721, 0.6012
15-34, 2020-05-04, -0.2341, -0.2047, 0.5693
15-34, 2020-05-05, -0.1596, -0.1395, 0.5906
15-34, 2020-05-06, -0.2447, -0.214, 0.5427
15-34, 2020-05-07, -0.149, -0.1302, 0.5214
15-34, 2020-05-08, -0.1915, -0.1674, 0.4841
15-34, 2020-05-09, -0.0851, -0.0744, 0.5054
15-34, 2020-05-10, -0.0745, -0.0651, 0.5054
15-34, 2020-05-11, -0.0638, -0.0558, 0.4841
15-34, 2020-05-12, -0.0958, -0.0837, 0.4788
15-34, 2020-05-13, -0.0904, -0.0791, 0.4416
15-34, 2020-05-14, -0.1064, -0.093, 0.3884
