Meldedatum, difference, frozen, trend, value, Lower, Prediction, Upper
2022-04-24, -0.0781, 5.1852, -0.0271, 9.0525, 9.06, 9.06, 9.06
2022-04-25, 0.1285, 5.0362, 0.039, 9.0813, 9.09, 9.09, 9.09
2022-04-26, 2.6431, 6.1151, 0.802, 10.2466, 10.26, 10.26, 10.26
2022-04-27, 1.8694, 5.5732, 0.5673, 9.2687, 9.28, 9.28, 9.28
2022-04-28, 1.0668, 5.3065, 0.3237, 8.5803, 8.59, 8.59, 8.59
2022-04-29, 0.5526, 5.0711, 0.1677, 8.1238, 8.13, 8.13, 8.13
2022-04-30, -0.4517, 4.9137, -0.1567, 7.7982, 7.81, 7.81, 7.81
2022-05-01, -0.5899, 4.5953, -0.2046, 7.6612, 7.67, 7.67, 7.67
2022-05-02, -0.7809, 4.2553, -0.2708, 7.5183, 7.53, 7.53, 7.53
2022-05-03, -1.9559, 4.1592, -0.6783, 7.1254, 7.13, 7.13, 7.13
2022-05-04, -1.396, 4.1772, -0.4842, 6.9933, 7, 7, 7
2022-05-05, -1.1389, 4.1676, -0.395, 6.8407, 6.85, 6.85, 6.85
2022-05-06, -0.8061, 4.2649, -0.2796, 6.7398, 6.75, 6.75, 6.75
2022-05-07, -0.6776, 4.2361, -0.235, 6.5752, 6.58, 6.58, 6.58
2022-05-08, -0.6199, 3.9754, -0.215, 6.5031, 6.51, 6.51, 6.51
2022-05-09, -0.5118, 3.7435, -0.1775, 6.3902, 6.4, 6.4, 6.4
2022-05-10, -0.2595, 3.8997, -0.09, 6.4286, 6.43, 6.43, 6.43
2022-05-11, -0.2619, 3.9153, -0.0908, 6.252, 6.26, 6.26, 6.26
2022-05-12, -0.34, 3.8276, -0.1179, 6.0574, 6.06, 6.06, 6.06
2022-05-13, -0.3628, 3.9021, -0.1258, 5.8856, 5.89, 5.89, 5.89
2022-05-14, -0.3412, 3.8949, -0.1183, 5.7667, 5.77, 5.77, 5.77
2022-05-15, -0.2883, 3.6871, -0.1, 5.685, 5.69, 5.69, 5.69
2022-05-16, -0.2259, 3.5177, -0.0783, 5.6489, 5.65, 5.65, 5.65
2022-05-17, -0.5959, 3.3038, -0.2067, 5.357, 5.36, 5.36, 5.36
2022-05-18, -0.692, 3.2233, -0.24, 5.1371, 5.14, 5.14, 5.14
2022-05-19, -0.6211, 3.2065, -0.2154, 4.9761, 4.98, 4.98, 4.98
2022-05-20, -0.7809, 3.1212, -0.2708, 4.7443, 4.75, 4.75, 4.75
2022-05-21, -0.8181, 3.0768, -0.2838, 4.528, 4.53, 4.53, 4.53
2022-05-22, -0.7953, 2.8917, -0.2758, 4.4908, 4.5, 4.5, 4.5
2022-05-23, -0.7437, 2.774, -0.2579, 4.4632, 4.47, 4.47, 4.47
2022-05-24, -0.5875, 2.7163, -0.2038, 4.2025, 4.21, 4.21, 4.21
2022-05-25, -0.6656, 2.5578, -0.2308, 3.9562, 3.96, 3.96, 3.96
2022-05-26, -0.7833, 2.4232, -0.2717, 3.7279, 3.73, 3.73, 3.73
2022-05-27, -1.2458, 1.8754, -0.4321, 3.2125, 3.22, 3.22, 3.22
2022-05-28, -1.1053, 1.9715, -0.3833, 3.2281, 3.23, 3.23, 3.23
2022-05-29, -1.062, 1.8297, -0.3683, 3.1392, 3.14, 3.14, 3.14
2022-05-30, -1.0608, 1.7132, -0.3679, 3.1164, 3.12, 3.12, 3.12
2022-05-31, -0.9803, 1.736, -0.34, 3.0575, 3.06, 3.06, 3.06
2022-06-01, -0.7365, 1.8213, -0.2554, 3.0719, 3.07, 3.07, 3.07
2022-06-02, -0.4733, 1.9499, -0.1642, 3.1428, 3.15, 3.15, 3.15
2022-06-03, 0.5647, 2.44, 0.1713, 3.5982, 3.6, 3.6, 3.6
2022-06-04, 0.4181, 2.3896, 0.1269, 3.6126, 3.62, 3.62, 3.62
2022-06-05, 0.4469, 2.2766, 0.1356, 3.6702, 3.67, 3.67, 3.67
2022-06-06, 0.4661, 2.1793, 0.1415, 3.6847, 3.69, 3.69, 3.69
2022-06-07, -0.2319, 1.5041, -0.0804, 3.0768, 3.08, 3.08, 3.08
2022-06-08, 0.1117, 1.933, 0.0339, 3.8012, 3.8, 3.8, 3.8
2022-06-09, 0.4241, 2.3739, 0.1287, 4.1928, 4.2, 4.2, 4.2
2022-06-10, 0.2247, 2.6647, 0.0682, 4.4632, 4.47, 4.47, 4.47
2022-06-11, 0.5298, 2.9194, 0.1608, 4.6362, 4.64, 4.64, 4.64
2022-06-12, 0.4866, 2.7632, 0.1476, 4.6758, 4.68, 4.68, 4.68
2022-06-13, 0.5094, 2.6887, 0.1546, 4.7587, 4.76, 4.76, 4.76
2022-06-14, 2.0868, 3.5909, 0.6332, 5.9685, 5.97, 5.97, 5.97
2022-06-15, 1.5294, 3.4624, 0.4641, 5.6838, 5.69, 5.69, 5.69
2022-06-16, 1.1641, 3.5381, 0.3533, 5.6693, 5.67, 5.67, 5.67
2022-06-17, 0.3965, 3.0611, 0.1203, 5.2909, 5.3, 5.3, 5.3
2022-06-18, 0.4385, 3.3579, 0.1331, 5.7186, 5.72, 5.72, 5.72
2022-06-19, 0.4061, 3.1693, 0.1232, 5.8063, 5.81, 5.81, 5.81
2022-06-20, 0.3556, 3.0443, 0.1079, 5.8904, 5.9, 5.9, 5.9
2022-06-21, -0.2475, 3.3435, -0.0858, 6.5151, 6.52, 6.52, 6.52
2022-06-22, 0.3844, 3.8468, 0.1167, 6.9332, 6.94, 6.94, 6.94
2022-06-23, 0.8254, 4.3634, 0.2505, 7.2744, 7.28, 7.28, 7.28
2022-06-24, 2.0964, 5.1576, 0.6362, 8.0865, 8.09, 8.09, 8.09
2022-06-25, 1.8537, 5.2116, 0.5625, 8.143, 8.15, 8.15, 8.15
2022-06-26, 1.7732, 4.9425, 0.5381, 8.173, 8.18, 8.18, 8.18
2022-06-27, 1.6615, 4.7058, 0.5042, 8.2283, 8.24, 8.24, 8.24
2022-06-28, 1.3227, 4.6662, 0.4014, 8.4289, 8.44, 8.44, 8.44
2022-06-29, 1.0656, 4.9125, 0.3234, 8.5983, 8.61, 8.61, 8.61
2022-06-30, 0.8109, 5.1744, 0.2461, 8.8074, 8.82, 8.82, 8.82
2022-07-01, 0.3784, 5.536, 0.1148, 8.8626, 8.87, 8.87, 8.87
2022-07-02, 0.5346, 5.7462, 0.1622, 8.9323, 8.94, 8.94, 8.94
2022-07-03, 0.5094, 5.4519, 0.1546, 8.9527, 8.96, 8.96, 8.96
2022-07-04, 0.4757, 5.1816, 0.1444, 8.978, 8.99, 8.99, 8.99
2022-07-05, 0.889, 5.5552, 0.2698, 8.9984, 9.01, 9.01, 9.01
2022-07-06, 0.7965, 5.709, 0.2417, 9.0813, 9.09, 9.09, 9.09
2022-07-07, 0.662, 5.8363, 0.2009, 9.2759, 9.29, 9.29, 9.29
2022-07-08, 0.4986, 6.0346, 0.1513, 9.4874, 9.5, 9.5, 9.5
2022-07-09, 0.3424, 6.0886, 0.1039, 9.6243, 9.63, 9.63, 9.63
2022-07-10, 0.3472, 5.7991, 0.1054, 9.6856, 9.7, 9.7, 9.7
2022-07-11, 0.3796, 5.5612, 0.1152, 9.7613, 9.77, 9.77, 9.77
2022-07-12, 0.0685, 5.6237, 0.0208, 10.3079, 10.32, 10.32, 10.32
2022-07-13, 0.2355, 5.9445, 0.0715, 10.5806, 10.59, 10.59, 10.59
2022-07-14, 0.4866, 6.3229, 0.1476, 10.8906, 10.9, 10.9, 10.9
2022-07-15, 0.6872, 6.7218, 0.2085, 11.2498, 11.26, 11.26, 11.26
2022-07-16, 1.3395, 7.4282, 0.4065, 11.6727, 11.68, 11.68, 11.68
2022-07-17, 1.2879, 7.087, 0.3908, 11.7135, 11.73, 11.73, 11.73
2022-07-18, 1.1557, 6.717, 0.3507, 11.6835, 11.7, 11.7, 11.7
2022-07-19, 0.8854, 6.5091, 0.2687, 11.8192, 11.83, 11.83, 11.83
2022-07-20, 1.0044, 6.9488, 0.3048, 12.1628, 12.17, 12.17, 12.17
2022-07-21, 0.823, 7.1458, 0.2497, 12.2878, 12.3, 12.3, 12.3
2022-07-22, 0.8686, 7.5904, 0.2636, 12.6458, 12.66, 12.66, 12.66
2022-07-23, 0.4529, 7.8811, 0.1374, 12.5953, 12.61, 12.61, 12.61
2022-07-24, 0.4037, 7.4906, 0.1225, 12.6074, 12.62, 12.62, 12.62
2022-07-25, 0.4121, 7.129, 0.125, 12.6734, 12.69, 12.69, 12.69
2022-07-26, 0.5598, 7.069, 0.1699, 12.8837, 12.9, 12.9, 12.9
2022-07-27, 0.7028, 7.6516, 0.2133, 12.7347, 12.75, 12.75, 12.75
2022-07-28, 0.5154, 7.6612, 0.1564, 12.4139, 12.43, 12.43, 12.43
2022-07-29, -0.167, 7.4234, -0.0579, 11.8156, 11.83, 11.83, 11.83
2022-07-30, -0.382, 7.4991, -0.1325, 11.3783, 11.39, 11.39, 11.39
2022-07-31, -0.382, 7.1086, -0.1325, 11.2726, 11.28, 11.28, 11.28
2022-08-01, -0.4409, 6.6881, -0.1529, 11.1152, 11.13, 11.13, 11.13
2022-08-02, -0.9119, 6.1571, -0.3162, 10.4208, 10.43, 10.43, 10.43
2022-08-03, -1.2951, 6.3565, -0.4492, 10.0556, 10.07, 10.07, 10.07
2022-08-04, -1.4116, 6.2496, -0.4896, 9.7505, 9.76, 9.76, 9.76
2022-08-05, -1.2254, 6.198, -0.425, 9.515, 9.52, 9.52, 9.52
2022-08-06, -1.0849, 6.4142, -0.3763, 9.4357, 9.45, 9.45, 9.45
2022-08-07, -1.0272, 6.0814, -0.3563, 9.4009, 9.41, 9.41, 9.41
2022-08-08, -0.9022, 5.7859, -0.3129, 9.3768, 9.39, 9.39, 9.39
2022-08-09, -0.8169, 5.3402, -0.2833, 8.8927, 8.9, 8.9, 8.9
2022-08-10, -0.9599, 5.3966, -0.3329, 8.4325, 8.44, 8.44, 8.44
2022-08-11, -0.895, 5.3546, -0.3104, 8.1742, 8.18, 8.18, 8.18
2022-08-12, -0.9515, 5.2465, -0.33, 7.9183, 7.93, 7.93, 7.93
2022-08-13, -1.1906, 5.2236, -0.4129, 7.785, 7.79, 7.79, 7.79
2022-08-14, -1.1581, 4.9233, -0.4017, 7.7177, 7.73, 7.73, 7.73
2022-08-15, -1.1293, 4.6566, -0.3917, 7.6913, 7.7, 7.7, 7.7
2022-08-16, -1.0656, 4.2745, -0.3696, 7.4498, 7.46, 7.46, 7.46
2022-08-17, -0.6764, 4.7202, -0.2346, 7.6624, 7.67, 7.67, 7.67
2022-08-18, -0.4505, 4.9041, -0.1562, 7.6444, 7.65, 7.65, 7.65
2022-08-19, -0.179, 5.0675, -0.0621, 7.6288, 7.64, 7.64, 7.64
2022-08-20, -0.1682, 5.0554, -0.0583, 7.4378, 7.45, 7.45, 7.45
2022-08-21, -0.0985, 4.8248, -0.0342, 7.4402, 7.45, 7.45, 7.45
2022-08-22, -0.0745, 4.5821, -0.0258, 7.3753, 7.38, 7.38, 7.38
2022-08-23, 0.31, 4.5845, 0.0941, 7.254, 7.26, 7.26, 7.26
2022-08-24, -0.2847, 4.4355, -0.0987, 6.7686, 6.78, 6.78, 6.78
2022-08-25, -0.5526, 4.3514, -0.1917, 6.5259, 6.53, 6.53, 6.53
2022-08-26, -0.6692, 4.3983, -0.2321, 6.2304, 6.24, 6.24, 6.24
2022-08-27, -0.722, 4.3334, -0.2504, 6.0358, 6.04, 6.04, 6.04
2022-08-28, -0.7449, 4.0799, -0.2583, 6.0045, 6.01, 6.01, 6.01
2022-08-29, -0.7148, 3.8673, -0.2479, 5.9805, 5.99, 5.99, 5.99
2022-08-30, -0.9467, 3.6378, -0.3283, 5.727, 5.74, 5.74, 5.74
2022-08-31, -0.7244, 3.7111, -0.2513, 5.5228, 5.54, 5.54, 5.54
2022-09-01, -0.7316, 3.6198, -0.2538, 5.3149, 5.33, 5.34, 5.34
2022-09-02, -0.8001, 3.5982, -0.2775, 5.1263, 5.15, 5.15, 5.16
2022-09-03, -0.7052, 3.6282, -0.2446, 5.011, 5.04, 5.04, 5.05
2022-09-04, -0.6728, 3.4071, -0.2333, 4.9689, 5, 5, 5.01
2022-09-05, -0.6487, 3.2185, -0.225, 4.9882, 5.02, 5.03, 5.04
2022-09-06, -0.5214, 3.1164, -0.1808, 4.8548, 4.89, 4.9, 4.92
2022-09-07, -0.5094, 3.2017, -0.1767, 4.8152, 4.86, 4.87, 4.89
2022-09-08, -0.3592, 3.2606, -0.1246, 4.8776, 4.93, 4.95, 4.97
2022-09-09, -0.1418, 3.4564, -0.0492, 4.9209, 4.98, 5, 5.02
2022-09-10, -0.1442, 3.484, -0.05, 4.9557, 5.02, 5.04, 5.07
2022-09-11, -0.1081, 3.299, -0.0375, 4.9329, 5, 5.02, 5.05
2022-09-12, -0.1165, 3.102, -0.0404, 4.892, 4.96, 4.98, 5.01
2022-09-13, 0.1994, 3.3158, 0.0605, 5.0122, 5.1, 5.12, 5.16
2022-09-14, 0.036, 3.2377, 0.0109, 5.029, 5.12, 5.16, 5.19
2022-09-15, 0.1177, 3.3783, 0.0357, 5.0386, 5.14, 5.18, 5.22
2022-09-16, 0.0985, 3.5549, 0.0299, 5.1804, 5.3, 5.34, 5.39
2022-09-17, 0.2355, 3.7195, 0.0715, 5.214, 5.35, 5.39, 5.44
2022-09-18, 0.2427, 3.5417, 0.0736, 5.2501, 5.39, 5.43, 5.48
2022-09-19, 0.2847, 3.3867, 0.0864, 5.2849, 5.43, 5.47, 5.53
2022-09-20, 0.1478, 3.4636, 0.0448, 5.5492, 5.73, 5.79, 5.86
2022-09-21, 0.4325, 3.6702, 0.1312, 5.8231, 6.05, 6.12, 6.2
2022-09-22, 0.6548, 4.0331, 0.1987, 6.2208, 6.5, 6.58, 6.67
2022-09-23, 0.9491, 4.504, 0.288, 6.5512, 6.89, 6.99, 7.09
2022-09-24, 1.2699, 4.9894, 0.3853, 6.914, 7.31, 7.43, 7.54
2022-09-25, 1.247, 4.7887, 0.3784, 7.0726, 7.5, 7.62, 7.74
2022-09-26, 1.2014, 4.5881, 0.3646, 7.2155, 7.67, 7.8, 7.92
2022-09-27, 1.7036, 5.1672, 0.517, 8.1502, 8.86, 9.03, 9.19
2022-09-28, 2.4713, 6.1415, 0.7499, 8.9107, 9.89, 10.08, 10.26
2022-09-29, 2.5445, 6.5776, 0.7721, 9.3252, 10.58, 10.78, 10.97
2022-09-30, 3.1152, 7.6192, 0.9453, 9.5787, 11.09, 11.3, 11.52
2022-10-01, 3.2954, 8.2848, 1, 9.4898, 11.25, 11.44, 11.7
2022-10-02, 3.12, 7.9087, 0.9468, 9.2819, 11.1, 11.3, 11.59
2022-10-03, 2.9686, 7.5567, 0.9008, 9.1089, , , 
2022-10-04, -0.0997, 5.0675, -0.0346, 6.7362, , , 
2022-10-05, -0.0168, 6.1247, -0.0058, 6.1247, , , 
