Week, difference, trend, value
2020-W40, , , 13
2020-W41, 12, 0.0553, 25
2020-W42, 2, 0.0092, 27
2020-W43, 12, 0.0553, 39
2020-W44, 29, 0.1336, 68
2020-W45, 3, 0.0138, 71
2020-W46, -8, -0.0408, 63
2020-W47, 3, 0.0138, 66
2020-W48, 7, 0.0323, 73
2020-W49, -1, -0.0051, 72
2020-W50, 14, 0.0645, 86
2020-W51, 8, 0.0369, 94
2020-W52, -24, -0.1224, 70
2020-W53, -3, -0.0153, 67
2021-W01, 38, 0.1751, 105
2021-W02, -38, -0.1939, 67
2021-W03, -11, -0.0561, 56
2021-W04, -11, -0.0561, 45
2021-W05, -4, -0.0204, 41
2021-W06, -7, -0.0357, 34
2021-W07, -5, -0.0255, 29
2021-W08, 2, 0.0092, 31
2021-W09, , , 31
2021-W10, 8, 0.0369, 39
2021-W11, 24, 0.1106, 63
2021-W12, 10, 0.0461, 73
2021-W13, -6, -0.0306, 67
2021-W14, 9, 0.0415, 76
2021-W15, 7, 0.0323, 83
2021-W16, -7, -0.0357, 76
2021-W17, -13, -0.0663, 63
2021-W18, -10, -0.051, 53
2021-W19, -20, -0.102, 33
2021-W20, -1, -0.0051, 32
2021-W21, -13, -0.0663, 19
2021-W22, -10, -0.051, 9
2021-W23, 3, 0.0138, 12
2021-W24, -7, -0.0357, 5
2021-W25, 3, 0.0138, 8
2021-W26, -1, -0.0051, 7
2021-W27, , , 7
2021-W28, 2, 0.0092, 9
2021-W29, -2, -0.0102, 7
2021-W30, 4, 0.0184, 11
2021-W31, -1, -0.0051, 10
2021-W32, 3, 0.0138, 13
2021-W33, 14, 0.0645, 27
2021-W34, 17, 0.0783, 44
2021-W35, , , 44
2021-W36, -5, -0.0255, 39
2021-W37, -3, -0.0153, 36
2021-W38, -5, -0.0255, 31
2021-W39, 4, 0.0184, 35
2021-W40, -2, -0.0102, 33
2021-W41, 11, 0.0507, 44
2021-W42, 7, 0.0323, 51
2021-W43, 25, 0.1152, 76
2021-W44, 32, 0.1475, 108
2021-W45, 98, 0.4516, 206
2021-W46, 15, 0.0691, 221
2021-W47, 30, 0.1382, 251
2021-W48, -5, -0.0255, 246
2021-W49, -40, -0.2041, 206
2021-W50, -39, -0.199, 167
2021-W51, -67, -0.3418, 100
2021-W52, -1, -0.0051, 99
2022-W01, 93, 0.4286, 192
2022-W02, 79, 0.3641, 271
2022-W03, 140, 0.6452, 411
2022-W04, 148, 0.682, 559
2022-W05, 95, 0.4378, 654
2022-W06, 11, 0.0507, 665
2022-W07, -94, -0.4796, 571
2022-W08, -27, -0.1378, 544
2022-W09, 69, 0.318, 613
2022-W10, 217, 1, 830
2022-W11, 123, 0.5668, 953
2022-W12, -91, -0.4643, 862
2022-W13, -107, -0.5459, 755
2022-W14, -196, -1, 559
2022-W15, -174, -0.8878, 385
2022-W16, 44, 0.2028, 429
2022-W17, -52, -0.2653, 377
2022-W18, -102, -0.5204, 275
2022-W19, -14, -0.0714, 261
2022-W20, -89, -0.4541, 172
2022-W21, -77, -0.3929, 95
2022-W22, 69, 0.318, 164
2022-W23, 81, 0.3733, 245
2022-W24, 30, 0.1382, 275
2022-W25, 181, 0.8341, 456
2022-W26, 39, 0.1797, 495
2022-W27, 27, 0.1244, 522
2022-W28, 19, 0.0876, 541
2022-W29, -66, -0.3367, 475
2022-W30, -153, -0.7806, 322
2022-W31, -44, -0.2245, 278
2022-W32, -17, -0.0867, 261
2022-W33, -25, -0.1276, 236
2022-W34, -34, -0.1735, 202
2022-W35, -27, -0.1378, 175
2022-W36, 15, 0.0691, 190
2022-W37, 37, 0.1705, 227
2022-W38, 5, 0.023, 232
