Altersgruppe, Meldedatum, difference, trend, value
60-79, 2022-10-28, -4.4217, -1, 16.78
60-79, 2022-10-27, -3.1825, -0.7198, 19.66
60-79, 2022-10-26, -2.9423, -0.6654, 21.74
60-79, 2022-10-25, -1.5885, -0.3593, 24.23
60-79, 2022-10-24, -0.2948, -0.0667, 26.87
60-79, 2022-10-23, -0.1965, -0.0444, 27.2
60-79, 2022-10-22, -0.1638, -0.037, 27.5
60-79, 2022-10-21, 0.8025, 0.0707, 28.6
60-79, 2022-10-20, 1.0372, 0.0914, 29.55
60-79, 2022-10-19, 1.392, 0.1227, 30.86
60-79, 2022-10-18, -0.2839, -0.0642, 31.02
60-79, 2022-10-17, 4.0505, 0.3571, 30.76
60-79, 2022-10-16, 4.1979, 0.3701, 30.73
60-79, 2022-10-15, 4.4872, 0.3956, 30.79
60-79, 2022-10-14, 5.4643, 0.4817, 30.66
60-79, 2022-10-13, 7.293, 0.6429, 30.65
60-79, 2022-10-12, 9.149, 0.8065, 31.23
60-79, 2022-10-11, 11.3435, 1, 33.4
60-79, 2022-10-10, 3.5537, 0.3133, 26.76
60-79, 2022-10-09, 3.7611, 0.3316, 26.61
60-79, 2022-10-08, 3.8267, 0.3373, 26.3
60-79, 2022-10-07, 3.1607, 0.2786, 25.12
60-79, 2022-10-06, 1.7468, 0.154, 23.5
60-79, 2022-10-05, 0.202, 0.0178, 20.9
60-79, 2022-10-04, 0.2784, 0.0245, 16.8
60-79, 2022-10-03, 4.5691, 0.4028, 19.87
60-79, 2022-10-02, 4.8311, 0.4259, 19.59
60-79, 2022-10-01, 5.1422, 0.4533, 19.42
60-79, 2022-09-30, 4.7274, 0.4167, 18.48
60-79, 2022-09-29, 4.045, 0.3566, 17.3
60-79, 2022-09-28, 3.9304, 0.3465, 16.14
60-79, 2022-09-27, 2.5875, 0.2281, 14.19
60-79, 2022-09-26, 1.9543, 0.1723, 12.42
60-79, 2022-09-25, 1.987, 0.1752, 12.11
60-79, 2022-09-24, 2.0307, 0.179, 11.77
60-79, 2022-09-23, 1.4739, 0.1299, 10.95
60-79, 2022-09-22, 0.8516, 0.0751, 10.23
60-79, 2022-09-21, 0.5786, 0.051, 9.43
60-79, 2022-09-20, 0.4149, 0.0366, 8.96
60-79, 2022-09-19, 0.7315, 0.0645, 8.6
60-79, 2022-09-18, 0.6496, 0.0573, 8.6
60-79, 2022-09-17, 0.5732, 0.0505, 8.53
60-79, 2022-09-16, 0.4149, 0.0366, 8.5
60-79, 2022-09-15, 0.5623, 0.0496, 8.24
60-79, 2022-09-14, 0.1474, 0.013, 8.11
60-79, 2022-09-13, 0.1474, 0.013, 8.05
60-79, 2022-09-12, -0.5077, -0.1148, 7.65
60-79, 2022-09-11, -0.535, -0.121, 7.73
60-79, 2022-09-10, -0.5131, -0.116, 7.83
60-79, 2022-09-09, -0.4749, -0.1074, 7.62
60-79, 2022-09-08, -0.9335, -0.2111, 7.56
60-79, 2022-09-07, -0.7642, -0.1728, 7.62
60-79, 2022-09-06, -0.6223, -0.1407, 7.65
60-79, 2022-09-05, -0.5623, -0.1272, 8.12
60-79, 2022-09-04, -0.4968, -0.1123, 8.11
60-79, 2022-09-03, -0.6005, -0.1358, 8.09
60-79, 2022-09-02, -0.8025, -0.1815, 8.25
60-79, 2022-09-01, -0.524, -0.1185, 8.58
60-79, 2022-08-31, -0.7533, -0.1704, 8.71
60-79, 2022-08-30, -1.4029, -0.3173, 8.97
60-79, 2022-08-29, -1.2719, -0.2877, 9.13
60-79, 2022-08-28, -1.3756, -0.3111, 9.06
60-79, 2022-08-27, -1.3483, -0.3049, 9.18
60-79, 2022-08-26, -1.5012, -0.3395, 9.54
60-79, 2022-08-25, -1.5503, -0.3506, 9.78
60-79, 2022-08-24, -1.0809, -0.2444, 10.1
60-79, 2022-08-23, 0.3275, 0.0289, 11.16
60-79, 2022-08-22, -0.0655, -0.0148, 11.43
60-79, 2022-08-21, -0.0764, -0.0173, 11.62
60-79, 2022-08-20, -0.1365, -0.0309, 11.62
60-79, 2022-08-19, 0.1037, 0.0091, 11.94
60-79, 2022-08-18, -0.1911, -0.0432, 12.12
60-79, 2022-08-17, -0.5677, -0.1284, 12.27
60-79, 2022-08-16, -1.463, -0.3309, 11.67
60-79, 2022-08-15, -1.7195, -0.3889, 11.94
60-79, 2022-08-14, -1.7468, -0.3951, 11.92
60-79, 2022-08-13, -1.8997, -0.4296, 11.98
60-79, 2022-08-12, -1.654, -0.3741, 12.17
60-79, 2022-08-11, -1.7086, -0.3864, 12.48
60-79, 2022-08-10, -1.7032, -0.3852, 12.81
60-79, 2022-08-09, -1.5339, -0.3469, 13.53
60-79, 2022-08-08, -1.4521, -0.3284, 14.49
60-79, 2022-08-07, -1.6158, -0.3654, 14.53
60-79, 2022-08-06, -1.7195, -0.3889, 14.67
60-79, 2022-08-05, -1.725, -0.3901, 14.86
60-79, 2022-08-04, -1.5994, -0.3617, 15.3
60-79, 2022-08-03, -1.2282, -0.2778, 15.85
60-79, 2022-08-02, -0.5022, -0.1136, 16.53
