Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 16, , 68.8
2022-06-15, -0.4, steigend, 19, -0.016, 68.4
2022-06-22, -3.4, steigend, 20, -0.136, 65
2022-06-29, -15, steigend, 20, -0.6, 50
2022-07-06, -20, steigend, 20, -0.8, 30
2022-07-13, 5, steigend, 20, 0.2, 35
2022-07-20, -25, steigend, 20, -1, 10
2022-07-27, -5, steigend, 20, -0.2, 5
2022-08-03, -5, steigend, 20, -0.2, 
2022-08-10, 5, steigend, 20, 0.2, 5
2022-08-17, 5, steigend, 20, 0.2, 10
2022-08-24, -5, steigend, 20, -0.2, 5
2022-08-31, 10, steigend, 20, 0.4, 15
2022-09-07, 20, steigend, 20, 0.8, 35
2022-09-14, 10, steigend, 20, 0.4, 45
2022-09-21, 25, steigend, 20, 1, 70
2022-09-28, -5, steigend, 20, -0.2, 65
2022-10-05, -10, steigend, 20, -0.4, 55
2022-10-12, -19.7, steigend, 17, -0.788, 35.3
2022-10-19, -22, steigend, 15, -0.88, 13.3
2022-10-26, 1, steigend, 14, 0.04, 14.3
2022-11-02, 14.3, steigend, 7, 0.572, 28.6
