Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 22, , 31.8
2022-06-15, 2.8, gleichbleibend, 26, 0.0969, 34.6
2022-06-22, -12.4, gleichbleibend, 27, -0.3713, 22.2
2022-06-29, 11.1, gleichbleibend, 27, 0.3841, 33.3
2022-07-06, 18.6, gleichbleibend, 27, 0.6436, 51.9
2022-07-13, -3.8, gleichbleibend, 27, -0.1138, 48.1
2022-07-20, 18.6, gleichbleibend, 27, 0.6436, 66.7
2022-07-27, -33.4, gleichbleibend, 27, -1, 33.3
2022-08-03, -11.1, gleichbleibend, 27, -0.3323, 22.2
2022-08-10, -7.4, gleichbleibend, 27, -0.2216, 14.8
2022-08-17, 11.1, gleichbleibend, 27, 0.3841, 25.9
2022-08-24, 7.4, gleichbleibend, 27, 0.2561, 33.3
2022-08-31, 22.3, gleichbleibend, 27, 0.7716, 55.6
2022-09-07, -3.7, gleichbleibend, 27, -0.1108, 51.9
2022-09-14, -18.6, gleichbleibend, 27, -0.5569, 33.3
2022-09-21, -12.6, gleichbleibend, 29, -0.3772, 20.7
2022-09-28, 6.9, gleichbleibend, 29, 0.2388, 27.6
2022-10-05, 6.9, gleichbleibend, 29, 0.2388, 34.5
2022-10-12, 17.9, gleichbleibend, 42, 0.6194, 52.4
2022-10-19, -8.2, gleichbleibend, 43, -0.2455, 44.2
2022-10-26, 5.8, gleichbleibend, 44, 0.2007, 50
2022-11-02, -10, gleichbleibend, 45, -0.2994, 40
2022-11-09, , gleichbleibend, 45, , 40
2022-11-16, 1.3, gleichbleibend, 46, 0.045, 41.3
2022-11-23, 28.9, gleichbleibend, 47, 1, 70.2
2022-11-30, -17, gleichbleibend, 47, -0.509, 53.2
2022-12-07, -3.2, gleichbleibend, 48, -0.0958, 50
2022-12-14, -13.3, gleichbleibend, 49, -0.3982, 36.7
2022-12-21, 18.4, gleichbleibend, 49, 0.6367, 55.1
2022-12-28, 0.9, gleichbleibend, 50, 0.0311, 56
2023-01-04, -24, gleichbleibend, 50, -0.7186, 32
2023-01-11, 10, gleichbleibend, 50, 0.346, 42
2023-01-18, 6, gleichbleibend, 50, 0.2076, 48
2023-01-25, 2, gleichbleibend, 50, 0.0692, 50
2023-02-01, -10, gleichbleibend, 50, -0.2994, 40
2023-02-08, -12, gleichbleibend, 50, -0.3593, 28
2023-02-15, , gleichbleibend, 50, , 28
2023-02-22, 22, gleichbleibend, 50, 0.7612, 50
2023-03-01, 14, gleichbleibend, 50, 0.4844, 64
2023-03-08, -4, gleichbleibend, 50, -0.1198, 60
2023-03-15, -6, gleichbleibend, 50, -0.1796, 54
2023-03-22, -18, gleichbleibend, 50, -0.5389, 36
2023-03-29, 0.2, gleichbleibend, 47, 0.0069, 36.2
2023-04-05, 4.3, gleichbleibend, 37, 0.1488, 40.5
2023-04-12, 0.7, gleichbleibend, 34, 0.0242, 41.2
2023-04-19, -7.9, gleichbleibend, 18, -0.2365, 33.3
