Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 15, , 66.7
2022-06-15, 1.7, steigend, 19, 0.0567, 68.4
2022-06-22, 6.6, steigend, 20, 0.22, 75
2022-06-29, -5, steigend, 20, -0.1984, 70
2022-07-06, -20, steigend, 20, -0.7937, 50
2022-07-13, , steigend, 20, , 50
2022-07-20, -15, steigend, 20, -0.5952, 35
2022-07-27, -25, steigend, 20, -0.9921, 10
2022-08-03, -5, steigend, 20, -0.1984, 5
2022-08-10, -5, steigend, 20, -0.1984, 
2022-08-17, 5, steigend, 20, 0.1667, 5
2022-08-24, 10, steigend, 20, 0.3333, 15
2022-08-31, 5, steigend, 20, 0.1667, 20
2022-09-07, 25, steigend, 20, 0.8333, 45
2022-09-14, 10, steigend, 20, 0.3333, 55
2022-09-21, 30, steigend, 20, 1, 85
2022-09-28, -5, steigend, 20, -0.1984, 80
2022-10-05, -15, steigend, 20, -0.5952, 65
2022-10-12, -7.4, steigend, 33, -0.2937, 57.6
2022-10-19, -25.2, steigend, 34, -1, 32.4
2022-10-26, -23.8, steigend, 35, -0.9444, 8.6
2022-11-02, 2.5, steigend, 36, 0.0833, 11.1
2022-11-09, -2.8, steigend, 36, -0.1111, 8.3
2022-11-16, -0.2, steigend, 37, -0.0079, 8.1
2022-11-23, 5.1, steigend, 38, 0.17, 13.2
2022-11-30, 21, steigend, 38, 0.7, 34.2
2022-12-07, 24.8, steigend, 39, 0.8267, 59
2022-12-14, 3.5, steigend, 40, 0.1167, 62.5
2022-12-21, -25, steigend, 40, -0.9921, 37.5
2022-12-28, -13.1, steigend, 41, -0.5198, 24.4
2023-01-04, -12.2, steigend, 41, -0.4841, 12.2
2023-01-11, -4.9, steigend, 41, -0.1944, 7.3
2023-01-18, 7.3, steigend, 41, 0.2433, 14.6
2023-01-25, 29.3, steigend, 41, 0.9767, 43.9
2023-02-01, 14.6, steigend, 41, 0.4867, 58.5
2023-02-08, 4.9, steigend, 41, 0.1633, 63.4
2023-02-15, -2.4, steigend, 41, -0.0952, 61
2023-02-22, -24.4, steigend, 41, -0.9683, 36.6
2023-03-01, -14.6, steigend, 41, -0.5794, 22
2023-03-08, 4.8, steigend, 41, 0.16, 26.8
2023-03-15, -12.2, steigend, 41, -0.4841, 14.6
2023-03-22, -7.3, steigend, 41, -0.2897, 7.3
2023-03-29, -2.6, steigend, 43, -0.1032, 4.7
2023-04-05, 4.6, steigend, 43, 0.1533, 9.3
2023-04-12, 2.6, steigend, 42, 0.0867, 11.9
2023-04-19, -1.6, steigend, 39, -0.0635, 10.3
2023-04-26, 20.3, steigend, 36, 0.6767, 30.6
2023-05-03, -10.6, steigend, 10, -0.4206, 20
