Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 26, , 3.8
2022-06-15, -0.6, fallend, 31, -0.0212, 3.2
2022-06-22, 3, fallend, 32, 0.0685, 6.2
2022-06-29, 3.2, fallend, 32, 0.0731, 9.4
2022-07-06, -3.2, fallend, 32, -0.1131, 6.2
2022-07-13, 9.4, fallend, 32, 0.2146, 15.6
2022-07-20, , fallend, 32, , 15.6
2022-07-27, 43.8, fallend, 32, 1, 59.4
2022-08-03, 25, fallend, 32, 0.5708, 84.4
2022-08-10, , fallend, 32, , 84.4
2022-08-17, -15.6, fallend, 32, -0.5512, 68.8
2022-08-24, -25, fallend, 32, -0.8834, 43.8
2022-08-31, -18.8, fallend, 32, -0.6643, 25
2022-09-07, -25, fallend, 32, -0.8834, 
2022-09-14, 15.6, fallend, 32, 0.3562, 15.6
2022-09-21, -15.6, fallend, 32, -0.5512, 
2022-09-28, , fallend, 32, , 
2022-10-05, 9.4, fallend, 32, 0.2146, 9.4
2022-10-12, -0.5, fallend, 45, -0.0177, 8.9
2022-10-19, 23.7, fallend, 46, 0.5411, 32.6
2022-10-26, 18.5, fallend, 47, 0.4224, 51.1
2022-11-02, -5.3, fallend, 48, -0.1873, 45.8
2022-11-09, 2.1, fallend, 48, 0.0479, 47.9
2022-11-16, -5, fallend, 49, -0.1767, 42.9
2022-11-23, -16.9, fallend, 50, -0.5972, 26
2022-11-30, -20, fallend, 50, -0.7067, 6
2022-12-07, -0.1, fallend, 51, -0.0035, 5.9
2022-12-14, -2.1, fallend, 52, -0.0742, 3.8
2022-12-21, 3.9, fallend, 52, 0.089, 7.7
2022-12-28, 22.5, fallend, 53, 0.5137, 30.2
2023-01-04, 34, fallend, 53, 0.7763, 64.2
2023-01-11, -7.6, fallend, 53, -0.2686, 56.6
2023-01-18, -22.6, fallend, 53, -0.7986, 34
2023-01-25, -28.3, fallend, 53, -1, 5.7
2023-02-01, -5.7, fallend, 53, -0.2014, 
2023-02-08, 9.4, fallend, 53, 0.2146, 9.4
2023-02-15, 3.1, fallend, 48, 0.0708, 12.5
2023-02-22, 4.9, fallend, 46, 0.1119, 17.4
2023-03-01, 18.3, fallend, 14, 0.4178, 35.7
